"Label","id","Abundance","Type","Class","Gene"
"mdtN",67,0,"ARG","MDR","mdtN"
"mdtO",68,1849.82,"ARG","MDR","mdtO"
"mdtP",69,2110.19,"ARG","MDR","mdtP"
"mefA",70,110898.22,"ARG","Macrolide","mefA"
"mel",71,0,"ARG","Macrolide","mel"
"msrD",72,0,"ARG","Macrolide","msrD"
"nimJ",73,529.35,"ARG","Nitroimidazole","nimJ"
"pbp2",74,2022.5,"ARG","Beta-lactam","pbp2"
"pbp4",75,1179.17,"ARG","Beta-lactam","pbp4"
"phoP",76,0,"ARG","MDR","phoP"
"phoQ",77,1008.5,"ARG","MDR","phoQ"
"pmrA",78,499.44,"ARG","Polymyxin","pmrA"
"pmrB",79,0,"ARG","Polymyxin","pmrB"
"pmrC",80,2339.81,"ARG","Polymyxin","pmrC"
"pmrE",81,0,"ARG","Polymyxin","pmrE"
"pmrF",82,1926.64,"ARG","Polymyxin","pmrF"
"sat 2182 Branch",83,0,"ARG","Aminoglycoside","sat 2182 Branch"
"tet 2027 Branch",84,5448.84,"ARG","Tetracycline","tet 2027 Branch"
"tet 2105 Branch",85,590.2,"ARG","Tetracycline","tet 2105 Branch"
"tet 32",86,74376.26,"ARG","Tetracycline","tet 32"
"tet32",87,35917.58,"ARG","Tetracycline","tet32"
"tet40",88,168221.34,"ARG","Tetracycline","tet40"
"tet44",89,39806.91,"ARG","Tetracycline","tet44"
"tetAP",90,5500.53,"ARG","Tetracycline","tetAP"
"tetBP",91,10272.98,"ARG","Tetracycline","tetBP"
"tetD",92,0,"ARG","Tetracycline","tetD"
"tetL",93,654.08,"ARG","Tetracycline","tetL"
"tetO",94,196474.39,"ARG","Tetracycline","tetO"
"tetQ",95,220124.81,"ARG","Tetracycline","tetQ"
"tetW",96,432679.87,"ARG","Tetracycline","tetW"
"tetX",97,8626.37,"ARG","Tetracycline","tetX"
"tolC",98,0,"ARG","MDR","tolC"
"cfxA 33413459",99,200392.52,"ARG","Beta-lactam","cfxA 33413459"
"tetL-Ef",100,1723.67,"ARG","Tetracycline","tetL-Ef"
"aadE",101,0,"ARG","Aminoglycoside","aadE"
"blc",102,3210.87,"ARG","Beta-lactam","blc"
"cmy-13",103,4030,"ARG","Beta-lactam","cmy-13"
"sugE",104,952.76,"ARG","MDR","sugE"
"blc 3334641",105,3540.91,"ARG","Beta-lactam","blc 3334641"
"cfxA 32395282",106,77801.39,"ARG","Beta-lactam","cfxA 32395282"
"tetA",107,0,"ARG","Tetracycline","tetA"
"88 Branch",108,0,"Virulence","Unknown","88 Branch"
"int",109,6693.5,"MGE","Plasmid","int"
"rteC",110,0,"Virulence","Two-component system response regulator","rteC"
"traE",111,0,"MGE","Plasmid","traE"
"traF",112,1659.16,"MGE","Plasmid","traF"
"transposon 46242809",113,12921.05,"MGE","Transposon","transposon 46242809"
"transposon 46242811",114,6445.71,"MGE","Transposon","transposon 46242811"
"colA",115,635.96,"Virulence","Collagenase","colA"
"pfoA",116,768.17,"Virulence","Citolysis","pfoA"
"repB",117,0,"MGE","Plasmid","repB"
"Transposon 807609",118,0,"MGE","Transposon","Transposon 807609"
"astA",119,0,"Virulence","N-succinyltransferase","astA"
"lacY",120,0,"Virulence","Beta-galactosides","lacY"
"lpfA",121,0,"Virulence","Fimbrial major protein","lpfA"
"ompA",122,614.72,"Virulence","Peptidoglycan","ompA"
"traA",123,1489.56,"MGE","Plasmid","traA"
"yddA",124,0,"Virulence","Inner membrane ABC transporter","yddA"
"Plasmid 38606113",125,1272.28,"MGE","Plasmid","Plasmid 38606113"
"exc1",126,0,"MGE","Plasmid","exc1"
"Rom",127,0,"MGE","Plasmid","Rom"
"Plasmid 4775492",128,0,"MGE","Plasmid","Plasmid 4775492"
"tnp",129,0,"MGE","Transposon","tnp"
"MobA 32395281",130,33184.12,"MGE","Insertional sequence","MobA 32395281"
"fyuA",131,0,"Virulence","Biofilm","fyuA"
"ybtP",132,493.39,"Virulence","Siderophore","ybtP"
"Cronobacter phage vB_CsaP_GAP52",133,0,"Phage","Podoviridae","Cronobacter phage vB_CsaP_GAP52"
"Karamvirus_u_s",134,0,"Phage","Myoviridae","Karamvirus_u_s"
"Escherichia virus CC31",135,0,"Phage","Myoviridae","Escherichia virus CC31"
"Enterobacteria phage BP-4795",136,34.04,"Phage","Siphoviridae","Enterobacteria phage BP-4795"
"Escherichia virus HK106",137,0,"Phage","Siphoviridae","Escherichia virus HK106"
"Enterobacteria phage HK140",138,0,"Phage","Siphoviridae","Enterobacteria phage HK140"
"Escherichia virus HK544",139,25.84,"Phage","Siphoviridae","Escherichia virus HK544"
"Escherichia virus HK629",140,0,"Phage","Siphoviridae","Escherichia virus HK629"
"Escherichia virus HK633",141,0,"Phage","Siphoviridae","Escherichia virus HK633"
"Enterobacteria phage IME10",142,5.46,"Phage","Podoviridae","Enterobacteria phage IME10"
"Escherichia virus If1",143,34.51,"Phage","Inoviridae","Escherichia virus If1"
"Enterobacteria phage P4",144,543.18,"Phage","Caudovirales_u_f","Enterobacteria phage P4"
"Enterobacteria phage Sf101",145,26.5,"Phage","Podoviridae","Enterobacteria phage Sf101"
"Enterobacteria phage SfI",146,14.95,"Phage","Myoviridae","Enterobacteria phage SfI"
"Enterobacteria phage SfV",147,1.68,"Phage","Myoviridae","Enterobacteria phage SfV"
"Enterobacteria phage VT2phi_272",148,0,"Phage","Podoviridae","Enterobacteria phage VT2phi_272"
"Enterobacteria phage YYZ-2008",149,157.1,"Phage","Siphoviridae","Enterobacteria phage YYZ-2008"
"Enterobacteria phage cdtI",150,121.91,"Phage","Siphoviridae","Enterobacteria phage cdtI"
"Escherichia virus fiAA91ss",151,669.42,"Phage","Myoviridae","Escherichia virus fiAA91ss"
"Enterobacteria phage mEp043 c-1",152,0,"Phage","Siphoviridae","Enterobacteria phage mEp043 c-1"
"Enterobacteria phage mEp235",153,0,"Phage","Siphoviridae","Enterobacteria phage mEp235"
"Enterobacteria phage mEp237",154,0,"Phage","Siphoviridae","Enterobacteria phage mEp237"
"Enterobacteria phage mEp460",155,59.74,"Phage","Siphoviridae","Enterobacteria phage mEp460"
"Escherichia virus mEpX1",156,0,"Phage","Siphoviridae","Escherichia virus mEpX1"
"Escherichia virus mEpX2",157,0,"Phage","Siphoviridae","Escherichia virus mEpX2"
"Enterobacteria phage vB_EcoP_ACG-C91",158,0,"Phage","Autographiviridae","Enterobacteria phage vB_EcoP_ACG-C91"
"Enterobacterial phage mEp213",159,0,"Phage","Siphoviridae","Enterobacterial phage mEp213"
"Vequintavirus_u_s",160,0,"Phage","Myoviridae","Vequintavirus_u_s"
"Escherichia virus Cajan",161,0,"Phage","Siphoviridae","Escherichia virus Cajan"
"Escherichia phage D108",162,242.96,"Phage","Myoviridae","Escherichia phage D108"
"Escherichia virus FFH2",163,5.51,"Phage","Myoviridae","Escherichia virus FFH2"
"Escherichia virus Min27",164,0,"Phage","Podoviridae","Escherichia virus Min27"
"Escherichia virus Seurat",165,14.63,"Phage","Siphoviridae","Escherichia virus Seurat"
"Escherichia phage TL-2011b",166,277.45,"Phage","Podoviridae","Escherichia phage TL-2011b"
"Escherichia virus phiV10",167,388.76,"Phage","Podoviridae","Escherichia virus phiV10"
"Escherichia virus pro147",168,11.94,"Phage","Myoviridae","Escherichia virus pro147"
"Escherichia virus pro483",169,74.84,"Phage","Myoviridae","Escherichia virus pro483"
"Escherichia phage slur01",170,0,"Phage","Siphoviridae","Escherichia phage slur01"
"Escherichia virus 24B",171,0,"Phage","Podoviridae","Escherichia virus 24B"
"Escherichia virus 186",172,0,"Phage","Myoviridae","Escherichia virus 186"
"Escherichia virus HK022",173,63.87,"Phage","Siphoviridae","Escherichia virus HK022"
"Escherichia virus HK97",174,0,"Phage","Siphoviridae","Escherichia virus HK97"
"Escherichia virus K1-5",175,0,"Phage","Autographiviridae","Escherichia virus K1-5"
"Escherichia virus K1E",176,0,"Phage","Autographiviridae","Escherichia virus K1E"
"Escherichia virus P2",177,44.36,"Phage","Myoviridae","Escherichia virus P2"
"Escherichia virus Wphi",178,17.68,"Phage","Myoviridae","Escherichia virus Wphi"
"Lactobacillus phage LfeSau",179,0,"Phage","Siphoviridae","Lactobacillus phage LfeSau"
"Lactobacillus phage Lrm1",180,0,"Phage","Siphoviridae","Lactobacillus phage Lrm1"
"Lactobacillus phage iA2",181,0,"Phage","Siphoviridae","Lactobacillus phage iA2"
"Lactobacillus phage phiAT3",182,12.31,"Phage","Siphoviridae","Lactobacillus phage phiAT3"
"Lactococcus phage Tuc2009",183,0,"Phage","Siphoviridae","Lactococcus phage Tuc2009"
"Mycobacterium phage Enkosi",184,0,"Phage","Siphoviridae","Mycobacterium phage Enkosi"
"Seunavirus_u_s",185,0,"Phage","Myoviridae","Seunavirus_u_s"
"Salmonella phage BP12B",186,0,"Phage","Autographiviridae","Salmonella phage BP12B"
"Salmonella virus FSLSP004",187,0,"Phage","Myoviridae","Salmonella virus FSLSP004"
"Salmonella virus SP31",188,0,"Phage","Siphoviridae","Salmonella virus SP31"
"Salmonella phage RE-2010",189,84.82,"Phage","Myoviridae","Salmonella phage RE-2010"
"Salmonella phage SEN1",190,0,"Phage","Myoviridae","Salmonella phage SEN1"
"Salmonella virus SJ46",191,142.47,"Phage","Myoviridae","Salmonella virus SJ46"
"Salmonella virus SPN3US",192,0,"Phage","Myoviridae","Salmonella virus SPN3US"
"Salmonella phage g341c",193,7.56,"Phage","Podoviridae","Salmonella phage g341c"
"Salmonella phage vB_SemP_Emek",194,0,"Phage","Podoviridae","Salmonella phage vB_SemP_Emek"
"Salmonella virus HK620",195,90.48,"Phage","Podoviridae","Salmonella virus HK620"
"Salmonella virus PsP3",196,0,"Phage","Myoviridae","Salmonella virus PsP3"
"Shigella phage SfII",197,8.61,"Phage","Myoviridae","Shigella phage SfII"
"Shigella phage SfIV",198,80.43,"Phage","Myoviridae","Shigella phage SfIV"
"Shigella virus SfMu",199,224.42,"Phage","Myoviridae","Shigella virus SfMu"
"Shigella virus Sf6",200,42.92,"Phage","Podoviridae","Shigella virus Sf6"
"Streptococcus phage 20617",201,0,"Phage","Siphoviridae","Streptococcus phage 20617"
"Stx2-converting phage 1717",202,225.36,"Phage","Siphoviridae","Stx2-converting phage 1717"
"Stx2-converting phage 86",203,0,"Phage","Podoviridae","Stx2-converting phage 86"
"Punavirus_u_s",204,12.19,"Phage","Myoviridae","Punavirus_u_s"
"Candidatus Phytoplasma",205,0,"Taxa","Acholeplasmataceae","Candidatus Phytoplasma"
"Succiniclasticum",206,7.94,"Taxa","Acidaminococcaceae","Succiniclasticum"
"Acidithiobacillus",207,0,"Taxa","Acidithiobacillaceae","Acidithiobacillus"
"Actinobacteria_u_g",208,0,"Taxa","Actinobacteria_u_f","Actinobacteria_u_g"
"Thermobispora",209,0,"Taxa","Actinobacteria_u_f","Thermobispora"
"Taylorella",210,0,"Taxa","Alcaligenaceae","Taylorella"
"Alphaproteobacteria_u_g",211,35.98,"Taxa","Alphaproteobacteria_u_f","Alphaproteobacteria_u_g"
"Anaeromyxobacter",212,1.8,"Taxa","Anaeromyxobacteraceae","Anaeromyxobacter"
"Atopobium",213,54.16,"Taxa","Atopobiaceae","Atopobium"
"Olsenella",214,319.23,"Taxa","Atopobiaceae","Olsenella"
"Bacillus",215,363.11,"Taxa","Bacillaceae","Bacillus"
"Geobacillus",216,0,"Taxa","Bacillaceae","Geobacillus"
"Gemella",217,0,"Taxa","Bacillales_u_f","Gemella"
"Bacteroidales_u_g",218,76908.82,"Taxa","Bacteroidales_u_f","Bacteroidales_u_g"
"Brachyspira",219,0,"Taxa","Brachyspiraceae","Brachyspira"
"Ochrobactrum",220,0,"Taxa","Brucellaceae","Ochrobactrum"
"Campylobacter",221,0,"Taxa","Campylobacteraceae","Campylobacter"
"Candidatus Paracaedibacteraceae_u_g",222,27.35,"Taxa","Candidatus Paracaedibacteraceae","Candidatus Paracaedibacteraceae_u_g"
"Cardiobacterium",223,0,"Taxa","Cardiobacteriaceae","Cardiobacterium"
"Catabacter",224,1565.98,"Taxa","Catabacteriaceae","Catabacter"
"Alkaliphilus",225,0,"Taxa","Clostridiaceae","Alkaliphilus"
"Butyricicoccus",226,267.05,"Taxa","Clostridiaceae","Butyricicoccus"
"Caloramator",227,24.84,"Taxa","Clostridiaceae","Caloramator"
"Clostridiales Family XIII. Incertae Sedis_u_g",228,2368.66,"Taxa","Clostridiales Family XIII. Incertae Sedis","Clostridiales Family XIII. Incertae Sedis_u_g"
"Mogibacterium",229,0,"Taxa","Clostridiales Family XIII. Incertae Sedis","Mogibacterium"
"Thermaerobacter",230,0,"Taxa","Clostridiales Family XVII. Incertae Sedis","Thermaerobacter"
"Collinsella",231,250.38,"Taxa","Coriobacteriaceae","Collinsella"
"Corynebacterium",232,102.41,"Taxa","Corynebacteriaceae","Corynebacterium"
"Cytophaga",233,2.84,"Taxa","Cytophagaceae","Cytophaga"
"Runella",234,0,"Taxa","Cytophagaceae","Runella"
"Deinococcus-Thermus_u_g",235,0,"Taxa","Deinococcus-Thermus_u_f","Deinococcus-Thermus_u_g"
"Desulfobulbus",236,0,"Taxa","Desulfobulbaceae","Desulfobulbus"
"Desulfomicrobium",237,16.57,"Taxa","Desulfomicrobiaceae","Desulfomicrobium"
"Hippea",238,0,"Taxa","Desulfurellaceae","Hippea"
"Slackia",239,0,"Taxa","Eggerthellaceae","Slackia"
"Escherichia",240,963.11,"Taxa","Enterobacteriaceae","Escherichia"
"Leclercia",241,0,"Taxa","Enterobacteriaceae","Leclercia"
"Salmonella",242,0,"Taxa","Enterobacteriaceae","Salmonella"
"Shigella",243,93.42,"Taxa","Enterobacteriaceae","Shigella"
"Erysipelotrichaceae_u_g",244,1172.07,"Taxa","Erysipelotrichaceae","Erysipelotrichaceae_u_g"
"Kandleria",245,2.3,"Taxa","Erysipelotrichaceae","Kandleria"
"Turicibacter",246,1486.26,"Taxa","Erysipelotrichaceae","Turicibacter"
"Ferrimonas",247,0,"Taxa","Ferrimonadaceae","Ferrimonas"
"Firmicutes_u_g",248,553,"Taxa","Firmicutes_u_f","Firmicutes_u_g"
"Imtechella",249,227.57,"Taxa","Flavobacteriaceae","Imtechella"
"Flavobacteriales_u_g",250,0,"Taxa","Flavobacteriales_u_f","Flavobacteriales_u_g"
"Cetobacterium",251,3.61,"Taxa","Fusobacteriaceae","Cetobacterium"
"Glycomyces",252,0,"Taxa","Glycomycetaceae","Glycomyces"
"Gordonia",253,26.22,"Taxa","Gordoniaceae","Gordonia"
"Halorubrum",254,1.46,"Taxa","Halorubraceae","Halorubrum"
"Holophagaceae_u_g",255,2.56,"Taxa","Holophagaceae","Holophagaceae_u_g"
"Holospora",256,63,"Taxa","Holosporaceae","Holospora"
"Hungateiclostridiaceae_u_g",257,31.25,"Taxa","Hungateiclostridiaceae","Hungateiclostridiaceae_u_g"
"Coprococcus",258,91.29,"Taxa","Lachnospiraceae","Coprococcus"
"Dorea",259,28.78,"Taxa","Lachnospiraceae","Dorea"
"Lachnobacterium",260,31.12,"Taxa","Lachnospiraceae","Lachnobacterium"
"Lachnoclostridium",261,1012.4,"Taxa","Lachnospiraceae","Lachnoclostridium"
"Lachnospira",262,1188.26,"Taxa","Lachnospiraceae","Lachnospira"
"Pseudobutyrivibrio",263,390.67,"Taxa","Lachnospiraceae","Pseudobutyrivibrio"
"Roseburia",264,302.56,"Taxa","Lachnospiraceae","Roseburia"
"Shuttleworthia",265,0,"Taxa","Lachnospiraceae","Shuttleworthia"
"Tyzzerella",266,43.41,"Taxa","Lachnospiraceae","Tyzzerella"
"Methanosarcina",267,0,"Taxa","Methanosarcinaceae","Methanosarcina"
"Methylobacterium",268,30.41,"Taxa","Methylobacteriaceae","Methylobacterium"
"Microvirga",269,6.38,"Taxa","Methylobacteriaceae","Microvirga"
"Clavibacter",270,0,"Taxa","Microbacteriaceae","Clavibacter"
"Microbacterium",271,411.72,"Taxa","Microbacteriaceae","Microbacterium"
"Kocuria",272,48.5,"Taxa","Micrococcaceae","Kocuria"
"Micrococcaceae_u_g",273,9,"Taxa","Micrococcaceae","Micrococcaceae_u_g"
"Micromonospora",274,10.11,"Taxa","Micromonosporaceae","Micromonospora"
"Ureaplasma",275,4.15,"Taxa","Mycoplasmataceae","Ureaplasma"
"Myxococcaceae_u_g",276,4.52,"Taxa","Myxococcaceae","Myxococcaceae_u_g"
"Nitrospiraceae_u_g",277,1.11,"Taxa","Nitrospiraceae","Nitrospiraceae_u_g"
"Thermobifida",278,68.13,"Taxa","Nocardiopsaceae","Thermobifida"
"Opitutales_u_g",279,0,"Taxa","Opitutales_u_f","Opitutales_u_g"
"Saccharibacillus",280,1.32,"Taxa","Paenibacillaceae","Saccharibacillus"
"Gallibacterium",281,10.91,"Taxa","Pasteurellaceae","Gallibacterium"
"Desulfotomaculum",282,10.14,"Taxa","Peptococcaceae","Desulfotomaculum"
"Peptococcaceae_u_g",283,18.78,"Taxa","Peptococcaceae","Peptococcaceae_u_g"
"Anaerococcus",284,5.86,"Taxa","Peptoniphilaceae","Anaerococcus"
"Helcococcus",285,16.87,"Taxa","Peptoniphilaceae","Helcococcus"
"Parvimonas",286,18.66,"Taxa","Peptoniphilaceae","Parvimonas"
"Intestinibacter",287,55.21,"Taxa","Peptostreptococcaceae","Intestinibacter"
"Paeniclostridium",288,247.15,"Taxa","Peptostreptococcaceae","Paeniclostridium"
"Peptostreptococcaceae_u_g",289,236.92,"Taxa","Peptostreptococcaceae","Peptostreptococcaceae_u_g"
"Peptostreptococcus",290,58.62,"Taxa","Peptostreptococcaceae","Peptostreptococcus"
"Aminobacter",291,0,"Taxa","Phyllobacteriaceae","Aminobacter"
"Phyllobacteriaceae_u_g",292,0,"Taxa","Phyllobacteriaceae","Phyllobacteriaceae_u_g"
"Ureibacillus",293,0,"Taxa","Planococcaceae","Ureibacillus"
"Porphyromonas",294,249.74,"Taxa","Porphyromonadaceae","Porphyromonas"
"Acidipropionibacterium",295,6.94,"Taxa","Propionibacteriaceae","Acidipropionibacterium"
"Cutibacterium",296,0,"Taxa","Propionibacteriaceae","Cutibacterium"
"Propionibacteriaceae_u_g",297,0,"Taxa","Propionibacteriaceae","Propionibacteriaceae_u_g"
"Pseudonocardia",298,0,"Taxa","Pseudonocardiaceae","Pseudonocardia"
"Saccharomonospora",299,96.08,"Taxa","Pseudonocardiaceae","Saccharomonospora"
"Saccharopolyspora",300,55.03,"Taxa","Pseudonocardiaceae","Saccharopolyspora"
"Halocynthiibacter",301,1.23,"Taxa","Rhodobacteraceae","Halocynthiibacter"
"Thalassospira",302,0,"Taxa","Rhodospirillaceae","Thalassospira"
"Rickettsiales_u_g",303,15.84,"Taxa","Rickettsiales_u_f","Rickettsiales_u_g"
"Rikenellaceae_u_g",304,0,"Taxa","Rikenellaceae","Rikenellaceae_u_g"
"Anaerotruncus",305,0,"Taxa","Ruminococcaceae","Anaerotruncus"
"Ethanoligenens",306,0,"Taxa","Ruminococcaceae","Ethanoligenens"
"Megamonas",307,9.13,"Taxa","Selenomonadaceae","Megamonas"
"Selenomonadaceae_u_g",308,0,"Taxa","Selenomonadaceae","Selenomonadaceae_u_g"
"Shewanella",309,0,"Taxa","Shewanellaceae","Shewanella"
"Sphaerobacteraceae_u_g",310,0,"Taxa","Sphaerobacteraceae","Sphaerobacteraceae_u_g"
"Sphingobacteriaceae_u_g",311,3.93,"Taxa","Sphingobacteriaceae","Sphingobacteriaceae_u_g"
"Treponema",312,309.73,"Taxa","Spirochaetaceae","Treponema"
"Sporolactobacillus",313,0,"Taxa","Sporolactobacillaceae","Sporolactobacillus"
"Pelosinus",314,43.67,"Taxa","Sporomusaceae","Pelosinus"
"Staphylococcus",315,0,"Taxa","Staphylococcaceae","Staphylococcus"
"Succinatimonas",316,95.5,"Taxa","Succinivibrionaceae","Succinatimonas"
"Succinivibrio",317,8428.39,"Taxa","Succinivibrionaceae","Succinivibrio"
"Laceyella",318,0,"Taxa","Thermoactinomycetaceae","Laceyella"
"Thermoactinomyces",319,566.89,"Taxa","Thermoactinomycetaceae","Thermoactinomyces"
"Thermoanaerobacterales_u_g",320,3.4,"Taxa","Thermoanaerobacterales_u_f","Thermoanaerobacterales_u_g"
"Megasphaera",321,18.69,"Taxa","Veillonellaceae","Megasphaera"
"Veillonellaceae_u_g",322,69.82,"Taxa","Veillonellaceae","Veillonellaceae_u_g"
"Pseudoxanthomonas",323,2.13,"Taxa","Xanthomonadaceae","Pseudoxanthomonas"
"Xylella",324,0,"Taxa","Xanthomonadaceae","Xylella"
"Yersinia",325,2.54,"Taxa","Yersiniaceae","Yersinia"
