"Label","Target","Correlation","p","Type"
"acrE","mdtL",0.817518943819518,1.07600618588499e-05,"undirected"
"arnA","mdtL",0.889098263489445,1.60128150739069e-07,"undirected"
"crp","mdtL",0.889098263489444,1.60128150739069e-07,"undirected"
"emrY","mdtL",0.782532697485283,4.54750103431323e-05,"undirected"
"mdtB","mdtL",0.889098263489444,1.60128150739069e-07,"undirected"
"mdtF","mdtL",0.889098263489445,1.60128150739069e-07,"undirected"
"mdtG","mdtL",0.823053327705763,8.33267049493713e-06,"undirected"
"mdtK","mdtL",0.889098263489445,1.60128150739069e-07,"undirected"
"acrD","mdtN",0.757305982733419,0.000110454511320635,"undirected"
"acrE","mdtN",0.805072045351064,1.85615592451782e-05,"undirected"
"acrF","mdtN",0.856487129265209,1.43949565423185e-06,"undirected"
"arnA","mdtN",0.883015965752157,2.53034584174472e-07,"undirected"
"crp","mdtN",0.883015965752157,2.53034584174472e-07,"undirected"
"emrY","mdtN",0.768786962097951,7.47576101018943e-05,"undirected"
"mdtB","mdtN",0.883015965752157,2.53034584174472e-07,"undirected"
"mdtF","mdtN",0.883015965752157,2.53034584174472e-07,"undirected"
"mdtK","mdtN",0.883015965752157,2.53034584174472e-07,"undirected"
"mdtL","mdtN",0.852264410088045,1.83879150661426e-06,"undirected"
"acrE","mdtO",0.930004315822508,2.96566105006946e-09,"undirected"
"acrF","mdtO",0.82893899644485,6.28749994491251e-06,"undirected"
"arnA","mdtO",1,0,"undirected"
"crp","mdtO",1,0,"undirected"
"emrY","mdtO",0.893013089567203,1.17600552407282e-07,"undirected"
"mdtB","mdtO",1,0,"undirected"
"mdtF","mdtO",1,0,"undirected"
"mdtG","mdtO",0.823167323592798,8.28814994546789e-06,"undirected"
"mdtH","mdtO",0.784980255323364,4.14699816970732e-05,"undirected"
"mdtK","mdtO",1,0,"undirected"
"mdtL","mdtO",0.889098263489444,1.60128150739069e-07,"undirected"
"mdtN","mdtO",0.883015965752157,2.53034584174472e-07,"undirected"
"rteC","mdtP",0.769903880031012,7.18882599888282e-05,"undirected"
"mdtD","mdtP",0.772860736254195,6.47453172208934e-05,"undirected"
"emrA","pbp2",0.896621977023365,8.75362446972616e-08,"undirected"
"yddA","pbp4",0.987065248211839,8.88178419700125e-16,"undirected"
"ermG","phoP",1,0,"undirected"
"baeR","phoQ",1,0,"undirected"
"H NS","phoQ",0.942807358146915,5.04781549892641e-10,"undirected"
"tnp","pmrA",0.972198387672981,8.51985149097345e-13,"undirected"
"bacA","pmrA",0.831122082421136,5.64866987096124e-06,"undirected"
"marA","pmrA",0.831122082421136,5.64866987096124e-06,"undirected"
"ompA","pmrB",0.759718704237157,0.00010193432869543,"undirected"
"cpxR","pmrB",0.948511575514782,2.00241156989023e-10,"undirected"
"acrE","pmrC",0.930004315822508,2.96566105006946e-09,"undirected"
"acrF","pmrC",0.82893899644485,6.28749994491251e-06,"undirected"
"arnA","pmrC",1,0,"undirected"
"crp","pmrC",1,0,"undirected"
"emrY","pmrC",0.893013089567202,1.17600552407282e-07,"undirected"
"mdtB","pmrC",1,0,"undirected"
"mdtF","pmrC",1,0,"undirected"
"mdtG","pmrC",0.823167323592799,8.28814994546789e-06,"undirected"
"mdtH","pmrC",0.784980255323364,4.14699816970732e-05,"undirected"
"mdtK","pmrC",1,0,"undirected"
"mdtL","pmrC",0.889098263489444,1.60128150739069e-07,"undirected"
"mdtN","pmrC",0.883015965752157,2.53034584174472e-07,"undirected"
"mdtO","pmrC",1,0,"undirected"
"traA","pmrF",0.800416124029179,2.2539845694558e-05,"undirected"
"Plasmid 38606113","pmrF",0.800416124029179,2.2539845694558e-05,"undirected"
"acrE","pmrF",0.756381866397533,0.000113876124597123,"undirected"
"ant6 Ib","pmrF",0.800416124029179,2.2539845694558e-05,"undirected"
"emrY","pmrF",0.806615249571176,1.73848369904306e-05,"undirected"
"mdtC","pmrF",0.800416124029179,2.2539845694558e-05,"undirected"
"int","sat 2182 Branch",0.772403770491314,6.5807536547613e-05,"undirected"
"emrB","sat 2182 Branch",1,0,"undirected"
"mdtA","sat 2182 Branch",1,0,"undirected"
"ermG","tet 2027 Branch",0.884807751626517,2.21714030024245e-07,"undirected"
"phoP","tet 2027 Branch",0.884807751626518,2.21714030024245e-07,"undirected"
"cfxA 2367","cfxA 33413459",0.789760694867388,3.45181282113138e-05,"undirected"
"emrA","blc",0.896621977023365,8.75362446972616e-08,"undirected"
"pbp2","blc",1,0,"undirected"
"ermG","sugE",1,0,"undirected"
"phoP","sugE",1,0,"undirected"
"tet 2027 Branch","sugE",0.884807751626518,2.21714030024245e-07,"undirected"
"cfxA 2367","cfxA 32395282",0.765831146545826,8.28314083305415e-05,"undirected"
"pbp2","Cronobacter phage vB_CsaP_GAP52",0.821078557068332,9.13758123410879e-06,"undirected"
"blc","Cronobacter phage vB_CsaP_GAP52",0.821078557068332,9.13758123410879e-06,"undirected"
"emrA","Escherichia virus CC31",0.896621977023365,8.75362446972616e-08,"undirected"
"pbp2","Escherichia virus CC31",1,0,"undirected"
"blc","Escherichia virus CC31",1,0,"undirected"
"Cronobacter phage vB_CsaP_GAP52","Escherichia virus CC31",0.821078557068332,9.13758123410879e-06,"undirected"
"evgA","Enterobacteria phage IME10",1,0,"undirected"
"emrA","Escherichia virus If1",0.89425056754471,1.06404552280281e-07,"undirected"
"pbp2","Escherichia virus If1",0.998734837624215,0,"undirected"
"blc","Escherichia virus If1",0.998734837624215,0,"undirected"
"Cronobacter phage vB_CsaP_GAP52","Escherichia virus If1",0.817825014696892,1.06113576658906e-05,"undirected"
"Escherichia virus CC31","Escherichia virus If1",0.998734837624215,0,"undirected"
"rteC","Enterobacteria phage P4",0.757138384010573,0.000111068420335592,"undirected"
"rteC","Enterobacteria phage Sf101",0.765340660979243,8.42412084800515e-05,"undirected"
"mdtD","Enterobacteria phage Sf101",0.785934855751414,3.99926226894998e-05,"undirected"
"mdtP","Enterobacteria phage Sf101",0.885605921335881,2.08894108233437e-07,"undirected"
"acrD","Enterobacteria phage SfV",0.895258398150787,9.79892664787485e-08,"undirected"
"acrE","Enterobacteria phage SfV",0.891677120312751,1.30836445233484e-07,"undirected"
"acrF","Enterobacteria phage SfV",0.787271807904099,3.80000275019832e-05,"undirected"
"arnA","Enterobacteria phage SfV",0.964935032916649,6.7017502658473e-12,"undirected"
"crp","Enterobacteria phage SfV",0.964935032916649,6.7017502658473e-12,"undirected"
"emrY","Enterobacteria phage SfV",0.854700114488559,1.59811573219315e-06,"undirected"
"mdtB","Enterobacteria phage SfV",0.964935032916649,6.7017502658473e-12,"undirected"
"mdtF","Enterobacteria phage SfV",0.964935032916649,6.7017502658473e-12,"undirected"
"mdtG","Enterobacteria phage SfV",0.846015282294579,2.60641061200495e-06,"undirected"
"mdtK","Enterobacteria phage SfV",0.964935032916649,6.7017502658473e-12,"undirected"
"mdtL","Enterobacteria phage SfV",0.97795079775744,1.07913677993565e-13,"undirected"
"mdtN","Enterobacteria phage SfV",0.889939241178329,1.500006732158e-07,"undirected"
"mdtO","Enterobacteria phage SfV",0.964935032916649,6.7017502658473e-12,"undirected"
"pmrC","Enterobacteria phage SfV",0.964935032916649,6.7017502658473e-12,"undirected"
"acrE","Enterobacteria phage YYZ-2008",0.849305918433904,2.17320935957943e-06,"undirected"
"arnA","Enterobacteria phage YYZ-2008",0.931323000945074,2.51133691619998e-09,"undirected"
"crp","Enterobacteria phage YYZ-2008",0.931323000945075,2.51133691619998e-09,"undirected"
"emrY","Enterobacteria phage YYZ-2008",0.811078633380925,1.43376339505341e-05,"undirected"
"mdtB","Enterobacteria phage YYZ-2008",0.931323000945075,2.51133691619998e-09,"undirected"
"mdtF","Enterobacteria phage YYZ-2008",0.931323000945075,2.51133691619998e-09,"undirected"
"mdtK","Enterobacteria phage YYZ-2008",0.931323000945075,2.51133691619998e-09,"undirected"
"mdtL","Enterobacteria phage YYZ-2008",0.807080770982683,1.70428117327592e-05,"undirected"
"mdtN","Enterobacteria phage YYZ-2008",0.786190413152604,3.96049156390355e-05,"undirected"
"mdtO","Enterobacteria phage YYZ-2008",0.931323000945075,2.51133691619998e-09,"undirected"
"pmrC","Enterobacteria phage YYZ-2008",0.931323000945075,2.51133691619998e-09,"undirected"
"Enterobacteria phage SfV","Enterobacteria phage YYZ-2008",0.885847966846356,2.05137207665018e-07,"undirected"
"Cronobacter phage vB_CsaP_GAP52","Enterobacteria phage cdtI",0.882022140875006,2.72026745795628e-07,"undirected"
"acrD","Escherichia virus fiAA91ss",0.862688833035844,9.90469816386508e-07,"undirected"
"acrE","Escherichia virus fiAA91ss",0.885035495130724,2.17987598416514e-07,"undirected"
"acrF","Escherichia virus fiAA91ss",0.774322086653279,6.14469099393666e-05,"undirected"
"arnA","Escherichia virus fiAA91ss",0.963551188299196,9.44666567193053e-12,"undirected"
"crp","Escherichia virus fiAA91ss",0.963551188299196,9.44666567193053e-12,"undirected"
"emrY","Escherichia virus fiAA91ss",0.846908036390711,2.48202662600505e-06,"undirected"
"mdtB","Escherichia virus fiAA91ss",0.963551188299196,9.44666567193053e-12,"undirected"
"mdtF","Escherichia virus fiAA91ss",0.963551188299196,9.44666567193053e-12,"undirected"
"mdtG","Escherichia virus fiAA91ss",0.865231371990891,8.45280336836396e-07,"undirected"
"mdtH","Escherichia virus fiAA91ss",0.751370582980646,0.000134060258480506,"undirected"
"mdtK","Escherichia virus fiAA91ss",0.963551188299196,9.44666567193053e-12,"undirected"
"mdtL","Escherichia virus fiAA91ss",0.95500270779285,6.09818862074007e-11,"undirected"
"mdtN","Escherichia virus fiAA91ss",0.894616716697074,1.03276631691074e-07,"undirected"
"mdtO","Escherichia virus fiAA91ss",0.963551188299196,9.44666567193053e-12,"undirected"
"pmrC","Escherichia virus fiAA91ss",0.963551188299196,9.44666567193053e-12,"undirected"
"Enterobacteria phage SfV","Escherichia virus fiAA91ss",0.986833690844579,1.11022302462516e-15,"undirected"
"Enterobacteria phage YYZ-2008","Escherichia virus fiAA91ss",0.873668809103061,4.8780273997906e-07,"undirected"
"acrE","Enterobacteria phage mEp235",0.930004315822508,2.96566105006946e-09,"undirected"
"acrF","Enterobacteria phage mEp235",0.82893899644485,6.28749994491251e-06,"undirected"
"arnA","Enterobacteria phage mEp235",1,0,"undirected"
"crp","Enterobacteria phage mEp235",1,0,"undirected"
"emrY","Enterobacteria phage mEp235",0.893013089567203,1.17600552407282e-07,"undirected"
"mdtB","Enterobacteria phage mEp235",1,0,"undirected"
"mdtF","Enterobacteria phage mEp235",1,0,"undirected"
"mdtG","Enterobacteria phage mEp235",0.823167323592798,8.28814994546789e-06,"undirected"
"mdtH","Enterobacteria phage mEp235",0.784980255323364,4.14699816970732e-05,"undirected"
"mdtK","Enterobacteria phage mEp235",1,0,"undirected"
"mdtL","Enterobacteria phage mEp235",0.889098263489445,1.60128150739069e-07,"undirected"
"mdtN","Enterobacteria phage mEp235",0.883015965752157,2.53034584174472e-07,"undirected"
"mdtO","Enterobacteria phage mEp235",1,0,"undirected"
"pmrC","Enterobacteria phage mEp235",1,0,"undirected"
"Enterobacteria phage SfV","Enterobacteria phage mEp235",0.964935032916649,6.7017502658473e-12,"undirected"
"Enterobacteria phage YYZ-2008","Enterobacteria phage mEp235",0.931323000945074,2.51133691619998e-09,"undirected"
"Escherichia virus fiAA91ss","Enterobacteria phage mEp235",0.963551188299196,9.44666567193053e-12,"undirected"
"emrA","Enterobacteria phage mEp460",0.870345710257688,6.08476535823854e-07,"undirected"
"pbp2","Enterobacteria phage mEp460",0.933769372480237,1.82838810758312e-09,"undirected"
"blc","Enterobacteria phage mEp460",0.933769372480237,1.82838810758312e-09,"undirected"
"Cronobacter phage vB_CsaP_GAP52","Enterobacteria phage mEp460",0.816557535017942,1.12389925157608e-05,"undirected"
"Escherichia virus CC31","Enterobacteria phage mEp460",0.933769372480237,1.82838810758312e-09,"undirected"
"Escherichia virus If1","Enterobacteria phage mEp460",0.940972162345892,6.66213750832867e-10,"undirected"
"emrA","Escherichia virus Cajan",0.896621977023365,8.75362446972616e-08,"undirected"
"pbp2","Escherichia virus Cajan",1,0,"undirected"
"blc","Escherichia virus Cajan",1,0,"undirected"
"Cronobacter phage vB_CsaP_GAP52","Escherichia virus Cajan",0.821078557068331,9.13758123410879e-06,"undirected"
"Escherichia virus CC31","Escherichia virus Cajan",1,0,"undirected"
"Escherichia virus If1","Escherichia virus Cajan",0.998734837624215,0,"undirected"
"Enterobacteria phage mEp460","Escherichia virus Cajan",0.933769372480237,1.82838810758312e-09,"undirected"
"ompA","Escherichia phage D108",0.834071534308763,4.87565901918785e-06,"undirected"
"acrE","Escherichia phage D108",0.865775318128024,8.16758500388204e-07,"undirected"
"acrF","Escherichia phage D108",0.760068599785167,0.000100746898711979,"undirected"
"arnA","Escherichia phage D108",0.93826755904808,9.87154358256248e-10,"undirected"
"crp","Escherichia phage D108",0.93826755904808,9.87154358256248e-10,"undirected"
"emrK","Escherichia phage D108",0.814266867130892,1.24553380973502e-05,"undirected"
"emrY","Escherichia phage D108",0.829537712199555,6.10633958508799e-06,"undirected"
"mdtB","Escherichia phage D108",0.93826755904808,9.87154358256248e-10,"undirected"
"mdtF","Escherichia phage D108",0.93826755904808,9.87154358256248e-10,"undirected"
"mdtG","Escherichia phage D108",0.942632142058073,5.18536324989327e-10,"undirected"
"mdtK","Escherichia phage D108",0.93826755904808,9.87154358256248e-10,"undirected"
"mdtL","Escherichia phage D108",0.822398631120878,8.59240540118655e-06,"undirected"
"mdtN","Escherichia phage D108",0.808109020494067,1.63079428792123e-05,"undirected"
"mdtO","Escherichia phage D108",0.93826755904808,9.87154358256248e-10,"undirected"
"pmrC","Escherichia phage D108",0.93826755904808,9.87154358256248e-10,"undirected"
"Enterobacteria phage SfV","Escherichia phage D108",0.898327910037454,7.58465081851512e-08,"undirected"
"Enterobacteria phage YYZ-2008","Escherichia phage D108",0.852559430489338,1.8080508090712e-06,"undirected"
"Escherichia virus fiAA91ss","Escherichia phage D108",0.916977210870907,1.31285968762995e-08,"undirected"
"Enterobacteria phage mEp235","Escherichia phage D108",0.93826755904808,9.87154358256248e-10,"undirected"
"emrA","Escherichia virus Seurat",0.896621977023365,8.75362446972616e-08,"undirected"
"pbp2","Escherichia virus Seurat",1,0,"undirected"
"blc","Escherichia virus Seurat",1,0,"undirected"
"Cronobacter phage vB_CsaP_GAP52","Escherichia virus Seurat",0.821078557068332,9.13758123410879e-06,"undirected"
"Escherichia virus CC31","Escherichia virus Seurat",1,0,"undirected"
"Escherichia virus If1","Escherichia virus Seurat",0.998734837624215,0,"undirected"
"Enterobacteria phage mEp460","Escherichia virus Seurat",0.933769372480237,1.82838810758312e-09,"undirected"
"Escherichia virus Cajan","Escherichia virus Seurat",1,0,"undirected"
"ompA","Escherichia phage TL-2011b",0.754850578507844,0.000119746257761788,"undirected"
"cpxR","Escherichia phage TL-2011b",0.918563271242899,1.1101788821577e-08,"undirected"
"pmrB","Escherichia phage TL-2011b",0.975030030171739,3.27293747659496e-13,"undirected"
"acrE","Escherichia virus phiV10",0.913290615691517,1.91453124465113e-08,"undirected"
"acrF","Escherichia virus phiV10",0.809528184832613,1.53388879904348e-05,"undirected"
"arnA","Escherichia virus phiV10",0.985724985568519,2.22044604925031e-15,"undirected"
"crp","Escherichia virus phiV10",0.985724985568519,2.22044604925031e-15,"undirected"
"emrK","Escherichia virus phiV10",0.760038901154455,0.000100847222321843,"undirected"
"emrY","Escherichia virus phiV10",0.876055941403676,4.14588342323441e-07,"undirected"
"mdtB","Escherichia virus phiV10",0.985724985568519,2.22044604925031e-15,"undirected"
"mdtF","Escherichia virus phiV10",0.985724985568519,2.22044604925031e-15,"undirected"
"mdtG","Escherichia virus phiV10",0.898935621773517,7.20269051068811e-08,"undirected"
"mdtH","Escherichia virus phiV10",0.767979947575708,7.68916665161434e-05,"undirected"
"mdtK","Escherichia virus phiV10",0.985724985568519,2.22044604925031e-15,"undirected"
"mdtL","Escherichia virus phiV10",0.872125111296396,5.40964012252232e-07,"undirected"
"mdtN","Escherichia virus phiV10",0.863019180902522,9.70451870196953e-07,"undirected"
"mdtO","Escherichia virus phiV10",0.985724985568519,2.22044604925031e-15,"undirected"
"pmrC","Escherichia virus phiV10",0.985724985568519,2.22044604925031e-15,"undirected"
"Enterobacteria phage SfV","Escherichia virus phiV10",0.94854194980305,1.99202876416393e-10,"undirected"
"Enterobacteria phage YYZ-2008","Escherichia virus phiV10",0.910319702974696,2.56400576326143e-08,"undirected"
"Escherichia virus fiAA91ss","Escherichia virus phiV10",0.957045281610464,4.04458688763043e-11,"undirected"
"Enterobacteria phage mEp235","Escherichia virus phiV10",0.985724985568519,2.22044604925031e-15,"undirected"
"Escherichia phage D108","Escherichia virus phiV10",0.980576024855817,3.48610029732299e-14,"undirected"
"acrE","Escherichia virus pro147",0.910117179247104,2.61461030603982e-08,"undirected"
"acrF","Escherichia virus pro147",0.806245910523932,1.76604119752621e-05,"undirected"
"arnA","Escherichia virus pro147",0.982684298598977,1.24344978758018e-14,"undirected"
"crp","Escherichia virus pro147",0.982684298598977,1.24344978758018e-14,"undirected"
"emrY","Escherichia virus pro147",0.872917430615357,5.13077326846911e-07,"undirected"
"mdtB","Escherichia virus pro147",0.982684298598977,1.24344978758018e-14,"undirected"
"mdtF","Escherichia virus pro147",0.982684298598977,1.24344978758018e-14,"undirected"
"mdtG","Escherichia virus pro147",0.801076790232893,2.19339371767546e-05,"undirected"
"mdtH","Escherichia virus pro147",0.765010569203668,8.52015651831017e-05,"undirected"
"mdtK","Escherichia virus pro147",0.982684298598977,1.24344978758018e-14,"undirected"
"mdtL","Escherichia virus pro147",0.868991277870913,6.6469896164989e-07,"undirected"
"mdtN","Escherichia virus pro147",0.85959117029312,1.19646269491902e-06,"undirected"
"mdtO","Escherichia virus pro147",0.982684298598977,1.24344978758018e-14,"undirected"
"pmrC","Escherichia virus pro147",0.982684298598977,1.24344978758018e-14,"undirected"
"Enterobacteria phage SfV","Escherichia virus pro147",0.945344653545558,3.3868641224899e-10,"undirected"
"Enterobacteria phage YYZ-2008","Escherichia virus pro147",0.90671294718858,3.60724676795598e-08,"undirected"
"Escherichia virus fiAA91ss","Escherichia virus pro147",0.941285399810591,6.35797192671816e-10,"undirected"
"Enterobacteria phage mEp235","Escherichia virus pro147",0.982684298598977,1.24344978758018e-14,"undirected"
"Escherichia phage D108","Escherichia virus pro147",0.936930691506612,1.19118892527581e-09,"undirected"
"Escherichia virus phiV10","Escherichia virus pro147",0.966923371927053,3.99169586273729e-12,"undirected"
"acrE","Escherichia virus pro483",0.93557342948146,1.43556611043039e-09,"undirected"
"acrF","Escherichia virus pro483",0.835032901289156,4.64445658576729e-06,"undirected"
"arnA","Escherichia virus pro483",0.99973487360206,0,"undirected"
"crp","Escherichia virus pro483",0.999734873602059,0,"undirected"
"emrY","Escherichia virus pro483",0.89989711592227,6.63284684954135e-08,"undirected"
"mdtB","Escherichia virus pro483",0.999734873602059,0,"undirected"
"mdtF","Escherichia virus pro483",0.999734873602059,0,"undirected"
"mdtG","Escherichia virus pro483",0.821531876806926,8.94707283372043e-06,"undirected"
"mdtH","Escherichia virus pro483",0.783618887938681,4.36582617959758e-05,"undirected"
"mdtK","Escherichia virus pro483",0.999734873602059,0,"undirected"
"mdtL","Escherichia virus pro483",0.888010493311806,1.74114635598244e-07,"undirected"
"mdtN","Escherichia virus pro483",0.881310772110551,2.86377606073529e-07,"undirected"
"mdtO","Escherichia virus pro483",0.99973487360206,0,"undirected"
"pmrC","Escherichia virus pro483",0.999734873602059,0,"undirected"
"Enterobacteria phage SfV","Escherichia virus pro483",0.964158051175022,8.1397111273418e-12,"undirected"
"Enterobacteria phage YYZ-2008","Escherichia virus pro483",0.929541925260436,3.14132142520407e-09,"undirected"
"Escherichia virus fiAA91ss","Escherichia virus pro483",0.962286421203658,1.27817756379045e-11,"undirected"
"Enterobacteria phage mEp235","Escherichia virus pro483",0.999734873602059,0,"undirected"
"Escherichia phage D108","Escherichia virus pro483",0.939056187359165,8.81852368905811e-10,"undirected"
"Escherichia virus phiV10","Escherichia virus pro483",0.985150232439823,3.10862446895044e-15,"undirected"
"Escherichia virus pro147","Escherichia virus pro483",0.985355552204882,2.66453525910038e-15,"undirected"
"emrA","Escherichia phage slur01",0.896621977023365,8.75362446972616e-08,"undirected"
"pbp2","Escherichia phage slur01",1,0,"undirected"
"blc","Escherichia phage slur01",1,0,"undirected"
"Cronobacter phage vB_CsaP_GAP52","Escherichia phage slur01",0.821078557068331,9.13758123410879e-06,"undirected"
"Escherichia virus CC31","Escherichia phage slur01",1,0,"undirected"
"Escherichia virus If1","Escherichia phage slur01",0.998734837624215,0,"undirected"
"Enterobacteria phage mEp460","Escherichia phage slur01",0.933769372480237,1.82838810758312e-09,"undirected"
"Escherichia virus Cajan","Escherichia phage slur01",1,0,"undirected"
"Escherichia virus Seurat","Escherichia phage slur01",1,0,"undirected"
"acrE","Escherichia virus HK97",0.930004315822508,2.96566105006946e-09,"undirected"
"acrF","Escherichia virus HK97",0.82893899644485,6.28749994491251e-06,"undirected"
"arnA","Escherichia virus HK97",1,0,"undirected"
"crp","Escherichia virus HK97",1,0,"undirected"
"emrY","Escherichia virus HK97",0.893013089567203,1.17600552407282e-07,"undirected"
"mdtB","Escherichia virus HK97",1,0,"undirected"
"mdtF","Escherichia virus HK97",1,0,"undirected"
"mdtG","Escherichia virus HK97",0.823167323592799,8.28814994546789e-06,"undirected"
"mdtH","Escherichia virus HK97",0.784980255323364,4.14699816970732e-05,"undirected"
"mdtK","Escherichia virus HK97",1,0,"undirected"
"mdtL","Escherichia virus HK97",0.889098263489444,1.60128150739069e-07,"undirected"
"mdtN","Escherichia virus HK97",0.883015965752157,2.53034584174472e-07,"undirected"
"mdtO","Escherichia virus HK97",1,0,"undirected"
"pmrC","Escherichia virus HK97",1,0,"undirected"
"Enterobacteria phage SfV","Escherichia virus HK97",0.964935032916649,6.7017502658473e-12,"undirected"
"Enterobacteria phage YYZ-2008","Escherichia virus HK97",0.931323000945075,2.51133691619998e-09,"undirected"
"Escherichia virus fiAA91ss","Escherichia virus HK97",0.963551188299196,9.44666567193053e-12,"undirected"
"Enterobacteria phage mEp235","Escherichia virus HK97",1,0,"undirected"
"Escherichia phage D108","Escherichia virus HK97",0.93826755904808,9.87154358256248e-10,"undirected"
"Escherichia virus phiV10","Escherichia virus HK97",0.985724985568519,2.22044604925031e-15,"undirected"
"Escherichia virus pro147","Escherichia virus HK97",0.982684298598977,1.24344978758018e-14,"undirected"
"Escherichia virus pro483","Escherichia virus HK97",0.999734873602059,0,"undirected"
"acrE","Escherichia virus P2",0.940720435451981,6.91581236722527e-10,"undirected"
"acrF","Escherichia virus P2",0.840389181897142,3.52287878158108e-06,"undirected"
"arnA","Escherichia virus P2",0.999038892543039,0,"undirected"
"crp","Escherichia virus P2",0.999038892543038,0,"undirected"
"emrY","Escherichia virus P2",0.906370167560256,3.72352362276729e-08,"undirected"
"mdtB","Escherichia virus P2",0.999038892543038,0,"undirected"
"mdtF","Escherichia virus P2",0.999038892543038,0,"undirected"
"mdtG","Escherichia virus P2",0.818807641333929,1.01459409931337e-05,"undirected"
"mdtH","Escherichia virus P2",0.78132191584071,4.75766898913044e-05,"undirected"
"mdtK","Escherichia virus P2",0.999038892543038,0,"undirected"
