"Label","Target","Correlation","p","Type"
"2024 Branch","Escherichia virus HK633",1,0,"undirected"
"mdtE","Escherichia virus HK633",1,0,"undirected"
"2024 Branch","Enterobacteria phage IME10",0.882155876822361,2.69400397101549e-07,"undirected"
"mdtE","Enterobacteria phage IME10",0.88215587682236,2.69400397101549e-07,"undirected"
"Escherichia virus HK633","Enterobacteria phage IME10",0.882155876822361,2.69400397101549e-07,"undirected"
"2024 Branch","Enterobacteria phage P4",0.9458283933419,3.13201020674114e-10,"undirected"
"mdtE","Enterobacteria phage P4",0.9458283933419,3.13201020674114e-10,"undirected"
"Escherichia virus HK633","Enterobacteria phage P4",0.9458283933419,3.13201020674114e-10,"undirected"
"Enterobacteria phage IME10","Enterobacteria phage P4",0.818948572628059,1.00806652523211e-05,"undirected"
"ybtP","Enterobacteria phage SfV",0.777875041212481,5.40250219596139e-05,"undirected"
"baeS","Enterobacteria phage SfV",0.807855774243146,1.6486334251109e-05,"undirected"
"emrA","Enterobacteria phage SfV",0.980124461333342,4.2632564145606e-14,"undirected"
"emrK","Enterobacteria phage SfV",0.92313595323708,6.71293021170527e-09,"undirected"
"mdtB","Enterobacteria phage SfV",0.980124461333342,4.2632564145606e-14,"undirected"
"mdtF","Enterobacteria phage SfV",0.980124461333342,4.2632564145606e-14,"undirected"
"mdtK","Enterobacteria phage SfV",0.980124461333341,4.2632564145606e-14,"undirected"
"mdtP","Enterobacteria phage SfV",0.810207575152413,1.48929281276189e-05,"undirected"
"phoQ","Enterobacteria phage SfV",0.980124461333342,4.2632564145606e-14,"undirected"
"pmrA","Enterobacteria phage SfV",0.760706740775768,9.86118435342132e-05,"undirected"
"tetD","Enterobacteria phage SfV",0.980124461333341,4.2632564145606e-14,"undirected"
"2024 Branch","Escherichia virus fiAA91ss",0.991770170306217,0,"undirected"
"mdtE","Escherichia virus fiAA91ss",0.991770170306217,0,"undirected"
"Escherichia virus HK633","Escherichia virus fiAA91ss",0.991770170306217,0,"undirected"
"Enterobacteria phage IME10","Escherichia virus fiAA91ss",0.86704749795381,7.53314961965401e-07,"undirected"
"Enterobacteria phage P4","Escherichia virus fiAA91ss",0.940698507148683,6.93830770615023e-10,"undirected"
"2024 Branch","Enterobacteria phage mEp043 c-1",0.768494122930723,7.55260192621954e-05,"undirected"
"mdtE","Enterobacteria phage mEp043 c-1",0.768494122930723,7.55260192621954e-05,"undirected"
"Escherichia virus HK633","Enterobacteria phage mEp043 c-1",0.768494122930723,7.55260192621954e-05,"undirected"
"Enterobacteria phage IME10","Enterobacteria phage mEp043 c-1",0.96274564412645,1.14666054429335e-11,"undirected"
"Escherichia virus fiAA91ss","Enterobacteria phage mEp043 c-1",0.754803979036829,0.000119928891388899,"undirected"
"mdtP","Enterobacteria phage mEp460",0.880434861260096,3.04956375263288e-07,"undirected"
"2024 Branch","Escherichia virus mEpX2",1,0,"undirected"
"mdtE","Escherichia virus mEpX2",1,0,"undirected"
"Escherichia virus HK633","Escherichia virus mEpX2",1,0,"undirected"
"Enterobacteria phage IME10","Escherichia virus mEpX2",0.882155876822361,2.69400397101549e-07,"undirected"
"Enterobacteria phage P4","Escherichia virus mEpX2",0.9458283933419,3.13201020674114e-10,"undirected"
"Escherichia virus fiAA91ss","Escherichia virus mEpX2",0.991770170306217,0,"undirected"
"Enterobacteria phage mEp043 c-1","Escherichia virus mEpX2",0.768494122930723,7.55260192621954e-05,"undirected"
"int","Vequintavirus_u_s",1,0,"undirected"
"lacY","Vequintavirus_u_s",1,0,"undirected"
"fyuA","Vequintavirus_u_s",1,0,"undirected"
"acrS","Vequintavirus_u_s",0.815914339754072,1.15696381799424e-05,"undirected"
"bla 1030 Branch","Vequintavirus_u_s",0.772131809520751,6.64468084350389e-05,"undirected"
"emrE","Vequintavirus_u_s",1,0,"undirected"
"marA","Vequintavirus_u_s",1,0,"undirected"
"mdtD","Vequintavirus_u_s",1,0,"undirected"
"sugE","Vequintavirus_u_s",1,0,"undirected"
"pbp2","Escherichia phage D108",1,0,"undirected"
"baeS","Escherichia phage TL-2011b",0.802136756421894,2.09912744828511e-05,"undirected"
"emrK","Escherichia phage TL-2011b",0.777319012780735,5.51327684636949e-05,"undirected"
"pmrA","Escherichia phage TL-2011b",0.798960328855625,2.39263409740342e-05,"undirected"
"pmrC","Escherichia phage TL-2011b",0.84483687889398,2.77889609145987e-06,"undirected"
"pbp2","Escherichia virus phiV10",1,0,"undirected"
"Escherichia phage D108","Escherichia virus phiV10",1,0,"undirected"
"2024 Branch","Escherichia virus pro147",0.931706988695109,2.39115394151668e-09,"undirected"
"mdtE","Escherichia virus pro147",0.93170698869511,2.39115394151668e-09,"undirected"
"mdtO","Escherichia virus pro147",0.769770602376183,7.2225587836261e-05,"undirected"
"Escherichia virus HK633","Escherichia virus pro147",0.93170698869511,2.39115394151668e-09,"undirected"
"Enterobacteria phage IME10","Escherichia virus pro147",0.837318882535568,4.13263857046431e-06,"undirected"
"Enterobacteria phage P4","Escherichia virus pro147",0.888891604003758,1.62706814244018e-07,"undirected"
"Escherichia virus fiAA91ss","Escherichia virus pro147",0.934639791794922,1.62839075557031e-09,"undirected"
"Escherichia virus mEpX2","Escherichia virus pro147",0.931706988695109,2.39115394151668e-09,"undirected"
"acrS","Escherichia virus pro483",0.802743261006252,2.04678338460162e-05,"undirected"
"mdtO","Escherichia virus pro483",0.75912391988565,0.000103980431488182,"undirected"
"transposon 46242811","Escherichia virus HK022",0.907053444327893,3.4949181770827e-08,"undirected"
"tnp","Escherichia virus HK022",0.907053444327893,3.4949181770827e-08,"undirected"
"a 2394 Branch","Escherichia virus HK022",0.907053444327893,3.4949181770827e-08,"undirected"
"blaCMY 27","Escherichia virus HK022",0.907053444327893,3.4949181770827e-08,"undirected"
"emrY","Escherichia virus HK022",0.907053444327893,3.4949181770827e-08,"undirected"
"mdtG","Escherichia virus HK022",0.907053444327893,3.4949181770827e-08,"undirected"
"tetBP","Escherichia virus HK022",0.758678103162528,0.000105537116102727,"undirected"
"aadE","Escherichia virus HK022",0.907053444327893,3.4949181770827e-08,"undirected"
"Enterobacteria phage BP-4795","Escherichia virus HK022",0.852118049165371,1.85421070209024e-06,"undirected"
"2024 Branch","Escherichia virus P2",0.991091339574667,0,"undirected"
"mdtE","Escherichia virus P2",0.991091339574666,0,"undirected"
"Escherichia virus HK633","Escherichia virus P2",0.991091339574667,0,"undirected"
"Enterobacteria phage IME10","Escherichia virus P2",0.868177825228434,7.00606529679959e-07,"undirected"
"Enterobacteria phage P4","Escherichia virus P2",0.933748692412613,1.83339232684432e-09,"undirected"
"Escherichia virus fiAA91ss","Escherichia virus P2",0.98107515879272,2.75335310107039e-14,"undirected"
"Enterobacteria phage mEp043 c-1","Escherichia virus P2",0.755905088591408,0.000115676741231807,"undirected"
"Escherichia virus mEpX2","Escherichia virus P2",0.991091339574666,0,"undirected"
"Escherichia virus pro147","Escherichia virus P2",0.918778270248191,1.08494595529862e-08,"undirected"
"2024 Branch","Escherichia virus Wphi",1,0,"undirected"
"mdtE","Escherichia virus Wphi",1,0,"undirected"
"Escherichia virus HK633","Escherichia virus Wphi",1,0,"undirected"
"Enterobacteria phage IME10","Escherichia virus Wphi",0.882155876822361,2.69400397101549e-07,"undirected"
"Enterobacteria phage P4","Escherichia virus Wphi",0.9458283933419,3.13201020674114e-10,"undirected"
"Escherichia virus fiAA91ss","Escherichia virus Wphi",0.991770170306217,0,"undirected"
"Enterobacteria phage mEp043 c-1","Escherichia virus Wphi",0.768494122930723,7.55260192621954e-05,"undirected"
"Escherichia virus mEpX2","Escherichia virus Wphi",1,0,"undirected"
"Escherichia virus pro147","Escherichia virus Wphi",0.931706988695109,2.39115394151668e-09,"undirected"
"Escherichia virus P2","Escherichia virus Wphi",0.991091339574666,0,"undirected"
"repB","Lactobacillus phage phiAT3",0.96833335378434,2.71094258152971e-12,"undirected"
"H NS","Lactobacillus phage phiAT3",0.96833335378434,2.71094258152971e-12,"undirected"
"Escherichia virus HK629","Lactobacillus phage phiAT3",0.96833335378434,2.71094258152971e-12,"undirected"
"pbp2","Lactococcus phage Tuc2009",1,0,"undirected"
"Escherichia phage D108","Lactococcus phage Tuc2009",1,0,"undirected"
"Escherichia virus phiV10","Lactococcus phage Tuc2009",1,0,"undirected"
"int","Mycobacterium phage Enkosi",1,0,"undirected"
"lacY","Mycobacterium phage Enkosi",1,0,"undirected"
"fyuA","Mycobacterium phage Enkosi",1,0,"undirected"
"acrS","Mycobacterium phage Enkosi",0.815914339754072,1.15696381799424e-05,"undirected"
"bla 1030 Branch","Mycobacterium phage Enkosi",0.772131809520751,6.64468084350389e-05,"undirected"
"emrE","Mycobacterium phage Enkosi",1,0,"undirected"
"marA","Mycobacterium phage Enkosi",1,0,"undirected"
"mdtD","Mycobacterium phage Enkosi",1,0,"undirected"
"sugE","Mycobacterium phage Enkosi",1,0,"undirected"
"Vequintavirus_u_s","Mycobacterium phage Enkosi",1,0,"undirected"
"ant6 Ib","Seunavirus_u_s",0.787071714961836,3.82926746711476e-05,"undirected"
"aph6 Id","Salmonella virus FSLSP004",0.994713685461442,0,"undirected"
"sat 2182 Branch","Salmonella virus FSLSP004",0.994713685461443,0,"undirected"
"tetL-Ef","Salmonella virus FSLSP004",0.994713685461442,0,"undirected"
"ybtP","Salmonella phage RE-2010",0.767084514113672,7.93206935676416e-05,"undirected"
"baeS","Salmonella phage RE-2010",0.802657308679336,2.05413199474425e-05,"undirected"
"emrA","Salmonella phage RE-2010",0.96655434519658,4.40492087250277e-12,"undirected"
"emrK","Salmonella phage RE-2010",0.913784805391833,1.82189499042806e-08,"undirected"
"mdtB","Salmonella phage RE-2010",0.96655434519658,4.40492087250277e-12,"undirected"
"mdtF","Salmonella phage RE-2010",0.96655434519658,4.40492087250277e-12,"undirected"
"mdtK","Salmonella phage RE-2010",0.96655434519658,4.40492087250277e-12,"undirected"
"mdtP","Salmonella phage RE-2010",0.914578247585485,1.68140283918206e-08,"undirected"
"phoQ","Salmonella phage RE-2010",0.96655434519658,4.40492087250277e-12,"undirected"
"pmrA","Salmonella phage RE-2010",0.756880343542776,0.000112019342729308,"undirected"
"tetD","Salmonella phage RE-2010",0.96655434519658,4.40492087250277e-12,"undirected"
"Enterobacteria phage SfV","Salmonella phage RE-2010",0.965977072523311,5.12745401692882e-12,"undirected"
"Enterobacteria phage mEp460","Salmonella phage RE-2010",0.760401212204618,9.96291605845911e-05,"undirected"
"ybtP","Salmonella virus SJ46",0.785388229038085,4.08329282535203e-05,"undirected"
"baeS","Salmonella virus SJ46",0.894808343558308,1.0167203101652e-07,"undirected"
"emrA","Salmonella virus SJ46",0.987964284369753,4.44089209850063e-16,"undirected"
"emrK","Salmonella virus SJ46",0.976636509389756,1.80966353013901e-13,"undirected"
"mdtB","Salmonella virus SJ46",0.987964284369753,4.44089209850063e-16,"undirected"
"mdtF","Salmonella virus SJ46",0.987964284369753,4.44089209850063e-16,"undirected"
"mdtK","Salmonella virus SJ46",0.987964284369753,4.44089209850063e-16,"undirected"
"mdtP","Salmonella virus SJ46",0.763149641661925,9.07937928742442e-05,"undirected"
"phoQ","Salmonella virus SJ46",0.987964284369753,4.44089209850063e-16,"undirected"
"pmrA","Salmonella virus SJ46",0.856953039107392,1.40047340169147e-06,"undirected"
"tetD","Salmonella virus SJ46",0.987964284369753,4.44089209850063e-16,"undirected"
"Enterobacteria phage SfV","Salmonella virus SJ46",0.962633130998348,1.17772458452237e-11,"undirected"
"Salmonella phage RE-2010","Salmonella virus SJ46",0.951750122297678,1.12928777440402e-10,"undirected"
"2024 Branch","Salmonella virus SPN3US",1,0,"undirected"
"mdtE","Salmonella virus SPN3US",1,0,"undirected"
"Escherichia virus HK633","Salmonella virus SPN3US",1,0,"undirected"
"Enterobacteria phage IME10","Salmonella virus SPN3US",0.882155876822361,2.69400397101549e-07,"undirected"
"Enterobacteria phage P4","Salmonella virus SPN3US",0.9458283933419,3.13201020674114e-10,"undirected"
"Escherichia virus fiAA91ss","Salmonella virus SPN3US",0.991770170306217,0,"undirected"
"Enterobacteria phage mEp043 c-1","Salmonella virus SPN3US",0.768494122930723,7.55260192621954e-05,"undirected"
"Escherichia virus mEpX2","Salmonella virus SPN3US",1,0,"undirected"
"Escherichia virus pro147","Salmonella virus SPN3US",0.93170698869511,2.39115394151668e-09,"undirected"
"Escherichia virus P2","Salmonella virus SPN3US",0.991091339574667,0,"undirected"
"Escherichia virus Wphi","Salmonella virus SPN3US",1,0,"undirected"
"2024 Branch","Salmonella phage vB_SemP_Emek",1,0,"undirected"
"mdtE","Salmonella phage vB_SemP_Emek",1,0,"undirected"
"Escherichia virus HK633","Salmonella phage vB_SemP_Emek",1,0,"undirected"
"Enterobacteria phage IME10","Salmonella phage vB_SemP_Emek",0.882155876822361,2.69400397101549e-07,"undirected"
"Enterobacteria phage P4","Salmonella phage vB_SemP_Emek",0.9458283933419,3.13201020674114e-10,"undirected"
"Escherichia virus fiAA91ss","Salmonella phage vB_SemP_Emek",0.991770170306217,0,"undirected"
"Enterobacteria phage mEp043 c-1","Salmonella phage vB_SemP_Emek",0.768494122930723,7.55260192621954e-05,"undirected"
"Escherichia virus mEpX2","Salmonella phage vB_SemP_Emek",1,0,"undirected"
"Escherichia virus pro147","Salmonella phage vB_SemP_Emek",0.931706988695109,2.39115394151668e-09,"undirected"
"Escherichia virus P2","Salmonella phage vB_SemP_Emek",0.991091339574666,0,"undirected"
"Escherichia virus Wphi","Salmonella phage vB_SemP_Emek",1,0,"undirected"
"Salmonella virus SPN3US","Salmonella phage vB_SemP_Emek",1,0,"undirected"
"2024 Branch","Salmonella virus HK620",1,0,"undirected"
"mdtE","Salmonella virus HK620",1,0,"undirected"
"Escherichia virus HK633","Salmonella virus HK620",1,0,"undirected"
"Enterobacteria phage IME10","Salmonella virus HK620",0.882155876822361,2.69400397101549e-07,"undirected"
"Enterobacteria phage P4","Salmonella virus HK620",0.9458283933419,3.13201020674114e-10,"undirected"
"Escherichia virus fiAA91ss","Salmonella virus HK620",0.991770170306217,0,"undirected"
"Enterobacteria phage mEp043 c-1","Salmonella virus HK620",0.768494122930723,7.55260192621954e-05,"undirected"
"Escherichia virus mEpX2","Salmonella virus HK620",1,0,"undirected"
"Escherichia virus pro147","Salmonella virus HK620",0.931706988695109,2.39115394151668e-09,"undirected"
"Escherichia virus P2","Salmonella virus HK620",0.991091339574666,0,"undirected"
"Escherichia virus Wphi","Salmonella virus HK620",1,0,"undirected"
"Salmonella virus SPN3US","Salmonella virus HK620",1,0,"undirected"
"Salmonella phage vB_SemP_Emek","Salmonella virus HK620",1,0,"undirected"
"ybtP","Shigella phage SfII",0.802424604315757,2.07414215187551e-05,"undirected"
"baeS","Shigella phage SfII",0.838464778275231,3.89510102971613e-06,"undirected"
"emrA","Shigella phage SfII",1,0,"undirected"
"emrK","Shigella phage SfII",0.950007007908897,1.54432244769964e-10,"undirected"
"mdtB","Shigella phage SfII",1,0,"undirected"
"mdtF","Shigella phage SfII",1,0,"undirected"
"mdtK","Shigella phage SfII",1,0,"undirected"
"mdtP","Shigella phage SfII",0.780274088554298,4.94626286005051e-05,"undirected"
"phoQ","Shigella phage SfII",1,0,"undirected"
"pmrA","Shigella phage SfII",0.792068966608567,3.15388436258335e-05,"undirected"
"tetD","Shigella phage SfII",1,0,"undirected"
"Enterobacteria phage SfV","Shigella phage SfII",0.980124461333342,4.2632564145606e-14,"undirected"
"Salmonella phage RE-2010","Shigella phage SfII",0.96655434519658,4.40492087250277e-12,"undirected"
"Salmonella virus SJ46","Shigella phage SfII",0.987964284369753,4.44089209850063e-16,"undirected"
"ybtP","Shigella phage SfIV",0.799421205149525,2.34796336442411e-05,"undirected"
"2024 Branch","Shigella phage SfIV",0.808383420221768,1.61165416150411e-05,"undirected"
"mdtE","Shigella phage SfIV",0.808383420221768,1.61165416150411e-05,"undirected"
"Escherichia virus HK633","Shigella phage SfIV",0.808383420221768,1.61165416150411e-05,"undirected"
"Enterobacteria phage P4","Shigella phage SfIV",0.80446753823589,1.9040969176487e-05,"undirected"
"Escherichia virus fiAA91ss","Shigella phage SfIV",0.836502677251807,4.30943517493176e-06,"undirected"
"Escherichia virus mEpX2","Shigella phage SfIV",0.808383420221768,1.61165416150411e-05,"undirected"
"Escherichia virus P2","Shigella phage SfIV",0.789585801005607,3.47534535651839e-05,"undirected"
"Escherichia virus Wphi","Shigella phage SfIV",0.808383420221768,1.61165416150411e-05,"undirected"
"Salmonella virus SPN3US","Shigella phage SfIV",0.808383420221768,1.61165416150411e-05,"undirected"
"Salmonella phage vB_SemP_Emek","Shigella phage SfIV",0.808383420221768,1.61165416150411e-05,"undirected"
"Salmonella virus HK620","Shigella phage SfIV",0.808383420221768,1.61165416150411e-05,"undirected"
"Enterobacteria phage YYZ-2008","Shigella virus SfMu",0.974119716337831,4.50306458787963e-13,"undirected"
"emrA","Shigella virus Sf6",0.803780536003701,1.95987910016626e-05,"undirected"
"mdtB","Shigella virus Sf6",0.803780536003701,1.95987910016626e-05,"undirected"
"mdtF","Shigella virus Sf6",0.803780536003701,1.95987910016626e-05,"undirected"
"mdtK","Shigella virus Sf6",0.803780536003701,1.95987910016626e-05,"undirected"
"phoQ","Shigella virus Sf6",0.803780536003701,1.95987910016626e-05,"undirected"
"tetD","Shigella virus Sf6",0.803780536003701,1.95987910016626e-05,"undirected"
"Enterobacteria phage SfV","Shigella virus Sf6",0.876557572804288,4.00490747454185e-07,"undirected"
"Salmonella phage RE-2010","Shigella virus Sf6",0.765053309841264,8.50766889575194e-05,"undirected"
"Salmonella virus SJ46","Shigella virus Sf6",0.783827770856943,4.33161653961012e-05,"undirected"
"Shigella phage SfII","Shigella virus Sf6",0.803780536003701,1.95987910016626e-05,"undirected"
"ermC","Actinobacteria_u_g",1,0,"undirected"
"transposon 46242811","Alkaliphilus",1,0,"undirected"
"tnp","Alkaliphilus",1,0,"undirected"
"a 2394 Branch","Alkaliphilus",1,0,"undirected"
"blaCMY 27","Alkaliphilus",1,0,"undirected"
"emrY","Alkaliphilus",1,0,"undirected"
"mdtG","Alkaliphilus",1,0,"undirected"
"tetBP","Alkaliphilus",0.808986459207828,1.57027350993211e-05,"undirected"
"aadE","Alkaliphilus",1,0,"undirected"
"Enterobacteria phage BP-4795","Alkaliphilus",0.871654970016835,5.58130968997261e-07,"undirected"
"Escherichia virus HK022","Alkaliphilus",0.907053444327893,3.4949181770827e-08,"undirected"
"mel","Anaerotruncus",1,0,"undirected"
"tolC","Anaerotruncus",1,0,"undirected"
"blc","Anaerotruncus",0.989596054824857,0,"undirected"
"blc 3334641","Anaerotruncus",1,0,"undirected"
"2024 Branch","Bacillus",0.827605374073355,6.70791756096634e-06,"undirected"
"mdtE","Bacillus",0.827605374073355,6.70791756096634e-06,"undirected"
"Escherichia virus HK633","Bacillus",0.827605374073355,6.70791756096634e-06,"undirected"
