"Label","Target","Correlation","p","Type"
"Coprococcus","Laceyella",1,0,"undirected"
"Cytophaga","Laceyella",1,0,"undirected"
"Deinococcus-Thermus_u_g","Laceyella",1,0,"undirected"
"Desulfobulbus","Laceyella",0.75519515886716,0.000118403164846015,"undirected"
"Geobacillus","Laceyella",1,0,"undirected"
"Helcococcus","Laceyella",0.979515566388073,5.59552404411079e-14,"undirected"
"Kandleria","Laceyella",1,0,"undirected"
"traF","Lachnobacterium",0.930567654977818,2.76339973126483e-09,"undirected"
"blaAmpC","Lachnobacterium",0.930567654977818,2.76339973126483e-09,"undirected"
"Escherichia virus fiAA91ss","Lachnobacterium",0.881137317067433,2.89975834455447e-07,"undirected"
"Salmonella virus SP31","Lachnobacterium",0.930567654977818,2.76339973126483e-09,"undirected"
"Alphaproteobacteria_u_g","Lachnobacterium",0.833326227848726,5.06173240255592e-06,"undirected"
"Aminobacter","Lachnobacterium",0.930567654977818,2.76339973126483e-09,"undirected"
"Anaerotruncus","Lachnobacterium",0.930567654977818,2.76339973126483e-09,"undirected"
"Atopobium","Lachnobacterium",0.844908596228183,2.76812131705384e-06,"undirected"
"Bacillus","Lachnobacterium",0.916383876064808,1.39666336274047e-08,"undirected"
"Cetobacterium","Lachnobacterium",0.930567654977818,2.76339973126483e-09,"undirected"
"Collinsella","Lachnobacterium",0.917481881828947,1.24509780263793e-08,"undirected"
"Coprococcus","Lachnobacterium",0.930567654977818,2.76339973126483e-09,"undirected"
"Cytophaga","Lachnobacterium",0.930567654977818,2.76339973126483e-09,"undirected"
"Deinococcus-Thermus_u_g","Lachnobacterium",0.930567654977818,2.76339973126483e-09,"undirected"
"Geobacillus","Lachnobacterium",0.930567654977818,2.76339973126483e-09,"undirected"
"Helcococcus","Lachnobacterium",0.891883158028477,1.28713598890329e-07,"undirected"
"Kandleria","Lachnobacterium",0.930567654977818,2.76339973126483e-09,"undirected"
"Laceyella","Lachnobacterium",0.930567654977818,2.76339973126483e-09,"undirected"
"traF","Lachnoclostridium",0.753302843857559,0.000125941496287307,"undirected"
"blaAmpC","Lachnoclostridium",0.753302843857559,0.000125941496287307,"undirected"
"Salmonella virus SP31","Lachnoclostridium",0.753302843857559,0.000125941496287307,"undirected"
"Aminobacter","Lachnoclostridium",0.753302843857559,0.000125941496287307,"undirected"
"Anaerotruncus","Lachnoclostridium",0.753302843857559,0.000125941496287307,"undirected"
"Atopobium","Lachnoclostridium",0.805507237242106,1.82229336496142e-05,"undirected"
"Cetobacterium","Lachnoclostridium",0.753302843857559,0.000125941496287307,"undirected"
"Collinsella","Lachnoclostridium",0.753782980762854,0.000123990856863321,"undirected"
"Coprococcus","Lachnoclostridium",0.753302843857559,0.000125941496287307,"undirected"
"Cytophaga","Lachnoclostridium",0.753302843857559,0.000125941496287307,"undirected"
"Deinococcus-Thermus_u_g","Lachnoclostridium",0.753302843857559,0.000125941496287307,"undirected"
"Geobacillus","Lachnoclostridium",0.753302843857559,0.000125941496287307,"undirected"
"Helcococcus","Lachnoclostridium",0.773920314642934,6.2338981288601e-05,"undirected"
"Kandleria","Lachnoclostridium",0.753302843857559,0.000125941496287307,"undirected"
"Laceyella","Lachnoclostridium",0.753302843857559,0.000125941496287307,"undirected"
"a 2394 Branch","Megamonas",0.768053474154543,7.66950877939543e-05,"undirected"
"emrK","Megamonas",0.768053474154543,7.66950877939543e-05,"undirected"
"Brachyspira","Megamonas",0.768053474154543,7.66950877939543e-05,"undirected"
"ant6 Ib","Megasphaera",0.807650840289056,1.66319293237738e-05,"undirected"
"Enterobacteria phage mEp460","Megasphaera",0.85757856424344,1.34953734987064e-06,"undirected"
"Transposon 807609","Methanosarcina",0.930844587006435,2.66850896935011e-09,"undirected"
"cfxA 2366","Methanosarcina",0.75856006340379,0.000105952618689953,"undirected"
"sugE","Methanosarcina",0.930844587006435,2.66850896935011e-09,"undirected"
"Intestinibacter","Methanosarcina",0.930844587006435,2.66850896935011e-09,"undirected"
"repB","Microbacterium",0.879046417012103,3.36573795056694e-07,"undirected"
"marA","Microbacterium",1,0,"undirected"
"tetL-Ef","Microbacterium",1,0,"undirected"
"Acidipropionibacterium","Microbacterium",0.944505431991776,3.87271104074216e-10,"undirected"
"traF","Micrococcaceae_u_g",0.9820134484854,1.75415237890775e-14,"undirected"
"ant6 Ib","Micrococcaceae_u_g",0.774979172116856,6.00116538889139e-05,"undirected"
"blaAmpC","Micrococcaceae_u_g",0.9820134484854,1.75415237890775e-14,"undirected"
"crp","Micrococcaceae_u_g",0.809615979823257,1.52806147071249e-05,"undirected"
"Escherichia virus fiAA91ss","Micrococcaceae_u_g",0.932294232583427,2.21716001114203e-09,"undirected"
"Salmonella virus SP31","Micrococcaceae_u_g",0.9820134484854,1.75415237890775e-14,"undirected"
"Alphaproteobacteria_u_g","Micrococcaceae_u_g",0.850101766039194,2.07841087584981e-06,"undirected"
"Aminobacter","Micrococcaceae_u_g",0.9820134484854,1.75415237890775e-14,"undirected"
"Anaerotruncus","Micrococcaceae_u_g",0.9820134484854,1.75415237890775e-14,"undirected"
"Atopobium","Micrococcaceae_u_g",0.891969004933757,1.27838064578611e-07,"undirected"
"Bacillus","Micrococcaceae_u_g",0.967841644550328,3.10862446895044e-12,"undirected"
"Cetobacterium","Micrococcaceae_u_g",0.9820134484854,1.75415237890775e-14,"undirected"
"Collinsella","Micrococcaceae_u_g",0.981369290354489,2.39808173319034e-14,"undirected"
"Coprococcus","Micrococcaceae_u_g",0.9820134484854,1.75415237890775e-14,"undirected"
"Cytophaga","Micrococcaceae_u_g",0.9820134484854,1.75415237890775e-14,"undirected"
"Deinococcus-Thermus_u_g","Micrococcaceae_u_g",0.9820134484854,1.75415237890775e-14,"undirected"
"Geobacillus","Micrococcaceae_u_g",0.9820134484854,1.75415237890775e-14,"undirected"
"Helcococcus","Micrococcaceae_u_g",0.953893125862027,7.56217310993179e-11,"undirected"
"Kandleria","Micrococcaceae_u_g",0.9820134484854,1.75415237890775e-14,"undirected"
"Laceyella","Micrococcaceae_u_g",0.9820134484854,1.75415237890775e-14,"undirected"
"Lachnobacterium","Micrococcaceae_u_g",0.920293309202015,9.21004650322743e-09,"undirected"
"traF","Micromonospora",1,0,"undirected"
"ant6 Ib","Micromonospora",0.806956135970525,1.71338061782933e-05,"undirected"
"blaAmpC","Micromonospora",1,0,"undirected"
"crp","Micromonospora",0.77230733210122,6.60336159170605e-05,"undirected"
"Escherichia virus fiAA91ss","Micromonospora",0.957340989750466,3.80491194107435e-11,"undirected"
"Salmonella virus SP31","Micromonospora",1,0,"undirected"
"Alphaproteobacteria_u_g","Micromonospora",0.846964272622834,2.47436784084343e-06,"undirected"
"Aminobacter","Micromonospora",1,0,"undirected"
"Anaerotruncus","Micromonospora",1,0,"undirected"
"Atopobium","Micromonospora",0.922599587428017,7.13224057591333e-09,"undirected"
"Bacillus","Micromonospora",0.991846929192762,0,"undirected"
"Bacteroidales_u_g","Micromonospora",0.755778221394514,0.000116159969616447,"undirected"
"Cardiobacterium","Micromonospora",0.771794243816824,6.72477242131819e-05,"undirected"
"Cetobacterium","Micromonospora",1,0,"undirected"
"Collinsella","Micromonospora",0.994985910598994,0,"undirected"
"Coprococcus","Micromonospora",1,0,"undirected"
"Cytophaga","Micromonospora",1,0,"undirected"
"Deinococcus-Thermus_u_g","Micromonospora",1,0,"undirected"
"Desulfobulbus","Micromonospora",0.75519515886716,0.000118403164846015,"undirected"
"Geobacillus","Micromonospora",1,0,"undirected"
"Helcococcus","Micromonospora",0.979515566388073,5.59552404411079e-14,"undirected"
"Kandleria","Micromonospora",1,0,"undirected"
"Laceyella","Micromonospora",1,0,"undirected"
"Lachnobacterium","Micromonospora",0.930567654977818,2.76339973126483e-09,"undirected"
"Lachnoclostridium","Micromonospora",0.753302843857559,0.000125941496287307,"undirected"
"Micrococcaceae_u_g","Micromonospora",0.9820134484854,1.75415237890775e-14,"undirected"
"traF","Microvirga",1,0,"undirected"
"ant6 Ib","Microvirga",0.806956135970525,1.71338061782933e-05,"undirected"
"blaAmpC","Microvirga",1,0,"undirected"
"crp","Microvirga",0.77230733210122,6.60336159170605e-05,"undirected"
"Escherichia virus fiAA91ss","Microvirga",0.957340989750466,3.80491194107435e-11,"undirected"
"Salmonella virus SP31","Microvirga",1,0,"undirected"
"Alphaproteobacteria_u_g","Microvirga",0.846964272622834,2.47436784084343e-06,"undirected"
"Aminobacter","Microvirga",1,0,"undirected"
"Anaerotruncus","Microvirga",1,0,"undirected"
"Atopobium","Microvirga",0.922599587428017,7.13224057591333e-09,"undirected"
"Bacillus","Microvirga",0.991846929192762,0,"undirected"
"Bacteroidales_u_g","Microvirga",0.755778221394514,0.000116159969616447,"undirected"
"Cardiobacterium","Microvirga",0.771794243816824,6.72477242131819e-05,"undirected"
"Cetobacterium","Microvirga",1,0,"undirected"
"Collinsella","Microvirga",0.994985910598994,0,"undirected"
"Coprococcus","Microvirga",1,0,"undirected"
"Cytophaga","Microvirga",1,0,"undirected"
"Deinococcus-Thermus_u_g","Microvirga",1,0,"undirected"
"Desulfobulbus","Microvirga",0.75519515886716,0.000118403164846015,"undirected"
"Geobacillus","Microvirga",1,0,"undirected"
"Helcococcus","Microvirga",0.979515566388073,5.59552404411079e-14,"undirected"
"Kandleria","Microvirga",1,0,"undirected"
"Laceyella","Microvirga",1,0,"undirected"
"Lachnobacterium","Microvirga",0.930567654977818,2.76339973126483e-09,"undirected"
"Lachnoclostridium","Microvirga",0.753302843857559,0.000125941496287307,"undirected"
"Micrococcaceae_u_g","Microvirga",0.9820134484854,1.75415237890775e-14,"undirected"
"Micromonospora","Microvirga",1,0,"undirected"
"traF","Mogibacterium",0.751104836006844,0.00013521120156601,"undirected"
"blaAmpC","Mogibacterium",0.751104836006844,0.00013521120156601,"undirected"
"Salmonella virus SP31","Mogibacterium",0.751104836006844,0.00013521120156601,"undirected"
"Aminobacter","Mogibacterium",0.751104836006844,0.00013521120156601,"undirected"
"Anaerotruncus","Mogibacterium",0.751104836006843,0.00013521120156601,"undirected"
"Atopobium","Mogibacterium",0.85900514613556,1.23938354024133e-06,"undirected"
"Cetobacterium","Mogibacterium",0.751104836006844,0.00013521120156601,"undirected"
"Coprococcus","Mogibacterium",0.751104836006844,0.00013521120156601,"undirected"
"Cytophaga","Mogibacterium",0.751104836006844,0.00013521120156601,"undirected"
"Deinococcus-Thermus_u_g","Mogibacterium",0.751104836006844,0.00013521120156601,"undirected"
"Geobacillus","Mogibacterium",0.751104836006844,0.00013521120156601,"undirected"
"Helcococcus","Mogibacterium",0.779871554169815,5.02040863123998e-05,"undirected"
"Kandleria","Mogibacterium",0.751104836006844,0.00013521120156601,"undirected"
"Laceyella","Mogibacterium",0.751104836006844,0.00013521120156601,"undirected"
"Lachnoclostridium","Mogibacterium",0.752376437327659,0.000129779691956378,"undirected"
"Micromonospora","Mogibacterium",0.751104836006843,0.00013521120156601,"undirected"
"Microvirga","Mogibacterium",0.751104836006844,0.00013521120156601,"undirected"
"traF","Ochrobactrum",1,0,"undirected"
"ant6 Ib","Ochrobactrum",0.806956135970525,1.71338061782933e-05,"undirected"
"blaAmpC","Ochrobactrum",1,0,"undirected"
"crp","Ochrobactrum",0.77230733210122,6.60336159170605e-05,"undirected"
"Escherichia virus fiAA91ss","Ochrobactrum",0.957340989750466,3.80491194107435e-11,"undirected"
"Salmonella virus SP31","Ochrobactrum",1,0,"undirected"
"Alphaproteobacteria_u_g","Ochrobactrum",0.846964272622834,2.47436784084343e-06,"undirected"
"Aminobacter","Ochrobactrum",1,0,"undirected"
"Anaerotruncus","Ochrobactrum",1,0,"undirected"
"Atopobium","Ochrobactrum",0.922599587428017,7.13224057591333e-09,"undirected"
"Bacillus","Ochrobactrum",0.991846929192762,0,"undirected"
"Bacteroidales_u_g","Ochrobactrum",0.755778221394514,0.000116159969616447,"undirected"
"Cardiobacterium","Ochrobactrum",0.771794243816824,6.72477242131819e-05,"undirected"
"Cetobacterium","Ochrobactrum",1,0,"undirected"
"Collinsella","Ochrobactrum",0.994985910598994,0,"undirected"
"Coprococcus","Ochrobactrum",1,0,"undirected"
"Cytophaga","Ochrobactrum",1,0,"undirected"
"Deinococcus-Thermus_u_g","Ochrobactrum",1,0,"undirected"
"Desulfobulbus","Ochrobactrum",0.75519515886716,0.000118403164846015,"undirected"
"Geobacillus","Ochrobactrum",1,0,"undirected"
"Helcococcus","Ochrobactrum",0.979515566388073,5.59552404411079e-14,"undirected"
"Kandleria","Ochrobactrum",1,0,"undirected"
"Laceyella","Ochrobactrum",1,0,"undirected"
"Lachnobacterium","Ochrobactrum",0.930567654977818,2.76339973126483e-09,"undirected"
"Lachnoclostridium","Ochrobactrum",0.753302843857559,0.000125941496287307,"undirected"
"Micrococcaceae_u_g","Ochrobactrum",0.9820134484854,1.75415237890775e-14,"undirected"
"Micromonospora","Ochrobactrum",1,0,"undirected"
"Microvirga","Ochrobactrum",1,0,"undirected"
"Mogibacterium","Ochrobactrum",0.751104836006844,0.00013521120156601,"undirected"
"traF","Pelosinus",0.951286307131072,1.22873267116574e-10,"undirected"
"ant6 Ib","Pelosinus",0.8277507191951,6.66094210521884e-06,"undirected"
"blaAmpC","Pelosinus",0.951286307131072,1.22873267116574e-10,"undirected"
"Escherichia virus fiAA91ss","Pelosinus",0.903240529185492,4.94734777589656e-08,"undirected"
"Salmonella virus SP31","Pelosinus",0.951286307131072,1.22873267116574e-10,"undirected"
"Alphaproteobacteria_u_g","Pelosinus",0.804844679118026,1.87406325053985e-05,"undirected"
"Aminobacter","Pelosinus",0.951286307131072,1.22873267116574e-10,"undirected"
"Anaerotruncus","Pelosinus",0.951286307131072,1.22873267116574e-10,"undirected"
"Atopobium","Pelosinus",0.860063926632925,1.16279004713782e-06,"undirected"
"Bacillus","Pelosinus",0.955798083825331,5.20907761369926e-11,"undirected"
"Bacteroidales_u_g","Pelosinus",0.760532323992678,9.91914990913223e-05,"undirected"
"Cetobacterium","Pelosinus",0.951286307131072,1.22873267116574e-10,"undirected"
"Collinsella","Pelosinus",0.971442241299566,1.08180131519475e-12,"undirected"
"Coprococcus","Pelosinus",0.951286307131072,1.22873267116574e-10,"undirected"
"Cytophaga","Pelosinus",0.951286307131072,1.22873267116574e-10,"undirected"
"Deinococcus-Thermus_u_g","Pelosinus",0.951286307131072,1.22873267116574e-10,"undirected"
"Geobacillus","Pelosinus",0.951286307131072,1.22873267116574e-10,"undirected"
"Helcococcus","Pelosinus",0.957570379384923,3.62772034634418e-11,"undirected"
"Kandleria","Pelosinus",0.951286307131072,1.22873267116574e-10,"undirected"
"Laceyella","Pelosinus",0.951286307131072,1.22873267116574e-10,"undirected"
"Lachnobacterium","Pelosinus",0.866080616497745,8.01121948557082e-07,"undirected"
"Micrococcaceae_u_g","Pelosinus",0.952715322126477,9.44848643769092e-11,"undirected"
"Micromonospora","Pelosinus",0.951286307131072,1.22873267116574e-10,"undirected"
"Microvirga","Pelosinus",0.951286307131072,1.22873267116574e-10,"undirected"
"Ochrobactrum","Pelosinus",0.951286307131072,1.22873267116574e-10,"undirected"
"tetAP","Peptococcaceae_u_g",0.777031838509898,5.57125192828245e-05,"undirected"
"tetBP","Peptococcaceae_u_g",0.772332171794829,6.59753206564417e-05,"undirected"
"rteC","Pseudonocardia",0.936322913337699,1.29565891349159e-09,"undirected"
"pbp2","Pseudonocardia",0.840673513147011,3.47060028560442e-06,"undirected"
"tolC","Pseudonocardia",1,0,"undirected"
"Escherichia phage TL-2011b","Pseudonocardia",0.887257376271249,1.84415486437217e-07,"undirected"
"Lactobacillus phage phiAT3","Pseudonocardia",0.857514957796226,1.3546417592103e-06,"undirected"
"Shigella phage SfIV","Pseudonocardia",1,0,"undirected"
"Gemella","Pseudonocardia",1,0,"undirected"
"int","Rickettsiales_u_g",0.873318430519255,4.99449600788182e-07,"undirected"
"ermG","Rickettsiales_u_g",0.807540884284945,1.67105058288541e-05,"undirected"
"ermQ","Rickettsiales_u_g",0.873318430519255,4.99449600788182e-07,"undirected"
"mdtA","Rickettsiales_u_g",0.873318430519255,4.99449600788182e-07,"undirected"
"mdtE","Rickettsiales_u_g",0.81299939330863,1.31762266071256e-05,"undirected"
"Enterobacteria phage BP-4795","Rickettsiales_u_g",0.866225025160991,7.93817402922059e-07,"undirected"
"Escherichia virus HK544","Rickettsiales_u_g",0.873318430519255,4.99449600788182e-07,"undirected"
"Shigella virus SfMu","Rickettsiales_u_g",0.873318430519255,4.99449600788182e-07,"undirected"
"mdtG","Saccharibacillus",0.784827809829939,4.17102185430451e-05,"undirected"
"traF","Saccharopolyspora",0.883968935794211,2.35925417424454e-07,"undirected"
"blaAmpC","Saccharopolyspora",0.883968935794211,2.35925417424454e-07,"undirected"
"Escherichia virus fiAA91ss","Saccharopolyspora",0.839333582432634,3.72301778828188e-06,"undirected"
"Salmonella virus SP31","Saccharopolyspora",0.883968935794211,2.35925417424454e-07,"undirected"
"Alphaproteobacteria_u_g","Saccharopolyspora",0.855847085755629,1.49464952015066e-06,"undirected"
"Aminobacter","Saccharopolyspora",0.883968935794211,2.35925417424454e-07,"undirected"
"Anaerotruncus","Saccharopolyspora",0.883968935794211,2.35925417424454e-07,"undirected"
"Atopobium","Saccharopolyspora",0.840811496635856,3.44547455810584e-06,"undirected"
"Bacillus","Saccharopolyspora",0.880893863195374,2.95092977165012e-07,"undirected"
"Cetobacterium","Saccharopolyspora",0.883968935794211,2.35925417424454e-07,"undirected"
"Collinsella","Saccharopolyspora",0.882984581786489,2.53616067480422e-07,"undirected"
"Coprococcus","Saccharopolyspora",0.883968935794211,2.35925417424454e-07,"undirected"
"Cytophaga","Saccharopolyspora",0.883968935794211,2.35925417424454e-07,"undirected"
"Deinococcus-Thermus_u_g","Saccharopolyspora",0.883968935794211,2.35925417424454e-07,"undirected"
"Geobacillus","Saccharopolyspora",0.883968935794211,2.35925417424454e-07,"undirected"
"Helcococcus","Saccharopolyspora",0.869352646439965,6.49271121533346e-07,"undirected"
"Kandleria","Saccharopolyspora",0.883968935794211,2.35925417424454e-07,"undirected"
"Laceyella","Saccharopolyspora",0.883968935794211,2.35925417424454e-07,"undirected"
"Lachnobacterium","Saccharopolyspora",0.79877498991975,2.41080446974351e-05,"undirected"
"Micrococcaceae_u_g","Saccharopolyspora",0.852085510876285,1.85765392113346e-06,"undirected"
"Micromonospora","Saccharopolyspora",0.883968935794211,2.35925417424454e-07,"undirected"
"Microvirga","Saccharopolyspora",0.88396893579421,2.35925417424454e-07,"undirected"
"Ochrobactrum","Saccharopolyspora",0.883968935794211,2.35925417424454e-07,"undirected"
"Pelosinus","Saccharopolyspora",0.835158772189835,4.61490394387809e-06,"undirected"
"Saccharomonospora","Saccharopolyspora",0.844077414728315,2.89526140484497e-06,"undirected"
"Escherichia","Shigella",0.750881940898035,0.000136183079492813,"undirected"
"traF","Shuttleworthia",1,0,"undirected"
"ant6 Ib","Shuttleworthia",0.806956135970525,1.71338061782933e-05,"undirected"
"blaAmpC","Shuttleworthia",1,0,"undirected"
"crp","Shuttleworthia",0.77230733210122,6.60336159170605e-05,"undirected"
"Escherichia virus fiAA91ss","Shuttleworthia",0.957340989750466,3.80491194107435e-11,"undirected"
"Salmonella virus SP31","Shuttleworthia",1,0,"undirected"
"Alphaproteobacteria_u_g","Shuttleworthia",0.846964272622834,2.47436784084343e-06,"undirected"
"Aminobacter","Shuttleworthia",1,0,"undirected"
"Anaerotruncus","Shuttleworthia",1,0,"undirected"
"Atopobium","Shuttleworthia",0.922599587428018,7.13224057591333e-09,"undirected"
"Bacillus","Shuttleworthia",0.991846929192762,0,"undirected"
"Bacteroidales_u_g","Shuttleworthia",0.755778221394514,0.000116159969616447,"undirected"
"Cardiobacterium","Shuttleworthia",0.771794243816824,6.72477242131819e-05,"undirected"
"Cetobacterium","Shuttleworthia",1,0,"undirected"
"Collinsella","Shuttleworthia",0.994985910598994,0,"undirected"
"Coprococcus","Shuttleworthia",1,0,"undirected"
"Cytophaga","Shuttleworthia",1,0,"undirected"
"Deinococcus-Thermus_u_g","Shuttleworthia",1,0,"undirected"
"Desulfobulbus","Shuttleworthia",0.75519515886716,0.000118403164846015,"undirected"
"Geobacillus","Shuttleworthia",1,0,"undirected"
"Helcococcus","Shuttleworthia",0.979515566388073,5.59552404411079e-14,"undirected"
"Kandleria","Shuttleworthia",1,0,"undirected"
"Laceyella","Shuttleworthia",1,0,"undirected"
"Lachnobacterium","Shuttleworthia",0.930567654977818,2.76339973126483e-09,"undirected"
"Lachnoclostridium","Shuttleworthia",0.753302843857559,0.000125941496287307,"undirected"
"Micrococcaceae_u_g","Shuttleworthia",0.9820134484854,1.75415237890775e-14,"undirected"
"Micromonospora","Shuttleworthia",1,0,"undirected"
"Microvirga","Shuttleworthia",1,0,"undirected"
"Mogibacterium","Shuttleworthia",0.751104836006844,0.00013521120156601,"undirected"
"Ochrobactrum","Shuttleworthia",1,0,"undirected"
"Pelosinus","Shuttleworthia",0.951286307131072,1.22873267116574e-10,"undirected"
"Saccharopolyspora","Shuttleworthia",0.883968935794211,2.35925417424454e-07,"undirected"
"traF","Sphaerobacteraceae_u_g",1,0,"undirected"
"ant6 Ib","Sphaerobacteraceae_u_g",0.806956135970525,1.71338061782933e-05,"undirected"
"blaAmpC","Sphaerobacteraceae_u_g",1,0,"undirected"
"crp","Sphaerobacteraceae_u_g",0.77230733210122,6.60336159170605e-05,"undirected"
"Escherichia virus fiAA91ss","Sphaerobacteraceae_u_g",0.957340989750466,3.80491194107435e-11,"undirected"
"Salmonella virus SP31","Sphaerobacteraceae_u_g",1,0,"undirected"
"Alphaproteobacteria_u_g","Sphaerobacteraceae_u_g",0.846964272622834,2.47436784084343e-06,"undirected"
"Aminobacter","Sphaerobacteraceae_u_g",1,0,"undirected"
"Anaerotruncus","Sphaerobacteraceae_u_g",1,0,"undirected"
"Atopobium","Sphaerobacteraceae_u_g",0.922599587428018,7.13224057591333e-09,"undirected"
"Bacillus","Sphaerobacteraceae_u_g",0.991846929192762,0,"undirected"
"Bacteroidales_u_g","Sphaerobacteraceae_u_g",0.755778221394514,0.000116159969616447,"undirected"
"Cardiobacterium","Sphaerobacteraceae_u_g",0.771794243816824,6.72477242131819e-05,"undirected"
"Cetobacterium","Sphaerobacteraceae_u_g",1,0,"undirected"
"Collinsella","Sphaerobacteraceae_u_g",0.994985910598994,0,"undirected"
"Coprococcus","Sphaerobacteraceae_u_g",1,0,"undirected"
"Cytophaga","Sphaerobacteraceae_u_g",1,0,"undirected"
"Deinococcus-Thermus_u_g","Sphaerobacteraceae_u_g",1,0,"undirected"
"Desulfobulbus","Sphaerobacteraceae_u_g",0.75519515886716,0.000118403164846015,"undirected"
"Geobacillus","Sphaerobacteraceae_u_g",1,0,"undirected"
"Helcococcus","Sphaerobacteraceae_u_g",0.979515566388073,5.59552404411079e-14,"undirected"
"Kandleria","Sphaerobacteraceae_u_g",1,0,"undirected"
"Laceyella","Sphaerobacteraceae_u_g",1,0,"undirected"
"Lachnobacterium","Sphaerobacteraceae_u_g",0.930567654977818,2.76339973126483e-09,"undirected"
"Lachnoclostridium","Sphaerobacteraceae_u_g",0.753302843857559,0.000125941496287307,"undirected"
"Micrococcaceae_u_g","Sphaerobacteraceae_u_g",0.9820134484854,1.75415237890775e-14,"undirected"
"Micromonospora","Sphaerobacteraceae_u_g",1,0,"undirected"
"Microvirga","Sphaerobacteraceae_u_g",1,0,"undirected"
"Mogibacterium","Sphaerobacteraceae_u_g",0.751104836006844,0.00013521120156601,"undirected"
"Ochrobactrum","Sphaerobacteraceae_u_g",1,0,"undirected"
"Pelosinus","Sphaerobacteraceae_u_g",0.951286307131072,1.22873267116574e-10,"undirected"
"Saccharopolyspora","Sphaerobacteraceae_u_g",0.883968935794211,2.35925417424454e-07,"undirected"
"Shuttleworthia","Sphaerobacteraceae_u_g",1,0,"undirected"
"exc1","Sporolactobacillus",1,0,"undirected"
"Rom","Sporolactobacillus",1,0,"undirected"
"traF","Staphylococcus",0.869919746876474,6.25691503053361e-07,"undirected"
"blaAmpC","Staphylococcus",0.869919746876474,6.25691503053361e-07,"undirected"
"Escherichia virus fiAA91ss","Staphylococcus",0.82069525933404,9.30140234411958e-06,"undirected"
"Salmonella virus SP31","Staphylococcus",0.869919746876474,6.25691503053361e-07,"undirected"
"Alphaproteobacteria_u_g","Staphylococcus",0.845388554685769,2.69694565746548e-06,"undirected"
"Aminobacter","Staphylococcus",0.869919746876474,6.25691503053361e-07,"undirected"
"Anaerotruncus","Staphylococcus",0.869919746876474,6.25691503053361e-07,"undirected"
"Atopobium","Staphylococcus",0.833293002765611,5.0701693350419e-06,"undirected"
"Bacillus","Staphylococcus",0.85746961844935,1.35829052494429e-06,"undirected"
"Cetobacterium","Staphylococcus",0.869919746876474,6.25691503053361e-07,"undirected"
"Collinsella","Staphylococcus",0.862060610380773,1.0295360031165e-06,"undirected"
"Coprococcus","Staphylococcus",0.869919746876474,6.25691503053361e-07,"undirected"
"Cytophaga","Staphylococcus",0.869919746876474,6.25691503053361e-07,"undirected"
"Deinococcus-Thermus_u_g","Staphylococcus",0.869919746876474,6.25691503053361e-07,"undirected"
"Geobacillus","Staphylococcus",0.869919746876474,6.25691503053361e-07,"undirected"
"Helcococcus","Staphylococcus",0.851461021610722,1.92482806138372e-06,"undirected"
"Kandleria","Staphylococcus",0.869919746876474,6.25691503053361e-07,"undirected"
"Laceyella","Staphylococcus",0.869919746876474,6.25691503053361e-07,"undirected"
"Lachnobacterium","Staphylococcus",0.791043314190351,3.28340003092897e-05,"undirected"
"Micrococcaceae_u_g","Staphylococcus",0.835250234987626,4.5935326551394e-06,"undirected"
"Micromonospora","Staphylococcus",0.869919746876474,6.25691503053361e-07,"undirected"
"Microvirga","Staphylococcus",0.869919746876474,6.25691503053361e-07,"undirected"
"Ochrobactrum","Staphylococcus",0.869919746876474,6.25691503053361e-07,"undirected"
"Pelosinus","Staphylococcus",0.803700481698768,1.96647038648301e-05,"undirected"
"Saccharomonospora","Staphylococcus",0.865571262395385,8.27357919508387e-07,"undirected"
"Saccharopolyspora","Staphylococcus",0.971962851639957,9.1837648596993e-13,"undirected"
"Shuttleworthia","Staphylococcus",0.869919746876474,6.25691503053361e-07,"undirected"
"Sphaerobacteraceae_u_g","Staphylococcus",0.869919746876474,6.25691503053361e-07,"undirected"
"transposon 46242809","Succinivibrio",0.784679720435217,4.1944740123423e-05,"undirected"
"emrR","Succinivibrio",0.784679720435217,4.1944740123423e-05,"undirected"
"rteC","Thalassospira",0.936322913337699,1.29565891349159e-09,"undirected"
"pbp2","Thalassospira",0.840673513147011,3.47060028560442e-06,"undirected"
"tolC","Thalassospira",1,0,"undirected"
"Escherichia phage TL-2011b","Thalassospira",0.887257376271249,1.84415486437217e-07,"undirected"
"Lactobacillus phage phiAT3","Thalassospira",0.857514957796226,1.3546417592103e-06,"undirected"
"Shigella phage SfIV","Thalassospira",1,0,"undirected"
"Gemella","Thalassospira",1,0,"undirected"
"Pseudonocardia","Thalassospira",1,0,"undirected"
"a 2394 Branch","Thermaerobacter",1,0,"undirected"
"emrK","Thermaerobacter",1,0,"undirected"
"Enterobacteria phage P4","Thermaerobacter",0.773134233774683,6.41166623243095e-05,"undirected"
"Brachyspira","Thermaerobacter",1,0,"undirected"
"Megamonas","Thermaerobacter",0.768053474154543,7.66950877939543e-05,"undirected"
"traF","Thermoactinomyces",0.992746064447105,0,"undirected"
"ant6 Ib","Thermoactinomyces",0.790103850592125,3.4060399362934e-05,"undirected"
"blaAmpC","Thermoactinomyces",0.992746064447105,0,"undirected"
"crp","Thermoactinomyces",0.754875120050188,0.000119650170037344,"undirected"
"Escherichia virus fiAA91ss","Thermoactinomyces",0.963536704050517,9.47997236266929e-12,"undirected"
