"Label","Target","Correlation","p","Type"
"Plasmid 4775492","evgS",0.850763929006585,2.00230727864792e-06,"undirected"
"tnp","evgS",0.850763929006585,2.00230727864792e-06,"undirected"
"acrF","evgS",0.850763929006586,2.00230727864792e-06,"undirected"
"cpxR","evgS",0.947087628030465,2.5462831843015e-10,"undirected"
"crp","evgS",0.901062559419095,5.99552882896148e-08,"undirected"
"emrA","evgS",0.850763929006585,2.00230727864792e-06,"undirected"
"yddA","marA",1,0,"undirected"
"traE","mdfA",1,0,"undirected"
"lacY","mdfA",1,0,"undirected"
"traA","mdfA",1,0,"undirected"
"exc1","mdfA",1,0,"undirected"
"Rom","mdfA",1,0,"undirected"
"Plasmid 4775492","mdfA",1,0,"undirected"
"tnp","mdfA",1,0,"undirected"
"acrF","mdfA",1,0,"undirected"
"arnA","mdfA",0.778525970170532,5.27526392644084e-05,"undirected"
"cpxR","mdfA",0.765943824490387,8.25104210022687e-05,"undirected"
"crp","mdfA",0.798872926521986,2.40118807837142e-05,"undirected"
"emrA","mdfA",1,0,"undirected"
"evgS","mdfA",0.850763929006585,2.00230727864792e-06,"undirected"
"yddA","mdtA",0.791715150531797,3.19805475679225e-05,"undirected"
"marA","mdtA",0.791715150531797,3.19805475679225e-05,"undirected"
"traE","mdtB",1,0,"undirected"
"lacY","mdtB",1,0,"undirected"
"traA","mdtB",1,0,"undirected"
"exc1","mdtB",1,0,"undirected"
"Rom","mdtB",1,0,"undirected"
"Plasmid 4775492","mdtB",1,0,"undirected"
"tnp","mdtB",1,0,"undirected"
"acrF","mdtB",1,0,"undirected"
"arnA","mdtB",0.778525970170532,5.27526392644084e-05,"undirected"
"cpxR","mdtB",0.765943824490387,8.25104210022687e-05,"undirected"
"crp","mdtB",0.798872926521986,2.40118807837142e-05,"undirected"
"emrA","mdtB",1,0,"undirected"
"evgS","mdtB",0.850763929006585,2.00230727864792e-06,"undirected"
"mdfA","mdtB",1,0,"undirected"
"88 Branch","mdtC",1,0,"undirected"
"cfxA3","mdtC",1,0,"undirected"
"ermC","mdtC",1,0,"undirected"
"traE","mdtD",1,0,"undirected"
"lacY","mdtD",1,0,"undirected"
"traA","mdtD",1,0,"undirected"
"exc1","mdtD",1,0,"undirected"
"Rom","mdtD",1,0,"undirected"
"Plasmid 4775492","mdtD",1,0,"undirected"
"tnp","mdtD",1,0,"undirected"
"acrF","mdtD",1,0,"undirected"
"arnA","mdtD",0.778525970170533,5.27526392644084e-05,"undirected"
"cpxR","mdtD",0.765943824490387,8.25104210022687e-05,"undirected"
"crp","mdtD",0.798872926521986,2.40118807837142e-05,"undirected"
"emrA","mdtD",1,0,"undirected"
"evgS","mdtD",0.850763929006585,2.00230727864792e-06,"undirected"
"mdfA","mdtD",1,0,"undirected"
"mdtB","mdtD",1,0,"undirected"
"mdtA","mdtE",0.809320925556744,1.54772197213937e-05,"undirected"
"yddA","mdtG",1,0,"undirected"
"marA","mdtG",1,0,"undirected"
"mdtA","mdtG",0.791715150531797,3.19805475679225e-05,"undirected"
"yddA","mdtH",0.8761783749551,4.11108033837593e-07,"undirected"
"marA","mdtH",0.8761783749551,4.11108033837593e-07,"undirected"
"mdtG","mdtH",0.8761783749551,4.11108033837593e-07,"undirected"
"traE","mdtK",0.897078089441341,8.42654479527027e-08,"undirected"
"lacY","mdtK",0.897078089441341,8.42654479527027e-08,"undirected"
"traA","mdtK",0.897078089441341,8.42654479527027e-08,"undirected"
"exc1","mdtK",0.897078089441341,8.42654479527027e-08,"undirected"
"Rom","mdtK",0.897078089441341,8.42654479527027e-08,"undirected"
"Plasmid 4775492","mdtK",0.897078089441341,8.42654479527027e-08,"undirected"
"tnp","mdtK",0.897078089441341,8.42654479527027e-08,"undirected"
"acrF","mdtK",0.897078089441341,8.42654479527027e-08,"undirected"
"cpxR","mdtK",0.935521076590104,1.4458190200628e-09,"undirected"
"crp","mdtK",0.902809485592918,5.14095452874841e-08,"undirected"
"emrA","mdtK",0.897078089441341,8.42654479527027e-08,"undirected"
"evgS","mdtK",0.995426663363239,0,"undirected"
"mdfA","mdtK",0.897078089441341,8.42654479527027e-08,"undirected"
"mdtB","mdtK",0.897078089441341,8.42654479527027e-08,"undirected"
"mdtD","mdtK",0.897078089441341,8.42654479527027e-08,"undirected"
"astA","mdtL",0.843361613153695,3.00880282555482e-06,"undirected"
"emrR","mdtL",0.780693963638862,4.86993131645352e-05,"undirected"
"Plasmid 38606113","mdtN",1,0,"undirected"
"ant6 Ib","mdtN",1,0,"undirected"
"blaAmpC","mdtN",0.764477876514108,8.67712212646587e-05,"undirected"
"clbC","mdtO",0.759797943479554,0.000101664368987731,"undirected"
"cpxA","mdtO",0.974561529404253,3.86357612569554e-13,"undirected"
"evgA","mdtO",0.923614151057296,6.35757357869693e-09,"undirected"
"traE","pbp2",0.924806362609722,5.54280732423251e-09,"undirected"
"lacY","pbp2",0.924806362609722,5.54280732423251e-09,"undirected"
"traA","pbp2",0.924806362609722,5.54280732423251e-09,"undirected"
"exc1","pbp2",0.924806362609722,5.54280732423251e-09,"undirected"
"Rom","pbp2",0.924806362609722,5.54280732423251e-09,"undirected"
"Plasmid 4775492","pbp2",0.924806362609722,5.54280732423251e-09,"undirected"
"tnp","pbp2",0.924806362609722,5.54280732423251e-09,"undirected"
"acrF","pbp2",0.924806362609722,5.54280732423251e-09,"undirected"
"emrA","pbp2",0.924806362609722,5.54280732423251e-09,"undirected"
"evgS","pbp2",0.77568419872899,5.85038982796604e-05,"undirected"
"mdfA","pbp2",0.924806362609722,5.54280732423251e-09,"undirected"
"mdtB","pbp2",0.924806362609722,5.54280732423251e-09,"undirected"
"mdtD","pbp2",0.924806362609722,5.54280732423251e-09,"undirected"
"mdtK","pbp2",0.820284359013038,9.47984844756888e-06,"undirected"
"acrE","phoP",1,0,"undirected"
"acrE","phoQ",0.813057081229966,1.31426468747975e-05,"undirected"
"emrK","phoQ",0.99329285377131,0,"undirected"
"phoP","phoQ",0.813057081229966,1.31426468747975e-05,"undirected"
"traE","pmrA",1,0,"undirected"
"lacY","pmrA",1,0,"undirected"
"traA","pmrA",1,0,"undirected"
"exc1","pmrA",1,0,"undirected"
"Rom","pmrA",1,0,"undirected"
"Plasmid 4775492","pmrA",1,0,"undirected"
"tnp","pmrA",1,0,"undirected"
"acrF","pmrA",1,0,"undirected"
"arnA","pmrA",0.778525970170532,5.27526392644084e-05,"undirected"
"cpxR","pmrA",0.765943824490388,8.25104210022687e-05,"undirected"
"crp","pmrA",0.798872926521986,2.40118807837142e-05,"undirected"
"emrA","pmrA",1,0,"undirected"
"evgS","pmrA",0.850763929006586,2.00230727864792e-06,"undirected"
"mdfA","pmrA",1,0,"undirected"
"mdtB","pmrA",1,0,"undirected"
"mdtD","pmrA",1,0,"undirected"
"mdtK","pmrA",0.897078089441341,8.42654479527027e-08,"undirected"
"pbp2","pmrA",0.924806362609722,5.54280732423251e-09,"undirected"
"astA","pmrB",0.94560880163339,3.24551940877882e-10,"undirected"
"emrR","pmrB",0.884432118165447,2.27982442702057e-07,"undirected"
"mdtL","pmrB",0.900194655852445,6.46472706478107e-08,"undirected"
"blaAmpC","pmrC",0.864139827568466,9.05154764030414e-07,"undirected"
"repB","tetL",0.890083244878012,1.4832409389598e-07,"undirected"
"astA","tetX",0.782603659342223,4.53543605398732e-05,"undirected"
"pmrB","tetX",0.842298589148146,3.18458127690491e-06,"undirected"
"traE","tolC",0.902413291318746,5.32475081804762e-08,"undirected"
"lacY","tolC",0.902413291318746,5.32475081804762e-08,"undirected"
"traA","tolC",0.902413291318746,5.32475081804762e-08,"undirected"
"exc1","tolC",0.902413291318746,5.32475081804762e-08,"undirected"
"Rom","tolC",0.902413291318746,5.32475081804762e-08,"undirected"
"Plasmid 4775492","tolC",0.902413291318746,5.32475081804762e-08,"undirected"
"tnp","tolC",0.902413291318746,5.32475081804762e-08,"undirected"
"acrF","tolC",0.902413291318746,5.32475081804762e-08,"undirected"
"cpxR","tolC",0.90031054358784,6.40026716069997e-08,"undirected"
"crp","tolC",0.874270862220391,4.68344712789559e-07,"undirected"
"emrA","tolC",0.902413291318746,5.32475081804762e-08,"undirected"
"evgS","tolC",0.968226129217229,2.79376521916674e-12,"undirected"
"mdfA","tolC",0.902413291318746,5.32475081804762e-08,"undirected"
"mdtB","tolC",0.902413291318746,5.32475081804762e-08,"undirected"
"mdtD","tolC",0.902413291318746,5.32475081804762e-08,"undirected"
"mdtK","tolC",0.978100022850618,1.01696429055664e-13,"undirected"
"pbp2","tolC",0.819985096228175,9.61167694280007e-06,"undirected"
"pmrA","tolC",0.902413291318746,5.32475081804762e-08,"undirected"
"repB","tetL-Ef",0.890083244878012,1.4832409389598e-07,"undirected"
"tetL","tetL-Ef",1,0,"undirected"
"traE","sugE",0.781391349310482,4.74539420278752e-05,"undirected"
"lacY","sugE",0.781391349310482,4.74539420278752e-05,"undirected"
"traA","sugE",0.781391349310482,4.74539420278752e-05,"undirected"
"exc1","sugE",0.781391349310482,4.74539420278752e-05,"undirected"
"Rom","sugE",0.781391349310482,4.74539420278752e-05,"undirected"
"Plasmid 4775492","sugE",0.781391349310482,4.74539420278752e-05,"undirected"
"tnp","sugE",0.781391349310482,4.74539420278752e-05,"undirected"
"acrF","sugE",0.781391349310482,4.74539420278752e-05,"undirected"
"emrA","sugE",0.781391349310482,4.74539420278752e-05,"undirected"
"mdfA","sugE",0.781391349310482,4.74539420278752e-05,"undirected"
"mdtB","sugE",0.781391349310482,4.74539420278752e-05,"undirected"
"mdtD","sugE",0.781391349310482,4.74539420278752e-05,"undirected"
"pmrA","sugE",0.781391349310482,4.74539420278752e-05,"undirected"
"tetQ","cfxA 32395282",0.757924329131205,0.000108214666091566,"undirected"
"Plasmid 38606113","tetA",1,0,"undirected"
"ant6 Ib","tetA",1,0,"undirected"
"blaAmpC","tetA",0.764477876514108,8.67712212646587e-05,"undirected"
"mdtN","tetA",1,0,"undirected"
"emrB","Cronobacter phage vB_CsaP_GAP52",0.844019387602101,2.90432448646349e-06,"undirected"
"blaCMY 27","Karamvirus_u_s",0.942258309530407,5.48994627536104e-10,"undirected"
"traE","Enterobacteria phage BP-4795",0.799932208449455,2.29927963786292e-05,"undirected"
"lacY","Enterobacteria phage BP-4795",0.799932208449455,2.29927963786292e-05,"undirected"
"traA","Enterobacteria phage BP-4795",0.799932208449455,2.29927963786292e-05,"undirected"
"exc1","Enterobacteria phage BP-4795",0.799932208449455,2.29927963786292e-05,"undirected"
"Rom","Enterobacteria phage BP-4795",0.799932208449455,2.29927963786292e-05,"undirected"
"Plasmid 4775492","Enterobacteria phage BP-4795",0.799932208449455,2.29927963786292e-05,"undirected"
"tnp","Enterobacteria phage BP-4795",0.799932208449455,2.29927963786292e-05,"undirected"
"acrF","Enterobacteria phage BP-4795",0.799932208449455,2.29927963786292e-05,"undirected"
"emrA","Enterobacteria phage BP-4795",0.799932208449455,2.29927963786292e-05,"undirected"
"mdfA","Enterobacteria phage BP-4795",0.799932208449455,2.29927963786292e-05,"undirected"
"mdtB","Enterobacteria phage BP-4795",0.799932208449455,2.29927963786292e-05,"undirected"
"mdtD","Enterobacteria phage BP-4795",0.799932208449455,2.29927963786292e-05,"undirected"
"mdtL","Enterobacteria phage BP-4795",0.809618951426702,1.52786456901755e-05,"undirected"
"pbp2","Enterobacteria phage BP-4795",0.945975212349818,3.05808933731555e-10,"undirected"
"pmrA","Enterobacteria phage BP-4795",0.799932208449455,2.29927963786292e-05,"undirected"
"Plasmid 38606113","Enterobacteria phage HK140",1,0,"undirected"
"ant6 Ib","Enterobacteria phage HK140",1,0,"undirected"
"blaAmpC","Enterobacteria phage HK140",0.764477876514108,8.67712212646587e-05,"undirected"
"mdtN","Enterobacteria phage HK140",1,0,"undirected"
"tetA","Enterobacteria phage HK140",1,0,"undirected"
"Plasmid 38606113","Escherichia virus HK629",1,0,"undirected"
"ant6 Ib","Escherichia virus HK629",1,0,"undirected"
"blaAmpC","Escherichia virus HK629",0.764477876514108,8.67712212646587e-05,"undirected"
"mdtN","Escherichia virus HK629",1,0,"undirected"
"tetA","Escherichia virus HK629",1,0,"undirected"
"Enterobacteria phage HK140","Escherichia virus HK629",1,0,"undirected"
"Plasmid 38606113","Escherichia virus HK633",1,0,"undirected"
"ant6 Ib","Escherichia virus HK633",1,0,"undirected"
"blaAmpC","Escherichia virus HK633",0.764477876514108,8.67712212646587e-05,"undirected"
"mdtN","Escherichia virus HK633",1,0,"undirected"
"tetA","Escherichia virus HK633",1,0,"undirected"
"Enterobacteria phage HK140","Escherichia virus HK633",1,0,"undirected"
"Escherichia virus HK629","Escherichia virus HK633",1,0,"undirected"
"traE","Enterobacteria phage IME10",0.935835402280406,1.38521816239745e-09,"undirected"
"lacY","Enterobacteria phage IME10",0.935835402280406,1.38521816239745e-09,"undirected"
"traA","Enterobacteria phage IME10",0.935835402280406,1.38521816239745e-09,"undirected"
"exc1","Enterobacteria phage IME10",0.935835402280406,1.38521816239745e-09,"undirected"
"Rom","Enterobacteria phage IME10",0.935835402280406,1.38521816239745e-09,"undirected"
"Plasmid 4775492","Enterobacteria phage IME10",0.935835402280406,1.38521816239745e-09,"undirected"
"tnp","Enterobacteria phage IME10",0.935835402280406,1.38521816239745e-09,"undirected"
"acrF","Enterobacteria phage IME10",0.935835402280406,1.38521816239745e-09,"undirected"
"emrA","Enterobacteria phage IME10",0.935835402280406,1.38521816239745e-09,"undirected"
"evgS","Enterobacteria phage IME10",0.781234819776518,4.77310497744021e-05,"undirected"
"mdfA","Enterobacteria phage IME10",0.935835402280406,1.38521816239745e-09,"undirected"
"mdtB","Enterobacteria phage IME10",0.935835402280406,1.38521816239745e-09,"undirected"
"mdtD","Enterobacteria phage IME10",0.935835402280406,1.38521816239745e-09,"undirected"
"mdtK","Enterobacteria phage IME10",0.826955976653286,6.9213394673362e-06,"undirected"
"pbp2","Enterobacteria phage IME10",0.854651507623859,1.60263525472715e-06,"undirected"
"pmrA","Enterobacteria phage IME10",0.935835402280406,1.38521816239745e-09,"undirected"
"tolC","Enterobacteria phage IME10",0.864170820923496,9.03404861141155e-07,"undirected"
"88 Branch","Escherichia virus If1",0.995572738766431,0,"undirected"
"cfxA3","Escherichia virus If1",0.995572738766431,0,"undirected"
"ermC","Escherichia virus If1",0.995572738766431,0,"undirected"
"mdtC","Escherichia virus If1",0.995572738766431,0,"undirected"
"yddA","Enterobacteria phage Sf101",1,0,"undirected"
"marA","Enterobacteria phage Sf101",1,0,"undirected"
"mdtA","Enterobacteria phage Sf101",0.791715150531797,3.19805475679225e-05,"undirected"
"mdtG","Enterobacteria phage Sf101",1,0,"undirected"
"mdtH","Enterobacteria phage Sf101",0.8761783749551,4.11108033837593e-07,"undirected"
"astA","Enterobacteria phage SfI",0.813985112676194,1.26125585520054e-05,"undirected"
"emrR","Enterobacteria phage SfI",0.835656643074515,4.49960958093243e-06,"undirected"
"mdtL","Enterobacteria phage SfI",0.764301531991449,8.72962948264e-05,"undirected"
"pmrB","Enterobacteria phage SfI",0.889766315385844,1.52035941614059e-07,"undirected"
"emrB","Enterobacteria phage SfV",0.831251442381655,5.61265673004741e-06,"undirected"
"Cronobacter phage vB_CsaP_GAP52","Enterobacteria phage SfV",0.880892230847879,2.95127552840668e-07,"undirected"
"Enterobacteria phage P4","Escherichia virus fiAA91ss",0.904174120612065,4.54984852016338e-08,"undirected"
"aph3 III","Enterobacteria phage mEp237",1,0,"undirected"
"cpxA","Enterobacteria phage mEp460",0.7754612879209,5.89770407728452e-05,"undirected"
"mdtO","Enterobacteria phage mEp460",0.842652340692591,3.1251179244407e-06,"undirected"
"Plasmid 38606113","Escherichia virus mEpX2",1,0,"undirected"
"ant6 Ib","Escherichia virus mEpX2",1,0,"undirected"
"blaAmpC","Escherichia virus mEpX2",0.764477876514108,8.67712212646587e-05,"undirected"
"mdtN","Escherichia virus mEpX2",1,0,"undirected"
"tetA","Escherichia virus mEpX2",1,0,"undirected"
"Enterobacteria phage HK140","Escherichia virus mEpX2",1,0,"undirected"
"Escherichia virus HK629","Escherichia virus mEpX2",1,0,"undirected"
"Escherichia virus HK633","Escherichia virus mEpX2",1,0,"undirected"
"acrS","Enterobacteria phage vB_EcoP_ACG-C91",1,0,"undirected"
"cfxA2","Enterobacteria phage vB_EcoP_ACG-C91",1,0,"undirected"
"traE","Escherichia phage D108",0.96607084304629,5.00355312738066e-12,"undirected"
"lacY","Escherichia phage D108",0.96607084304629,5.00355312738066e-12,"undirected"
"traA","Escherichia phage D108",0.96607084304629,5.00355312738066e-12,"undirected"
"exc1","Escherichia phage D108",0.96607084304629,5.00355312738066e-12,"undirected"
"Rom","Escherichia phage D108",0.96607084304629,5.00355312738066e-12,"undirected"
"Plasmid 4775492","Escherichia phage D108",0.96607084304629,5.00355312738066e-12,"undirected"
"tnp","Escherichia phage D108",0.96607084304629,5.00355312738066e-12,"undirected"
"acrF","Escherichia phage D108",0.96607084304629,5.00355312738066e-12,"undirected"
"arnA","Escherichia phage D108",0.870826411137777,5.89548554419395e-07,"undirected"
"crp","Escherichia phage D108",0.753531643931231,0.000125008697199114,"undirected"
"emrA","Escherichia phage D108",0.96607084304629,5.00355312738066e-12,"undirected"
"evgS","Escherichia phage D108",0.810947129489732,1.44202979595054e-05,"undirected"
"mdfA","Escherichia phage D108",0.96607084304629,5.00355312738066e-12,"undirected"
"mdtB","Escherichia phage D108",0.96607084304629,5.00355312738066e-12,"undirected"
"mdtD","Escherichia phage D108",0.96607084304629,5.00355312738066e-12,"undirected"
"mdtK","Escherichia phage D108",0.857433486333359,1.3612044669209e-06,"undirected"
"pbp2","Escherichia phage D108",0.885501089904304,2.10539883749306e-07,"undirected"
"pmrA","Escherichia phage D108",0.96607084304629,5.00355312738066e-12,"undirected"
"tolC","Escherichia phage D108",0.857428158218814,1.36163462416405e-06,"undirected"
"Enterobacteria phage IME10","Escherichia phage D108",0.893420742401784,1.13803263701584e-07,"undirected"
"acrS","Escherichia virus phiV10",0.992111791868317,0,"undirected"
"cfxA2","Escherichia virus phiV10",0.992111791868317,0,"undirected"
"Enterobacteria phage vB_EcoP_ACG-C91","Escherichia virus phiV10",0.992111791868317,0,"undirected"
"Plasmid 38606113","Escherichia virus pro147",0.999217313507421,0,"undirected"
"ant6 Ib","Escherichia virus pro147",0.999217313507421,0,"undirected"
"blaAmpC","Escherichia virus pro147",0.761450708479382,9.6171913693599e-05,"undirected"
"mdtN","Escherichia virus pro147",0.999217313507421,0,"undirected"
"tetA","Escherichia virus pro147",0.999217313507421,0,"undirected"
"Enterobacteria phage HK140","Escherichia virus pro147",0.999217313507421,0,"undirected"
"Escherichia virus HK629","Escherichia virus pro147",0.999217313507421,0,"undirected"
"Escherichia virus HK633","Escherichia virus pro147",0.999217313507421,0,"undirected"
"Escherichia virus mEpX2","Escherichia virus pro147",0.999217313507421,0,"undirected"
"acrS","Escherichia virus pro483",0.90512186085357,4.17532222130035e-08,"undirected"
"cfxA2","Escherichia virus pro483",0.90512186085357,4.17532222130035e-08,"undirected"
"Enterobacteria phage vB_EcoP_ACG-C91","Escherichia virus pro483",0.90512186085357,4.17532222130035e-08,"undirected"
"Escherichia virus phiV10","Escherichia virus pro483",0.917297394732336,1.26950272516524e-08,"undirected"
"astA","Escherichia virus HK97",0.94560880163339,3.24551940877882e-10,"undirected"
"emrR","Escherichia virus HK97",0.884432118165447,2.27982442702057e-07,"undirected"
"mdtL","Escherichia virus HK97",0.900194655852445,6.46472706478107e-08,"undirected"
"pmrB","Escherichia virus HK97",1,0,"undirected"
"tetX","Escherichia virus HK97",0.842298589148146,3.18458127690491e-06,"undirected"
"Enterobacteria phage SfI","Escherichia virus HK97",0.889766315385845,1.52035941614059e-07,"undirected"
"acrS","Escherichia virus K1-5",1,0,"undirected"
"cfxA2","Escherichia virus K1-5",1,0,"undirected"
"Enterobacteria phage vB_EcoP_ACG-C91","Escherichia virus K1-5",1,0,"undirected"
"Escherichia virus phiV10","Escherichia virus K1-5",0.992111791868317,0,"undirected"
"Escherichia virus pro483","Escherichia virus K1-5",0.90512186085357,4.17532222130035e-08,"undirected"
"acrS","Escherichia virus K1E",1,0,"undirected"
"cfxA2","Escherichia virus K1E",1,0,"undirected"
"Enterobacteria phage vB_EcoP_ACG-C91","Escherichia virus K1E",1,0,"undirected"
"Escherichia virus phiV10","Escherichia virus K1E",0.992111791868317,0,"undirected"
"Escherichia virus pro483","Escherichia virus K1E",0.90512186085357,4.17532222130035e-08,"undirected"
"Escherichia virus K1-5","Escherichia virus K1E",1,0,"undirected"
"traE","Escherichia virus P2",0.771264994242937,6.85201678964908e-05,"undirected"
"lacY","Escherichia virus P2",0.771264994242937,6.85201678964908e-05,"undirected"
"traA","Escherichia virus P2",0.771264994242937,6.85201678964908e-05,"undirected"
"exc1","Escherichia virus P2",0.771264994242937,6.85201678964908e-05,"undirected"
"Rom","Escherichia virus P2",0.771264994242937,6.85201678964908e-05,"undirected"
"Plasmid 4775492","Escherichia virus P2",0.771264994242937,6.85201678964908e-05,"undirected"
"tnp","Escherichia virus P2",0.771264994242937,6.85201678964908e-05,"undirected"
"acrF","Escherichia virus P2",0.771264994242937,6.85201678964908e-05,"undirected"
"emrA","Escherichia virus P2",0.771264994242937,6.85201678964908e-05,"undirected"
"mdfA","Escherichia virus P2",0.771264994242937,6.85201678964908e-05,"undirected"
"mdtB","Escherichia virus P2",0.771264994242937,6.85201678964908e-05,"undirected"
"mdtD","Escherichia virus P2",0.771264994242937,6.85201678964908e-05,"undirected"
"mdtL","Escherichia virus P2",0.86642660116637,7.83718634433939e-07,"undirected"
"pbp2","Escherichia virus P2",0.947491452359586,2.38016495401894e-10,"undirected"
"pmrA","Escherichia virus P2",0.771264994242937,6.85201678964908e-05,"undirected"
"Enterobacteria phage BP-4795","Escherichia virus P2",0.945483678816884,3.31180860513314e-10,"undirected"
"Plasmid 38606113","Escherichia virus Wphi",0.910254615346251,2.58017438525826e-08,"undirected"
"ant6 Ib","Escherichia virus Wphi",0.910254615346251,2.58017438525826e-08,"undirected"
"mdtN","Escherichia virus Wphi",0.910254615346251,2.58017438525826e-08,"undirected"
"tetA","Escherichia virus Wphi",0.910254615346251,2.58017438525826e-08,"undirected"
"Enterobacteria phage HK140","Escherichia virus Wphi",0.910254615346251,2.58017438525826e-08,"undirected"
"Escherichia virus HK629","Escherichia virus Wphi",0.910254615346251,2.58017438525826e-08,"undirected"
"Escherichia virus HK633","Escherichia virus Wphi",0.910254615346251,2.58017438525826e-08,"undirected"
"Escherichia virus mEpX2","Escherichia virus Wphi",0.910254615346251,2.58017438525826e-08,"undirected"
"Escherichia virus pro147","Escherichia virus Wphi",0.913688255444898,1.83967667766183e-08,"undirected"
"acrS","Lactobacillus phage LfeSau",1,0,"undirected"
"cfxA2","Lactobacillus phage LfeSau",1,0,"undirected"
"Enterobacteria phage vB_EcoP_ACG-C91","Lactobacillus phage LfeSau",1,0,"undirected"
"Escherichia virus phiV10","Lactobacillus phage LfeSau",0.992111791868317,0,"undirected"
"Escherichia virus pro483","Lactobacillus phage LfeSau",0.90512186085357,4.17532222130035e-08,"undirected"
"Escherichia virus K1-5","Lactobacillus phage LfeSau",1,0,"undirected"
"Escherichia virus K1E","Lactobacillus phage LfeSau",1,0,"undirected"
"Plasmid 38606113","Lactobacillus phage Lrm1",1,0,"undirected"
