"Label","Target","Correlation","p","Type"
"mdtH","Escherichia virus phiV10",1,0,"undirected"
"Enterobacteria phage P4","Escherichia virus phiV10",0.901186760461184,5.93089455325213e-08,"undirected"
"Enterobacteria phage SfI","Escherichia virus phiV10",0.933899107155223,1.79726900029209e-09,"undirected"
"Enterobacteria phage SfV","Escherichia virus phiV10",0.95831744338782,3.10020897842378e-11,"undirected"
"Escherichia phage TL-2011b","Escherichia virus phiV10",0.797462385173699,2.54294306476499e-05,"undirected"
"cfxA 2366","Escherichia virus pro147",0.780129648571501,4.97275891861992e-05,"undirected"
"pmrF","Escherichia virus pro147",1,0,"undirected"
"astA","Escherichia virus pro483",0.816986843021451,1.10228920067179e-05,"undirected"
"cpxA","Escherichia virus pro483",0.981724427140687,2.02060590481778e-14,"undirected"
"evgA","Escherichia virus pro483",0.916141413442642,1.43224241355711e-08,"undirected"
"marA","Escherichia virus pro483",0.981724427140687,2.02060590481778e-14,"undirected"
"pmrA","Escherichia virus pro483",0.812300314157071,1.35891110022435e-05,"undirected"
"pmrB","Escherichia virus pro483",0.981724427140687,2.02060590481778e-14,"undirected"
"Enterobacteria phage HK140","Escherichia virus pro483",0.981724427140687,2.02060590481778e-14,"undirected"
"Enterobacteria phage IME10","Escherichia virus pro483",0.895836046763684,9.34344037695212e-08,"undirected"
"Enterobacteria phage Sf101","Escherichia virus pro483",0.813439253548025,1.29220562710142e-05,"undirected"
"Enterobacteria phage cdtI","Escherichia virus pro483",0.943273746503872,4.69727368113126e-10,"undirected"
"Enterobacteria phage mEp460","Escherichia virus pro483",0.928229611493408,3.69086960994025e-09,"undirected"
"baeS","Escherichia virus P2",0.99914733859811,0,"undirected"
"tolC","Escherichia virus P2",0.802194344184799,2.09410806184529e-05,"undirected"
"Enterobacteria phage YYZ-2008","Escherichia virus P2",0.804704908526727,1.88514568044695e-05,"undirected"
"2024 Branch","Lactobacillus phage phiAT3",1,0,"undirected"
"tnp","Seunavirus_u_s",1,0,"undirected"
"acrE","Seunavirus_u_s",1,0,"undirected"
"mdtO","Seunavirus_u_s",1,0,"undirected"
"pbp4","Seunavirus_u_s",1,0,"undirected"
"Escherichia virus If1","Seunavirus_u_s",1,0,"undirected"
"Escherichia virus fiAA91ss","Seunavirus_u_s",0.993849827610476,0,"undirected"
"astA","Salmonella phage RE-2010",0.982424013588902,1.4210854715202e-14,"undirected"
"crp","Salmonella phage RE-2010",0.944078141382973,4.14296597028851e-10,"undirected"
"evgA","Salmonella phage RE-2010",0.919789080168691,9.72959557365982e-09,"undirected"
"Enterobacteria phage IME10","Salmonella phage RE-2010",0.929716125384741,3.07409475652776e-09,"undirected"
"Enterobacteria phage SfV","Salmonella phage RE-2010",0.797158417532483,2.57442149123044e-05,"undirected"
"Enterobacteria phage cdtI","Salmonella phage RE-2010",0.800759203679897,2.222341754754e-05,"undirected"
"astA","Salmonella virus SJ46",0.772106067328217,6.6507594200127e-05,"undirected"
"cpxA","Salmonella virus SJ46",0.999913825337659,0,"undirected"
"evgA","Salmonella virus SJ46",0.890104554492276,1.48077396344704e-07,"undirected"
"marA","Salmonella virus SJ46",0.999913825337659,0,"undirected"
"pmrA","Salmonella virus SJ46",0.774623846185132,6.07841537214604e-05,"undirected"
"pmrB","Salmonella virus SJ46",0.999913825337659,0,"undirected"
"Enterobacteria phage HK140","Salmonella virus SJ46",0.999913825337659,0,"undirected"
"Enterobacteria phage IME10","Salmonella virus SJ46",0.867756934359499,7.19843202823256e-07,"undirected"
"Enterobacteria phage Sf101","Salmonella virus SJ46",0.838674038249305,3.85303204541998e-06,"undirected"
"Enterobacteria phage cdtI","Salmonella virus SJ46",0.92553161797673,5.09351494315524e-09,"undirected"
"Enterobacteria phage mEp460","Salmonella virus SJ46",0.938485475980023,9.57001589085849e-10,"undirected"
"Escherichia virus pro483","Salmonella virus SJ46",0.981389584697021,2.37587727269783e-14,"undirected"
"astA","Salmonella virus HK620",0.881806314081101,2.76312576596993e-07,"undirected"
"Plasmid 38606113","Salmonella virus HK620",0.826253345492578,7.15888341318305e-06,"undirected"
"crp","Salmonella virus HK620",0.951896176317391,1.09948050663888e-10,"undirected"
"evgA","Salmonella virus HK620",0.780906667457612,4.83165195246382e-05,"undirected"
"mdtH","Salmonella virus HK620",0.826253345492578,7.15888341318305e-06,"undirected"
"Enterobacteria phage IME10","Salmonella virus HK620",0.825523541763838,7.41308742568947e-06,"undirected"
"Enterobacteria phage SfI","Salmonella virus HK620",0.756010603927092,0.000115276156182897,"undirected"
"Enterobacteria phage SfV","Salmonella virus HK620",0.855296311230151,1.54357937631744e-06,"undirected"
"Escherichia virus phiV10","Salmonella virus HK620",0.826253345492578,7.15888341318305e-06,"undirected"
"Salmonella phage RE-2010","Salmonella virus HK620",0.936586131610993,1.24946186730313e-09,"undirected"
"Plasmid 38606113","Shigella phage SfII",1,0,"undirected"
"crp","Shigella phage SfII",0.916375782727805,1.39783828956297e-08,"undirected"
"mdtH","Shigella phage SfII",1,0,"undirected"
"Enterobacteria phage P4","Shigella phage SfII",0.901186760461184,5.93089455325213e-08,"undirected"
"Enterobacteria phage SfI","Shigella phage SfII",0.933899107155223,1.79726900029209e-09,"undirected"
"Enterobacteria phage SfV","Shigella phage SfII",0.95831744338782,3.10020897842378e-11,"undirected"
"Escherichia phage TL-2011b","Shigella phage SfII",0.797462385173698,2.54294306476499e-05,"undirected"
"Escherichia virus phiV10","Shigella phage SfII",1,0,"undirected"
"Salmonella virus HK620","Shigella phage SfII",0.826253345492578,7.15888341318305e-06,"undirected"
"cpxA","Shigella phage SfIV",0.780837108284009,4.84414154384716e-05,"undirected"
"marA","Shigella phage SfIV",0.780837108284009,4.84414154384716e-05,"undirected"
"pmrB","Shigella phage SfIV",0.780837108284009,4.84414154384716e-05,"undirected"
"Enterobacteria phage HK140","Shigella phage SfIV",0.780837108284009,4.84414154384716e-05,"undirected"
"Enterobacteria phage YYZ-2008","Shigella phage SfIV",0.875065107597849,4.43716779319203e-07,"undirected"
"Escherichia virus pro483","Shigella phage SfIV",0.848821561708826,2.2327324074034e-06,"undirected"
"Salmonella virus SJ46","Shigella phage SfIV",0.780314183374541,4.93892949822161e-05,"undirected"
"astA","Shigella virus Sf6",0.857484081141377,1.35712568227753e-06,"undirected"
"cpxA","Shigella virus Sf6",0.985127280385293,3.10862446895044e-15,"undirected"
"emrB","Shigella virus Sf6",0.760200977899874,0.000100300760441652,"undirected"
"evgA","Shigella virus Sf6",0.946309408750838,2.89554602517228e-10,"undirected"
"marA","Shigella virus Sf6",0.985127280385292,3.10862446895044e-15,"undirected"
"pmrA","Shigella virus Sf6",0.755305960802448,0.000117974041988989,"undirected"
"pmrB","Shigella virus Sf6",0.985127280385292,3.10862446895044e-15,"undirected"
"Enterobacteria phage HK140","Shigella virus Sf6",0.985127280385292,3.10862446895044e-15,"undirected"
"Enterobacteria phage IME10","Shigella virus Sf6",0.928705402914843,3.48254980409024e-09,"undirected"
"Enterobacteria phage Sf101","Shigella virus Sf6",0.819502527846408,9.82760822298978e-06,"undirected"
"Enterobacteria phage cdtI","Shigella virus Sf6",0.951112643181925,1.26791466215082e-10,"undirected"
"Enterobacteria phage mEp460","Shigella virus Sf6",0.941523456674357,6.13508355229442e-10,"undirected"
"Escherichia virus pro483","Shigella virus Sf6",0.979974664020773,4.57411886145564e-14,"undirected"
"Salmonella virus SJ46","Shigella virus Sf6",0.984869568448295,3.77475828372553e-15,"undirected"
"Shigella phage SfIV","Shigella virus Sf6",0.760999778338654,9.76445173130891e-05,"undirected"
"Plasmid 38606113","Stx2-converting phage 1717",0.914855522012856,1.63460693869411e-08,"undirected"
"crp","Stx2-converting phage 1717",0.902366371498183,5.34689506004327e-08,"undirected"
"mdtH","Stx2-converting phage 1717",0.914855522012856,1.63460693869411e-08,"undirected"
"Enterobacteria phage P4","Stx2-converting phage 1717",0.811166681011726,1.42825167430694e-05,"undirected"
"Enterobacteria phage SfI","Stx2-converting phage 1717",0.84342067398805,2.99928981983832e-06,"undirected"
"Enterobacteria phage SfV","Stx2-converting phage 1717",0.893518006122283,1.1291332269181e-07,"undirected"
"Escherichia virus phiV10","Stx2-converting phage 1717",0.914855522012856,1.63460693869411e-08,"undirected"
"Salmonella phage RE-2010","Stx2-converting phage 1717",0.779465547449968,5.0961630925439e-05,"undirected"
"Salmonella virus HK620","Stx2-converting phage 1717",0.827497090286859,6.74310183046423e-06,"undirected"
"Shigella phage SfII","Stx2-converting phage 1717",0.914855522012856,1.63460693869411e-08,"undirected"
"astA","Stx2-converting phage 86",0.772635662649765,6.52666414495684e-05,"undirected"
"cpxA","Stx2-converting phage 86",1,0,"undirected"
"evgA","Stx2-converting phage 86",0.890513107499021,1.43416777120819e-07,"undirected"
"marA","Stx2-converting phage 86",1,0,"undirected"
"pmrA","Stx2-converting phage 86",0.775151416205318,5.96402395118822e-05,"undirected"
"pmrB","Stx2-converting phage 86",1,0,"undirected"
"Enterobacteria phage HK140","Stx2-converting phage 86",1,0,"undirected"
"Enterobacteria phage IME10","Stx2-converting phage 86",0.868261655413495,6.96829287605283e-07,"undirected"
"Enterobacteria phage Sf101","Stx2-converting phage 86",0.839143040533347,3.76018018277691e-06,"undirected"
"Enterobacteria phage cdtI","Stx2-converting phage 86",0.926182251666062,4.71809968871639e-09,"undirected"
"Enterobacteria phage mEp460","Stx2-converting phage 86",0.938902354989235,9.01576813205907e-10,"undirected"
"Escherichia virus pro483","Stx2-converting phage 86",0.981724427140687,2.02060590481778e-14,"undirected"
"Salmonella virus SJ46","Stx2-converting phage 86",0.999913825337659,0,"undirected"
"Shigella phage SfIV","Stx2-converting phage 86",0.780837108284009,4.84414154384716e-05,"undirected"
"Shigella virus Sf6","Stx2-converting phage 86",0.985127280385292,3.10862446895044e-15,"undirected"
"Actinobacteria_u_g","Alphaproteobacteria_u_g",0.882563931529207,2.61523762645766e-07,"undirected"
"Plasmid 38606113","Anaerococcus",1,0,"undirected"
"crp","Anaerococcus",0.916375782727806,1.39783828956297e-08,"undirected"
"mdtH","Anaerococcus",1,0,"undirected"
"Enterobacteria phage P4","Anaerococcus",0.901186760461184,5.93089455325213e-08,"undirected"
"Enterobacteria phage SfI","Anaerococcus",0.933899107155223,1.79726900029209e-09,"undirected"
"Enterobacteria phage SfV","Anaerococcus",0.95831744338782,3.10020897842378e-11,"undirected"
"Escherichia phage TL-2011b","Anaerococcus",0.797462385173698,2.54294306476499e-05,"undirected"
"Escherichia virus phiV10","Anaerococcus",1,0,"undirected"
"Salmonella virus HK620","Anaerococcus",0.826253345492578,7.15888341318305e-06,"undirected"
"Shigella phage SfII","Anaerococcus",1,0,"undirected"
"Stx2-converting phage 1717","Anaerococcus",0.914855522012856,1.63460693869411e-08,"undirected"
"int","Brachyspira",0.868895104086784,6.68858548991125e-07,"undirected"
"m 2021 Branch","Brachyspira",0.948919021053879,1.86702875382139e-10,"undirected"
"tetX","Brachyspira",0.795684644459092,2.73187014516729e-05,"undirected"
"mdtP","Candidatus Phytoplasma",0.862456270637943,1.00477794751086e-06,"undirected"
"Enterobacteria phage BP-4795","Candidatus Phytoplasma",0.802644320215723,2.05524444578664e-05,"undirected"
"transposon 46242809","Collinsella",0.752751112038952,0.000128215462577241,"undirected"
"blaCMY 27","Collinsella",0.949800616637343,1.60144342231661e-10,"undirected"
"cmy-13","Collinsella",0.793237887947783,3.01168340457458e-05,"undirected"
"cfxA 2366","Cutibacterium",0.780129648571501,4.97275891861992e-05,"undirected"
"pmrF","Cutibacterium",1,0,"undirected"
"Escherichia virus pro147","Cutibacterium",1,0,"undirected"
"tetBP","Desulfobulbus",0.99983473518386,0,"undirected"
"Actinobacteria_u_g","Desulfomicrobium",0.805862797867119,1.79502556783007e-05,"undirected"
"mdtP","Dorea",1,0,"undirected"
"Enterobacteria phage BP-4795","Dorea",0.941625406441112,6.04175820484443e-10,"undirected"
"Candidatus Phytoplasma","Dorea",0.862456270637943,1.00477794751086e-06,"undirected"
"tnp","Escherichia",0.937265233924075,1.13691944747529e-09,"undirected"
"acrE","Escherichia",0.937265233924076,1.13691944747529e-09,"undirected"
"mdtO","Escherichia",0.937265233924075,1.13691944747529e-09,"undirected"
"pbp4","Escherichia",0.937265233924076,1.13691944747529e-09,"undirected"
"Escherichia virus If1","Escherichia",0.937265233924076,1.13691944747529e-09,"undirected"
"Escherichia virus fiAA91ss","Escherichia",0.948558157441006,1.9865087352855e-10,"undirected"
"Seunavirus_u_s","Escherichia",0.937265233924076,1.13691944747529e-09,"undirected"
"cfxA6","Firmicutes_u_g",0.766948553788564,7.96952227823944e-05,"undirected"
"lnuC","Firmicutes_u_g",0.788461247824199,3.62999525562735e-05,"undirected"
"tetW","Firmicutes_u_g",0.827352336539431,6.79038675466259e-06,"undirected"
"Deinococcus-Thermus_u_g","Gordonia",1,0,"undirected"
"Cetobacterium","Halorubrum",1,0,"undirected"
"Anaeromyxobacter","Helcococcus",0.751391475653775,0.000133970130260286,"undirected"
"transposon 46242809","Holospora",0.815919410670771,1.15669987295064e-05,"undirected"
"blaCMY 27","Holospora",0.894566066545455,1.0370445213681e-07,"undirected"
"Collinsella","Holospora",0.884717802310851,2.23201135352014e-07,"undirected"
"lnuC","Lachnoclostridium",0.821133608654036,9.11425933058929e-06,"undirected"
"Butyricicoccus","Lachnoclostridium",0.7558376631219,0.000115933344859487,"undirected"
"Firmicutes_u_g","Lachnoclostridium",0.802575691201792,2.06113112926065e-05,"undirected"
"astA","Megasphaera",0.829227091139028,6.1997526619173e-06,"undirected"
"crp","Megasphaera",0.784743290807418,4.18439279195049e-05,"undirected"
"evgA","Megasphaera",0.781539798292331,4.71924228908627e-05,"undirected"
"Enterobacteria phage IME10","Megasphaera",0.784853756449533,4.16692449718425e-05,"undirected"
"Salmonella phage RE-2010","Megasphaera",0.839539910377394,3.68313779408602e-06,"undirected"
"Salmonella virus HK620","Megasphaera",0.769365800631372,7.32585154392673e-05,"undirected"
"Deinococcus-Thermus_u_g","Methylobacterium",1,0,"undirected"
"Gordonia","Methylobacterium",1,0,"undirected"
"Deinococcus-Thermus_u_g","Micrococcaceae_u_g",0.75985010454084,0.000101486997241995,"undirected"
"Gordonia","Micrococcaceae_u_g",0.75985010454084,0.000101486997241995,"undirected"
"Methylobacterium","Micrococcaceae_u_g",0.75985010454084,0.000101486997241995,"undirected"
"Deinococcus-Thermus_u_g","Micromonospora",1,0,"undirected"
"Gordonia","Micromonospora",1,0,"undirected"
"Methylobacterium","Micromonospora",1,0,"undirected"
"Micrococcaceae_u_g","Micromonospora",0.75985010454084,0.000101486997241995,"undirected"
"Plasmid 38606113","Microvirga",0.755645730417651,0.000116666467500304,"undirected"
"mdtH","Microvirga",0.755645730417651,0.000116666467500304,"undirected"
"Escherichia virus phiV10","Microvirga",0.755645730417651,0.000116666467500304,"undirected"
"Shigella phage SfII","Microvirga",0.755645730417651,0.000116666467500304,"undirected"
"Anaerococcus","Microvirga",0.755645730417651,0.000116666467500304,"undirected"
"Deinococcus-Thermus_u_g","Myxococcaceae_u_g",1,0,"undirected"
"Gordonia","Myxococcaceae_u_g",1,0,"undirected"
"Methylobacterium","Myxococcaceae_u_g",1,0,"undirected"
"Micrococcaceae_u_g","Myxococcaceae_u_g",0.75985010454084,0.000101486997241995,"undirected"
"Micromonospora","Myxococcaceae_u_g",1,0,"undirected"
"tnp","Olsenella",0.858175366254582,1.30245652685268e-06,"undirected"
"acrE","Olsenella",0.858175366254583,1.30245652685268e-06,"undirected"
"mdtO","Olsenella",0.858175366254583,1.30245652685268e-06,"undirected"
"pbp4","Olsenella",0.858175366254583,1.30245652685268e-06,"undirected"
"Escherichia virus If1","Olsenella",0.858175366254583,1.30245652685268e-06,"undirected"
"Escherichia virus fiAA91ss","Olsenella",0.847673684533392,2.37950863235525e-06,"undirected"
"Seunavirus_u_s","Olsenella",0.858175366254583,1.30245652685268e-06,"undirected"
"Escherichia","Olsenella",0.76509691295001,8.49494550740904e-05,"undirected"
"transposon 46242809","Paeniclostridium",0.82175617042628,8.85409591422359e-06,"undirected"
"blaCMY 27","Paeniclostridium",1,0,"undirected"
"cmy-13","Paeniclostridium",0.78604414917981,3.98264140437643e-05,"undirected"
"Collinsella","Paeniclostridium",0.949800616637344,1.60144342231661e-10,"undirected"
"Holospora","Paeniclostridium",0.894566066545455,1.0370445213681e-07,"undirected"
"tetAP","Peptostreptococcus",0.784745605372813,4.18402613475699e-05,"undirected"
"cfxA 2366","Propionibacteriaceae_u_g",0.780129648571501,4.97275891861992e-05,"undirected"
"pmrF","Propionibacteriaceae_u_g",1,0,"undirected"
"Escherichia virus pro147","Propionibacteriaceae_u_g",1,0,"undirected"
"Cutibacterium","Propionibacteriaceae_u_g",1,0,"undirected"
"Actinobacteria_u_g","Rickettsiales_u_g",0.796722466841365,2.62015614396205e-05,"undirected"
"cmy-13","Saccharomonospora",0.824939445294461,7.62215664273924e-06,"undirected"
"Geobacillus","Saccharomonospora",0.786242785118909,3.95258639267482e-05,"undirected"
"blaCMY 27","Saccharopolyspora",0.757202208755014,0.0001108342876881,"undirected"
"Collinsella","Saccharopolyspora",0.814876780920969,1.21208169159281e-05,"undirected"
"Geobacillus","Saccharopolyspora",0.79262980562324,3.08494957914629e-05,"undirected"
"Paeniclostridium","Saccharopolyspora",0.757202208755015,0.0001108342876881,"undirected"
"astA","Shigella",0.88318839246183,2.4986066105015e-07,"undirected"
"cpxA","Shigella",0.933368351463806,1.92760829520466e-09,"undirected"
"emrB","Shigella",0.859690396019191,1.18932542325645e-06,"undirected"
"evgA","Shigella",0.947297031048633,2.45890641181745e-10,"undirected"
"marA","Shigella",0.933368351463806,1.92760829520466e-09,"undirected"
"pmrA","Shigella",0.784329791374614,4.25034324658125e-05,"undirected"
"pmrB","Shigella",0.933368351463806,1.92760829520466e-09,"undirected"
"Enterobacteria phage HK140","Shigella",0.933368351463806,1.92760829520466e-09,"undirected"
"Enterobacteria phage IME10","Shigella",0.931568775099225,2.43381492737171e-09,"undirected"
"Enterobacteria phage Sf101","Shigella",0.758815417287955,0.000105055529162623,"undirected"
"Enterobacteria phage cdtI","Shigella",0.951881751342486,1.1023937318555e-10,"undirected"
"Enterobacteria phage mEp460","Shigella",0.896882548335616,8.56542905491864e-08,"undirected"
"Escherichia virus pro483","Shigella",0.967395229846591,3.5136338283337e-12,"undirected"
"Salmonella phage RE-2010","Shigella",0.793868970523333,2.93724162165887e-05,"undirected"
"Salmonella virus SJ46","Shigella",0.932698655765457,2.10392525623604e-09,"undirected"
"Shigella phage SfIV","Shigella",0.794687753783062,2.84303381472562e-05,"undirected"
"Shigella virus Sf6","Shigella",0.955740089899524,5.26978460868577e-11,"undirected"
"Stx2-converting phage 86","Shigella",0.933368351463806,1.92760829520466e-09,"undirected"
"tnp","Slackia",1,0,"undirected"
"acrE","Slackia",1,0,"undirected"
"mdtO","Slackia",1,0,"undirected"
"pbp4","Slackia",1,0,"undirected"
"Escherichia virus If1","Slackia",1,0,"undirected"
"Escherichia virus fiAA91ss","Slackia",0.993849827610476,0,"undirected"
"Seunavirus_u_s","Slackia",1,0,"undirected"
"Escherichia","Slackia",0.937265233924076,1.13691944747529e-09,"undirected"
"Olsenella","Slackia",0.858175366254583,1.30245652685268e-06,"undirected"
"Plasmid 38606113","Sporolactobacillus",1,0,"undirected"
"crp","Sporolactobacillus",0.916375782727806,1.39783828956297e-08,"undirected"
"mdtH","Sporolactobacillus",1,0,"undirected"
"Enterobacteria phage P4","Sporolactobacillus",0.901186760461184,5.93089455325213e-08,"undirected"
"Enterobacteria phage SfI","Sporolactobacillus",0.933899107155223,1.79726900029209e-09,"undirected"
"Enterobacteria phage SfV","Sporolactobacillus",0.95831744338782,3.10020897842378e-11,"undirected"
"Escherichia phage TL-2011b","Sporolactobacillus",0.797462385173699,2.54294306476499e-05,"undirected"
"Escherichia virus phiV10","Sporolactobacillus",1,0,"undirected"
"Salmonella virus HK620","Sporolactobacillus",0.826253345492578,7.15888341318305e-06,"undirected"
"Shigella phage SfII","Sporolactobacillus",1,0,"undirected"
"Stx2-converting phage 1717","Sporolactobacillus",0.914855522012856,1.63460693869411e-08,"undirected"
