"Label","id","Abundance","Type","Class","Gene"
"Escherichia virus P2",177,352.19,"Phage","Myoviridae","Escherichia virus P2"
"Escherichia virus Wphi",178,215.27,"Phage","Myoviridae","Escherichia virus Wphi"
"Lactobacillus phage LfeSau",179,0,"Phage","Siphoviridae","Lactobacillus phage LfeSau"
"Lactobacillus phage Lrm1",180,0,"Phage","Siphoviridae","Lactobacillus phage Lrm1"
"Lactobacillus phage iA2",181,0,"Phage","Siphoviridae","Lactobacillus phage iA2"
"Lactobacillus phage phiAT3",182,23.44,"Phage","Siphoviridae","Lactobacillus phage phiAT3"
"Lactococcus phage Tuc2009",183,0,"Phage","Siphoviridae","Lactococcus phage Tuc2009"
"Mycobacterium phage Enkosi",184,2.75,"Phage","Siphoviridae","Mycobacterium phage Enkosi"
"Seunavirus_u_s",185,0.74,"Phage","Myoviridae","Seunavirus_u_s"
"Salmonella phage BP12B",186,0,"Phage","Autographiviridae","Salmonella phage BP12B"
"Salmonella virus FSLSP004",187,156.54,"Phage","Myoviridae","Salmonella virus FSLSP004"
"Salmonella virus SP31",188,0,"Phage","Siphoviridae","Salmonella virus SP31"
"Salmonella phage RE-2010",189,86.3,"Phage","Myoviridae","Salmonella phage RE-2010"
"Salmonella phage SEN1",190,0,"Phage","Myoviridae","Salmonella phage SEN1"
"Salmonella virus SJ46",191,121.34,"Phage","Myoviridae","Salmonella virus SJ46"
"Salmonella virus SPN3US",192,0,"Phage","Myoviridae","Salmonella virus SPN3US"
"Salmonella phage g341c",193,0,"Phage","Podoviridae","Salmonella phage g341c"
"Salmonella phage vB_SemP_Emek",194,0,"Phage","Podoviridae","Salmonella phage vB_SemP_Emek"
"Salmonella virus HK620",195,0,"Phage","Podoviridae","Salmonella virus HK620"
"Salmonella virus PsP3",196,0,"Phage","Myoviridae","Salmonella virus PsP3"
"Shigella phage SfII",197,78.81,"Phage","Myoviridae","Shigella phage SfII"
"Shigella phage SfIV",198,242.56,"Phage","Myoviridae","Shigella phage SfIV"
"Shigella virus SfMu",199,215.26,"Phage","Myoviridae","Shigella virus SfMu"
"Shigella virus Sf6",200,6.79,"Phage","Podoviridae","Shigella virus Sf6"
"Streptococcus phage 20617",201,0,"Phage","Siphoviridae","Streptococcus phage 20617"
"Stx2-converting phage 1717",202,335.95,"Phage","Siphoviridae","Stx2-converting phage 1717"
"Stx2-converting phage 86",203,21.53,"Phage","Podoviridae","Stx2-converting phage 86"
"Punavirus_u_s",204,35.98,"Phage","Myoviridae","Punavirus_u_s"
"Candidatus Phytoplasma",205,1.51,"Taxa","Acholeplasmataceae","Candidatus Phytoplasma"
"Succiniclasticum",206,0,"Taxa","Acidaminococcaceae","Succiniclasticum"
"Acidithiobacillus",207,3.45,"Taxa","Acidithiobacillaceae","Acidithiobacillus"
"Actinobacteria_u_g",208,16.1,"Taxa","Actinobacteria_u_f","Actinobacteria_u_g"
"Thermobispora",209,0,"Taxa","Actinobacteria_u_f","Thermobispora"
"Taylorella",210,0,"Taxa","Alcaligenaceae","Taylorella"
"Alphaproteobacteria_u_g",211,5.47,"Taxa","Alphaproteobacteria_u_f","Alphaproteobacteria_u_g"
"Anaeromyxobacter",212,1.42,"Taxa","Anaeromyxobacteraceae","Anaeromyxobacter"
"Atopobium",213,4265.94,"Taxa","Atopobiaceae","Atopobium"
"Olsenella",214,1031.36,"Taxa","Atopobiaceae","Olsenella"
"Bacillus",215,360.31,"Taxa","Bacillaceae","Bacillus"
"Geobacillus",216,0,"Taxa","Bacillaceae","Geobacillus"
"Gemella",217,0,"Taxa","Bacillales_u_f","Gemella"
"Bacteroidales_u_g",218,49136.39,"Taxa","Bacteroidales_u_f","Bacteroidales_u_g"
"Brachyspira",219,2.46,"Taxa","Brachyspiraceae","Brachyspira"
"Ochrobactrum",220,8.7,"Taxa","Brucellaceae","Ochrobactrum"
"Campylobacter",221,2.52,"Taxa","Campylobacteraceae","Campylobacter"
"Candidatus Paracaedibacteraceae_u_g",222,0,"Taxa","Candidatus Paracaedibacteraceae","Candidatus Paracaedibacteraceae_u_g"
"Cardiobacterium",223,0,"Taxa","Cardiobacteriaceae","Cardiobacterium"
"Catabacter",224,2115.44,"Taxa","Catabacteriaceae","Catabacter"
"Alkaliphilus",225,0,"Taxa","Clostridiaceae","Alkaliphilus"
"Butyricicoccus",226,243.85,"Taxa","Clostridiaceae","Butyricicoccus"
"Caloramator",227,21.3,"Taxa","Clostridiaceae","Caloramator"
"Clostridiales Family XIII. Incertae Sedis_u_g",228,12590.06,"Taxa","Clostridiales Family XIII. Incertae Sedis","Clostridiales Family XIII. Incertae Sedis_u_g"
"Mogibacterium",229,48.31,"Taxa","Clostridiales Family XIII. Incertae Sedis","Mogibacterium"
"Thermaerobacter",230,4.7,"Taxa","Clostridiales Family XVII. Incertae Sedis","Thermaerobacter"
"Collinsella",231,864.86,"Taxa","Coriobacteriaceae","Collinsella"
"Corynebacterium",232,797.23,"Taxa","Corynebacteriaceae","Corynebacterium"
"Cytophaga",233,0,"Taxa","Cytophagaceae","Cytophaga"
"Runella",234,0,"Taxa","Cytophagaceae","Runella"
"Deinococcus-Thermus_u_g",235,0,"Taxa","Deinococcus-Thermus_u_f","Deinococcus-Thermus_u_g"
"Desulfobulbus",236,0,"Taxa","Desulfobulbaceae","Desulfobulbus"
"Desulfomicrobium",237,2.44,"Taxa","Desulfomicrobiaceae","Desulfomicrobium"
"Hippea",238,0,"Taxa","Desulfurellaceae","Hippea"
"Slackia",239,318.3,"Taxa","Eggerthellaceae","Slackia"
"Escherichia",240,840.57,"Taxa","Enterobacteriaceae","Escherichia"
"Leclercia",241,0,"Taxa","Enterobacteriaceae","Leclercia"
"Salmonella",242,0,"Taxa","Enterobacteriaceae","Salmonella"
"Shigella",243,145.16,"Taxa","Enterobacteriaceae","Shigella"
"Erysipelotrichaceae_u_g",244,5225.04,"Taxa","Erysipelotrichaceae","Erysipelotrichaceae_u_g"
"Kandleria",245,2156.34,"Taxa","Erysipelotrichaceae","Kandleria"
"Turicibacter",246,5180.41,"Taxa","Erysipelotrichaceae","Turicibacter"
"Ferrimonas",247,0,"Taxa","Ferrimonadaceae","Ferrimonas"
"Firmicutes_u_g",248,1111.17,"Taxa","Firmicutes_u_f","Firmicutes_u_g"
"Imtechella",249,0,"Taxa","Flavobacteriaceae","Imtechella"
"Flavobacteriales_u_g",250,0,"Taxa","Flavobacteriales_u_f","Flavobacteriales_u_g"
"Cetobacterium",251,10.93,"Taxa","Fusobacteriaceae","Cetobacterium"
"Glycomyces",252,0,"Taxa","Glycomycetaceae","Glycomyces"
"Gordonia",253,18.37,"Taxa","Gordoniaceae","Gordonia"
"Halorubrum",254,6.69,"Taxa","Halorubraceae","Halorubrum"
"Holophagaceae_u_g",255,1.03,"Taxa","Holophagaceae","Holophagaceae_u_g"
"Holospora",256,6.74,"Taxa","Holosporaceae","Holospora"
"Hungateiclostridiaceae_u_g",257,17.02,"Taxa","Hungateiclostridiaceae","Hungateiclostridiaceae_u_g"
"Coprococcus",258,554.59,"Taxa","Lachnospiraceae","Coprococcus"
"Dorea",259,434.7,"Taxa","Lachnospiraceae","Dorea"
"Lachnobacterium",260,261.24,"Taxa","Lachnospiraceae","Lachnobacterium"
"Lachnoclostridium",261,1218.56,"Taxa","Lachnospiraceae","Lachnoclostridium"
"Lachnospira",262,750.65,"Taxa","Lachnospiraceae","Lachnospira"
"Pseudobutyrivibrio",263,580,"Taxa","Lachnospiraceae","Pseudobutyrivibrio"
"Roseburia",264,1127.41,"Taxa","Lachnospiraceae","Roseburia"
"Shuttleworthia",265,15.43,"Taxa","Lachnospiraceae","Shuttleworthia"
"Tyzzerella",266,295.34,"Taxa","Lachnospiraceae","Tyzzerella"
"Methanosarcina",267,0,"Taxa","Methanosarcinaceae","Methanosarcina"
"Methylobacterium",268,0,"Taxa","Methylobacteriaceae","Methylobacterium"
"Microvirga",269,8.07,"Taxa","Methylobacteriaceae","Microvirga"
"Clavibacter",270,0,"Taxa","Microbacteriaceae","Clavibacter"
"Microbacterium",271,508.05,"Taxa","Microbacteriaceae","Microbacterium"
"Kocuria",272,70.41,"Taxa","Micrococcaceae","Kocuria"
"Micrococcaceae_u_g",273,8.19,"Taxa","Micrococcaceae","Micrococcaceae_u_g"
"Micromonospora",274,0,"Taxa","Micromonosporaceae","Micromonospora"
"Ureaplasma",275,7.09,"Taxa","Mycoplasmataceae","Ureaplasma"
"Myxococcaceae_u_g",276,2.91,"Taxa","Myxococcaceae","Myxococcaceae_u_g"
"Nitrospiraceae_u_g",277,1.11,"Taxa","Nitrospiraceae","Nitrospiraceae_u_g"
"Thermobifida",278,323.82,"Taxa","Nocardiopsaceae","Thermobifida"
"Opitutales_u_g",279,343.35,"Taxa","Opitutales_u_f","Opitutales_u_g"
"Saccharibacillus",280,0,"Taxa","Paenibacillaceae","Saccharibacillus"
"Gallibacterium",281,0,"Taxa","Pasteurellaceae","Gallibacterium"
"Desulfotomaculum",282,8.6,"Taxa","Peptococcaceae","Desulfotomaculum"
"Peptococcaceae_u_g",283,0,"Taxa","Peptococcaceae","Peptococcaceae_u_g"
"Anaerococcus",284,0,"Taxa","Peptoniphilaceae","Anaerococcus"
"Helcococcus",285,17.76,"Taxa","Peptoniphilaceae","Helcococcus"
"Parvimonas",286,10.54,"Taxa","Peptoniphilaceae","Parvimonas"
"Intestinibacter",287,280.43,"Taxa","Peptostreptococcaceae","Intestinibacter"
"Paeniclostridium",288,407.15,"Taxa","Peptostreptococcaceae","Paeniclostridium"
"Peptostreptococcaceae_u_g",289,566.76,"Taxa","Peptostreptococcaceae","Peptostreptococcaceae_u_g"
"Peptostreptococcus",290,166.68,"Taxa","Peptostreptococcaceae","Peptostreptococcus"
"Aminobacter",291,0,"Taxa","Phyllobacteriaceae","Aminobacter"
"Phyllobacteriaceae_u_g",292,0,"Taxa","Phyllobacteriaceae","Phyllobacteriaceae_u_g"
"Ureibacillus",293,25.99,"Taxa","Planococcaceae","Ureibacillus"
"Porphyromonas",294,141.3,"Taxa","Porphyromonadaceae","Porphyromonas"
"Acidipropionibacterium",295,62.02,"Taxa","Propionibacteriaceae","Acidipropionibacterium"
"Cutibacterium",296,0,"Taxa","Propionibacteriaceae","Cutibacterium"
"Propionibacteriaceae_u_g",297,0,"Taxa","Propionibacteriaceae","Propionibacteriaceae_u_g"
"Pseudonocardia",298,0,"Taxa","Pseudonocardiaceae","Pseudonocardia"
"Saccharomonospora",299,360.37,"Taxa","Pseudonocardiaceae","Saccharomonospora"
"Saccharopolyspora",300,92.87,"Taxa","Pseudonocardiaceae","Saccharopolyspora"
"Halocynthiibacter",301,0,"Taxa","Rhodobacteraceae","Halocynthiibacter"
"Thalassospira",302,0,"Taxa","Rhodospirillaceae","Thalassospira"
"Rickettsiales_u_g",303,0,"Taxa","Rickettsiales_u_f","Rickettsiales_u_g"
"Rikenellaceae_u_g",304,4.41,"Taxa","Rikenellaceae","Rikenellaceae_u_g"
"Anaerotruncus",305,0,"Taxa","Ruminococcaceae","Anaerotruncus"
"Ethanoligenens",306,5,"Taxa","Ruminococcaceae","Ethanoligenens"
"Megamonas",307,15.92,"Taxa","Selenomonadaceae","Megamonas"
"Selenomonadaceae_u_g",308,269.79,"Taxa","Selenomonadaceae","Selenomonadaceae_u_g"
"Shewanella",309,2.68,"Taxa","Shewanellaceae","Shewanella"
"Sphaerobacteraceae_u_g",310,0,"Taxa","Sphaerobacteraceae","Sphaerobacteraceae_u_g"
"Sphingobacteriaceae_u_g",311,0,"Taxa","Sphingobacteriaceae","Sphingobacteriaceae_u_g"
"Treponema",312,986.84,"Taxa","Spirochaetaceae","Treponema"
"Sporolactobacillus",313,6.39,"Taxa","Sporolactobacillaceae","Sporolactobacillus"
"Pelosinus",314,102.47,"Taxa","Sporomusaceae","Pelosinus"
"Staphylococcus",315,7.19,"Taxa","Staphylococcaceae","Staphylococcus"
"Succinatimonas",316,756.63,"Taxa","Succinivibrionaceae","Succinatimonas"
"Succinivibrio",317,87749.89,"Taxa","Succinivibrionaceae","Succinivibrio"
"Laceyella",318,0,"Taxa","Thermoactinomycetaceae","Laceyella"
"Thermoactinomyces",319,745.38,"Taxa","Thermoactinomycetaceae","Thermoactinomyces"
"Thermoanaerobacterales_u_g",320,27.43,"Taxa","Thermoanaerobacterales_u_f","Thermoanaerobacterales_u_g"
"Megasphaera",321,509.48,"Taxa","Veillonellaceae","Megasphaera"
"Veillonellaceae_u_g",322,379.1,"Taxa","Veillonellaceae","Veillonellaceae_u_g"
"Pseudoxanthomonas",323,4.22,"Taxa","Xanthomonadaceae","Pseudoxanthomonas"
"Xylella",324,0,"Taxa","Xanthomonadaceae","Xylella"
"Yersinia",325,0,"Taxa","Yersiniaceae","Yersinia"
