Id,Label,timeset,abundance,type,class,gene,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,pageranks,componentnumber,clustering,triangles,eigencentrality
53,arnA,,0,ARG,Polymyxin,arnA,0,0,0,0,0,0,0,0,23,0.000807,23,0,0,0
54,cpxR,,0,ARG,MDR,cpxR,25,21.052022,7,0.339583,0.444084,29.200073,0.05691,0.05691,21,0.005651,0,0.896667,269,0.339201
55,crp,,2360.17,ARG,MDR,crp,54,37.522735,7,0.382629,0.546334,1058.354347,0.19213,0.19213,21,0.010047,0,0.573026,820,1
56,acrS,,0,ARG,MDR,acrS,0,0,0,0,0,0,0,0,24,0.000807,24,0,0,0
57,phoP,,0,ARG,MDR,phoP,0,0,0,0,0,0,0,0,25,0.000807,25,0,0,0
58,baeS,,869.51,ARG,MDR,baeS,33,25.566361,7,0.346809,0.47118,397.982398,0.092577,0.092577,21,0.007371,0,0.626894,331,0.514904
59,cpxA,,1569.47,ARG,MDR,cpxA,34,30.212918,8,0.317739,0.451957,3.997376,0.156846,0.156846,17,0.006163,0,0.982175,551,0.77868
60,evgS,,0,ARG,MDR,evgS,16,13.403582,7,0.244378,0.326731,42.527949,0.000021,0.000021,131,0.006102,0,0.883333,106,0.036738
61,phoQ,,0,ARG,MDR,phoQ,34,30.212918,8,0.317739,0.451957,3.997376,0.156846,0.156846,17,0.006163,0,0.982175,551,0.77868
62,tetBP,,1259.55,ARG,Tetracycline,tetBP,4,2.214998,7,0.251932,0.293529,167.928332,0.000008,0.000008,131,0.003312,0,0,0,0.004428
63,tetL,,0,ARG,Tetracycline,tetL,34,30.212918,8,0.317739,0.451957,3.997376,0.156846,0.156846,17,0.006163,0,0.982175,551,0.77868
64,tetQ,,227806.23,ARG,Tetracycline,tetQ,1,0.539406,7,0.231534,0.252907,0,0.000013,0.000013,112,0.001551,0,0,0,0.000847
65,emrB,,2563.21,ARG,MDR,emrB,30,17.251259,8,0.309886,0.432428,277.040322,0.125543,0.125543,17,0.006499,0,0.818391,356,0.619909
66,mdtF,,0,ARG,MDR,mdtF,25,21.052022,7,0.339583,0.444084,29.200073,0.05691,0.05691,21,0.005651,0,0.896667,269,0.339201
67,88 Branch,,0,Virulence,Unknown,88 Branch,0,0,0,0,0,0,0,0,26,0.000807,26,0,0,0
68,int,,579.41,MGE,Plasmid,int,2,1.306424,8,0.217333,0.238278,0,0.000013,0.000013,131,0.002702,0,1,1,0.000959
69,rteC,,0,Virulence,Two-component system response regulator,rteC,0,0,0,0,0,0,0,0,27,0.000807,27,0,0,0
70,traE,,0,MGE,Plasmid,traE,0,0,0,0,0,0,0,0,28,0.000807,28,0,0,0
71,traF,,0,MGE,Plasmid,traF,4,3.285527,9,0.18091,0.225416,160,0,0,121,0.004051,0,0.666667,4,0.003394
72,transposon 46242809,,2927.8,MGE,Transposon,transposon 46242809,1,0.524344,9,0.175836,0.198661,0,0,0,112,0.001443,0,0,0,0.000878
73,transposon 46242811,,4452.61,MGE,Transposon,transposon 46242811,3,2.148685,7,0.251932,0.284224,189.553343,0.000434,0.000434,131,0.003365,0,0.333333,1,0.003651
74,cfxA 33413459,,184104.85,ARG,Beta-lactam,cfxA 33413459,6,3.564014,8,0.237609,0.28624,48.555227,0.000547,0.000547,112,0.004657,0,0.4,6,0.006394
75,colA,,0,Virulence,Collagenase,colA,34,30.212918,8,0.317739,0.451957,3.997376,0.156846,0.156846,17,0.006163,0,0.982175,551,0.77868
76,pfoA,,0,Virulence,Citolysis,pfoA,34,30.212918,8,0.317739,0.451957,3.997376,0.156846,0.156846,17,0.006163,0,0.982175,551,0.77868
77,repB,,0,MGE,Plasmid,repB,0,0,0,0,0,0,0,0,29,0.000807,29,0,0,0
78,tetL-Ef,,4524.1,ARG,Tetracycline,tetL-Ef,16,13.403582,7,0.244378,0.326731,42.527949,0.000021,0.000021,131,0.006102,0,0.883333,106,0.036738
79,aadE,,0,ARG,Aminoglycoside,aadE,0,0,0,0,0,0,0,0,30,0.000807,30,0,0,0
80,Transposon 807609,,0,MGE,Transposon,Transposon 807609,0,0,0,0,0,0,0,0,31,0.000807,31,0,0,0
81,astA,,993.24,Virulence,N-succinyltransferase,astA,0,0,0,0,0,0,0,0,32,0.000807,32,0,0,0
82,blc,,5157.49,ARG,Beta-lactam,blc,7,4.986196,7,0.263754,0.311919,0,0.000193,0.000193,131,0.003275,0,1,21,0.013926
83,cmy-13,,2474.33,ARG,Beta-lactam,cmy-13,11,6.671224,6,0.315891,0.373824,1202.039129,0.000063,0.000063,131,0.005884,0,0.436364,24,0.01418
84,lacY,,0,Virulence,Beta-galactosides,lacY,0,0,0,0,0,0,0,0,33,0.000807,33,0,0,0
85,lpfA,,0,Virulence,Fimbrial major protein,lpfA,0,0,0,0,0,0,0,0,34,0.000807,34,0,0,0
86,ompA,,0,Virulence,Peptidoglycan,ompA,34,30.212918,8,0.317739,0.451957,3.997376,0.156846,0.156846,17,0.006163,0,0.982175,551,0.77868
87,sugE,,3956.26,ARG,MDR,sugE,4,3.505254,8,0.188657,0.216616,0,0,0,104,0.004666,0,1,6,0.002059
88,traA,,0,MGE,Plasmid,traA,34,30.212918,8,0.317739,0.451957,3.997376,0.156846,0.156846,17,0.006163,0,0.982175,551,0.77868
89,yddA,,0,Virulence,Inner membrane ABC transporter,yddA,0,0,0,0,0,0,0,0,35,0.000807,35,0,0,0
90,blc 3334641,,5068.24,ARG,Beta-lactam,blc 3334641,8,7.275663,8,0.212794,0.259816,0,0.000011,0.000011,112,0.005556,0,1,28,0.007028
91,Plasmid 38606113,,1100.17,MGE,Plasmid,Plasmid 38606113,34,30.212918,8,0.317739,0.451957,3.997376,0.156846,0.156846,17,0.006163,0,0.982175,551,0.77868
92,exc1,,0,MGE,Plasmid,exc1,0,0,0,0,0,0,0,0,36,0.000807,36,0,0,0
93,Rom,,0,MGE,Plasmid,Rom,0,0,0,0,0,0,0,0,37,0.000807,37,0,0,0
94,Plasmid 4775492,,0,MGE,Plasmid,Plasmid 4775492,0,0,0,0,0,0,0,0,38,0.000807,38,0,0,0
95,tnp,,3485.82,MGE,Transposon,tnp,0,0,0,0,0,0,0,0,39,0.000807,39,0,0,0
96,MobA 32395281,,50496.93,MGE,Insertional sequence,MobA 32395281,4,2.30574,8,0.233524,0.273254,33.597735,0.000279,0.000279,112,0.00354,0,0,0,0.003224
97,cfxA 32395282,,80216.39,ARG,Beta-lactam,cfxA 32395282,4,2.661834,9,0.255486,0.314904,72.605221,0.004389,0.004389,112,0.003001,0,0.666667,4,0.023562
98,tetA,,0,ARG,Tetracycline,tetA,0,0,0,0,0,0,0,0,40,0.000807,40,0,0,0
99,fyuA,,0,Virulence,Biofilm,fyuA,0,0,0,0,0,0,0,0,41,0.000807,41,0,0,0
100,ybtP,,0,Virulence,Siderophore,ybtP,34,30.212918,8,0.317739,0.451957,3.997376,0.156846,0.156846,17,0.006163,0,0.982175,551,0.77868
101,Cronobacter phage vB_CsaP_GAP52,,9.76,Phage,Podoviridae,Cronobacter phage vB_CsaP_GAP52,0,0,0,0,0,0,0,0,42,0.000807,42,0,0,0
102,Karamvirus_u_s,,0,Phage,Myoviridae,Karamvirus_u_s,0,0,0,0,0,0,0,0,43,0.000807,43,0,0,0
103,Escherichia virus CC31,,0,Phage,Myoviridae,Escherichia virus CC31,0,0,0,0,0,0,0,0,44,0.000807,44,0,0,0
104,Enterobacteria phage BP-4795,,25.92,Phage,Siphoviridae,Enterobacteria phage BP-4795,38,26.38716,8,0.31286,0.459319,31.295533,0.162132,0.162132,17,0.006939,0,0.792319,557,0.817009
105,Escherichia virus HK106,,0,Phage,Siphoviridae,Escherichia virus HK106,0,0,0,0,0,0,0,0,45,0.000807,45,0,0,0
106,Enterobacteria phage HK140,,3.14,Phage,Siphoviridae,Enterobacteria phage HK140,0,0,0,0,0,0,0,0,46,0.000807,46,0,0,0
107,Escherichia virus HK544,,0,Phage,Siphoviridae,Escherichia virus HK544,34,30.212918,8,0.317739,0.451957,3.997376,0.156846,0.156846,17,0.006163,0,0.982175,551,0.77868
108,Escherichia virus HK629,,0,Phage,Siphoviridae,Escherichia virus HK629,0,0,0,0,0,0,0,0,47,0.000807,47,0,0,0
109,Escherichia virus HK633,,0,Phage,Siphoviridae,Escherichia virus HK633,0,0,0,0,0,0,0,0,48,0.000807,48,0,0,0
110,Enterobacteria phage IME10,,41.16,Phage,Podoviridae,Enterobacteria phage IME10,7,5.943011,7,0.251932,0.292653,37.590312,0.000075,0.000075,49,0.005065,0,0.857143,18,0.005614
111,Escherichia virus If1,,5.95,Phage,Inoviridae,Escherichia virus If1,12,6.346506,8,0.288496,0.355229,224.479205,0.016378,0.016378,21,0.003996,0,0.69697,46,0.107961
112,Enterobacteria phage P4,,56.54,Phage,Caudovirales_u_f,Enterobacteria phage P4,38,32.910754,8,0.324056,0.468829,31.456438,0.16704,0.16704,17,0.006895,0,0.852063,599,0.838227
113,Enterobacteria phage Sf101,,19.32,Phage,Podoviridae,Enterobacteria phage Sf101,9,6.834754,7,0.298535,0.358399,748.531719,0.002245,0.002245,49,0.005496,0,0.444444,16,0.020404
114,Enterobacteria phage SfI,,39.1,Phage,Myoviridae,Enterobacteria phage SfI,5,3.874651,6,0.271667,0.310225,85.700039,0.000005,0.000005,49,0.003779,0,0.7,7,0.004084
115,Enterobacteria phage SfV,,18.51,Phage,Myoviridae,Enterobacteria phage SfV,7,5.943011,7,0.251932,0.292653,37.590312,0.000075,0.000075,49,0.005065,0,0.857143,18,0.005614
116,Enterobacteria phage VT2phi_272,,0,Phage,Podoviridae,Enterobacteria phage VT2phi_272,0,0,0,0,0,0,0,0,50,0.000807,49,0,0,0
117,Enterobacteria phage YYZ-2008,,85.61,Phage,Siphoviridae,Enterobacteria phage YYZ-2008,37,32.430629,8,0.323413,0.465761,27.207354,0.164668,0.164668,17,0.006717,0,0.881381,587,0.824236
118,Enterobacteria phage cdtI,,46.43,Phage,Siphoviridae,Enterobacteria phage cdtI,9,5.940003,6,0.280551,0.321677,379.011435,0.000074,0.000074,49,0.006336,0,0.5,18,0.006802
119,Escherichia virus fiAA91ss,,46.37,Phage,Myoviridae,Escherichia virus fiAA91ss,39,31.780227,8,0.324701,0.471896,35.4603,0.168676,0.168676,17,0.007105,0,0.824561,611,0.84705
120,Enterobacteria phage mEp043 c-1,,0,Phage,Siphoviridae,Enterobacteria phage mEp043 c-1,0,0,0,0,0,0,0,0,51,0.000807,50,0,0,0
121,Enterobacteria phage mEp235,,0,Phage,Siphoviridae,Enterobacteria phage mEp235,0,0,0,0,0,0,0,0,52,0.000807,51,0,0,0
122,Enterobacteria phage mEp237,,0,Phage,Siphoviridae,Enterobacteria phage mEp237,0,0,0,0,0,0,0,0,53,0.000807,52,0,0,0
123,Enterobacteria phage mEp460,,29.83,Phage,Siphoviridae,Enterobacteria phage mEp460,6,3.330543,8,0.292115,0.360649,893.984233,0.015136,0.015136,21,0.003302,0,0.4,6,0.084087
124,Escherichia virus mEpX1,,0,Phage,Siphoviridae,Escherichia virus mEpX1,0,0,0,0,0,0,0,0,54,0.000807,53,0,0,0
125,Escherichia virus mEpX2,,0,Phage,Siphoviridae,Escherichia virus mEpX2,0,0,0,0,0,0,0,0,55,0.000807,54,0,0,0
126,Enterobacteria phage vB_EcoP_ACG-C91,,0,Phage,Autographiviridae,Enterobacteria phage vB_EcoP_ACG-C91,0,0,0,0,0,0,0,0,56,0.000807,55,0,0,0
127,Enterobacterial phage mEp213,,0,Phage,Siphoviridae,Enterobacterial phage mEp213,0,0,0,0,0,0,0,0,57,0.000807,56,0,0,0
128,Vequintavirus_u_s,,0,Phage,Myoviridae,Vequintavirus_u_s,0,0,0,0,0,0,0,0,58,0.000807,57,0,0,0
129,Escherichia virus Cajan,,0,Phage,Siphoviridae,Escherichia virus Cajan,0,0,0,0,0,0,0,0,59,0.000807,58,0,0,0
130,Escherichia phage D108,,28.75,Phage,Myoviridae,Escherichia phage D108,34,30.212918,8,0.317739,0.451957,3.997376,0.156846,0.156846,17,0.006163,0,0.982175,551,0.77868
131,Escherichia virus FFH2,,0,Phage,Myoviridae,Escherichia virus FFH2,34,30.212918,8,0.317739,0.451957,3.997376,0.156846,0.156846,17,0.006163,0,0.982175,551,0.77868
132,Escherichia virus Min27,,0,Phage,Podoviridae,Escherichia virus Min27,0,0,0,0,0,0,0,0,60,0.000807,59,0,0,0
133,Escherichia virus Seurat,,0,Phage,Siphoviridae,Escherichia virus Seurat,34,30.212918,8,0.317739,0.451957,3.997376,0.156846,0.156846,17,0.006163,0,0.982175,551,0.77868
134,Escherichia phage TL-2011b,,77.29,Phage,Podoviridae,Escherichia phage TL-2011b,53,35.564485,7,0.362222,0.531303,544.591502,0.187567,0.187567,21,0.010095,0,0.562409,775,0.975504
135,Escherichia virus phiV10,,6.53,Phage,Podoviridae,Escherichia virus phiV10,34,28.570047,8,0.317739,0.451957,3.997376,0.156846,0.156846,17,0.006163,0,0.982175,551,0.77868
136,Escherichia virus pro147,,20.28,Phage,Myoviridae,Escherichia virus pro147,34,21.100429,8,0.304104,0.441221,171.905749,0.150048,0.150048,17,0.006818,0,0.86631,486,0.749659
137,Escherichia virus pro483,,71.59,Phage,Myoviridae,Escherichia virus pro483,15,10.018855,8,0.311069,0.396947,189.038251,0.058789,0.058789,21,0.003722,0,0.752381,79,0.308209
138,Escherichia phage slur01,,0,Phage,Siphoviridae,Escherichia phage slur01,0,0,0,0,0,0,0,0,61,0.000807,60,0,0,0
139,Escherichia virus 24B,,0,Phage,Podoviridae,Escherichia virus 24B,0,0,0,0,0,0,0,0,62,0.000807,61,0,0,0
140,Escherichia virus 186,,0,Phage,Myoviridae,Escherichia virus 186,0,0,0,0,0,0,0,0,63,0.000807,62,0,0,0
141,Escherichia virus HK022,,0,Phage,Siphoviridae,Escherichia virus HK022,10,6.769084,7,0.303538,0.378031,751.230946,0.004742,0.004742,112,0.006581,0,0.355556,16,0.029973
142,Escherichia virus HK97,,0,Phage,Siphoviridae,Escherichia virus HK97,0,0,0,0,0,0,0,0,64,0.000807,63,0,0,0
143,Escherichia virus K1-5,,0,Phage,Autographiviridae,Escherichia virus K1-5,0,0,0,0,0,0,0,0,65,0.000807,64,0,0,0
144,Escherichia virus K1E,,0,Phage,Autographiviridae,Escherichia virus K1E,0,0,0,0,0,0,0,0,66,0.000807,65,0,0,0
145,Escherichia virus P2,,99.6,Phage,Myoviridae,Escherichia virus P2,7,4.170825,7,0.310476,0.366009,334.268792,0.004501,0.004501,131,0.003954,0,0.380952,8,0.030722
146,Escherichia virus Wphi,,37.01,Phage,Myoviridae,Escherichia virus Wphi,55,37.943918,7,0.389952,0.553491,1292.956531,0.190176,0.190176,21,0.010531,0,0.548822,815,0.993357
147,Lactobacillus phage LfeSau,,0,Phage,Siphoviridae,Lactobacillus phage LfeSau,0,0,0,0,0,0,0,0,67,0.000807,66,0,0,0
148,Lactobacillus phage Lrm1,,0,Phage,Siphoviridae,Lactobacillus phage Lrm1,0,0,0,0,0,0,0,0,68,0.000807,67,0,0,0
149,Lactobacillus phage iA2,,0,Phage,Siphoviridae,Lactobacillus phage iA2,0,0,0,0,0,0,0,0,69,0.000807,68,0,0,0
150,Lactobacillus phage phiAT3,,6.83,Phage,Siphoviridae,Lactobacillus phage phiAT3,4,3.505254,8,0.188657,0.216616,0,0,0,104,0.004666,0,1,6,0.002059
151,Lactococcus phage Tuc2009,,0,Phage,Siphoviridae,Lactococcus phage Tuc2009,0,0,0,0,0,0,0,0,70,0.000807,69,0,0,0
152,Mycobacterium phage Enkosi,,0,Phage,Siphoviridae,Mycobacterium phage Enkosi,0,0,0,0,0,0,0,0,71,0.000807,70,0,0,0
153,Seunavirus_u_s,,1.32,Phage,Myoviridae,Seunavirus_u_s,0,0,0,0,0,0,0,0,72,0.000807,71,0,0,0
154,Salmonella phage BP12B,,0,Phage,Autographiviridae,Salmonella phage BP12B,0,0,0,0,0,0,0,0,73,0.000807,72,0,0,0
155,Salmonella virus FSLSP004,,0,Phage,Myoviridae,Salmonella virus FSLSP004,0,0,0,0,0,0,0,0,74,0.000807,73,0,0,0
156,Salmonella virus SP31,,0,Phage,Siphoviridae,Salmonella virus SP31,0,0,0,0,0,0,0,0,75,0.000807,74,0,0,0
157,Salmonella phage RE-2010,,52.59,Phage,Myoviridae,Salmonella phage RE-2010,30,23.298416,7,0.346809,0.46116,90.595435,0.085201,0.085201,21,0.006295,0,0.728736,317,0.477785
158,Salmonella phage SEN1,,0,Phage,Myoviridae,Salmonella phage SEN1,0,0,0,0,0,0,0,0,76,0.000807,75,0,0,0
159,Salmonella virus SJ46,,256.79,Phage,Myoviridae,Salmonella virus SJ46,27,21.490244,7,0.346072,0.454002,130.122072,0.062731,0.062731,21,0.006224,0,0.789174,277,0.368207
160,Salmonella virus SPN3US,,0,Phage,Myoviridae,Salmonella virus SPN3US,0,0,0,0,0,0,0,0,77,0.000807,76,0,0,0
161,Salmonella phage g341c,,0,Phage,Podoviridae,Salmonella phage g341c,34,30.212918,8,0.317739,0.451957,3.997376,0.156846,0.156846,17,0.006163,0,0.982175,551,0.77868
162,Salmonella phage vB_SemP_Emek,,0,Phage,Podoviridae,Salmonella phage vB_SemP_Emek,0,0,0,0,0,0,0,0,78,0.000807,77,0,0,0
163,Salmonella virus HK620,,17.61,Phage,Podoviridae,Salmonella virus HK620,5,4.308117,9,0.206591,0.245805,95.326205,0.000016,0.000016,49,0.005081,0,0.6,6,0.002758
164,Salmonella virus PsP3,,0,Phage,Myoviridae,Salmonella virus PsP3,0,0,0,0,0,0,0,0,79,0.000807,78,0,0,0
165,Shigella phage SfII,,5.06,Phage,Myoviridae,Shigella phage SfII,8,5.504696,8,0.271667,0.342477,158.069214,0.004677,0.004677,112,0.005469,0,0.5,14,0.027655
166,Shigella phage SfIV,,29.91,Phage,Myoviridae,Shigella phage SfIV,36,24.059636,8,0.334016,0.471385,1477.226206,0.147797,0.147797,17,0.008134,0,0.760317,479,0.73864
167,Shigella virus SfMu,,0,Phage,Myoviridae,Shigella virus SfMu,34,30.206743,8,0.317739,0.451957,3.997376,0.156846,0.156846,17,0.006163,0,0.982175,551,0.77868
168,Shigella virus Sf6,,101.9,Phage,Podoviridae,Shigella virus Sf6,5,4.076835,9,0.234532,0.279847,491.507121,0.000435,0.000435,49,0.004918,0,0.6,6,0.004838
169,Streptococcus phage 20617,,0,Phage,Siphoviridae,Streptococcus phage 20617,0,0,0,0,0,0,0,0,80,0.000807,79,0,0,0
170,Stx2-converting phage 1717,,215.56,Phage,Siphoviridae,Stx2-converting phage 1717,25,19.44362,7,0.339583,0.444084,29.200073,0.05691,0.05691,21,0.005651,0,0.896667,269,0.339201
171,Stx2-converting phage 86,,3.28,Phage,Podoviridae,Stx2-converting phage 86,0,0,0,0,0,0,0,0,81,0.000807,80,0,0,0
172,Punavirus_u_s,,0,Phage,Myoviridae,Punavirus_u_s,34,30.212918,8,0.317739,0.451957,3.997376,0.156846,0.156846,17,0.006163,0,0.982175,551,0.77868
173,Candidatus Phytoplasma,,4.82,Taxa,Acholeplasmataceae,Candidatus Phytoplasma,0,0,0,0,0,0,0,0,82,0.000807,81,0,0,0
174,Succiniclasticum,,0,Taxa,Acidaminococcaceae,Succiniclasticum,13,9.201362,7,0.325349,0.397809,497.123669,0.001505,0.001505,131,0.005338,0,0.679487,53,0.032652
175,Acidithiobacillus,,29.38,Taxa,Acidithiobacillaceae,Acidithiobacillus,0,0,0,0,0,0,0,0,83,0.000807,82,0,0,0
176,Actinobacteria_u_g,,4.41,Taxa,Actinobacteria_u_f,Actinobacteria_u_g,0,0,0,0,0,0,0,0,84,0.000807,83,0,0,0
177,Thermobispora,,16.06,Taxa,Actinobacteria_u_f,Thermobispora,0,0,0,0,0,0,0,0,85,0.000807,84,0,0,0
178,Taylorella,,0,Taxa,Alcaligenaceae,Taylorella,0,0,0,0,0,0,0,0,86,0.000807,85,0,0,0
179,Alphaproteobacteria_u_g,,26.73,Taxa,Alphaproteobacteria_u_f,Alphaproteobacteria_u_g,3,2.489859,10,0.153629,0.183017,0,0,0,121,0.003528,0,1,3,0.00153
