Id,Label,timeset,abundance,type,class,gene,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,pageranks,componentnumber,clustering,triangles,eigencentrality
14,blaACI 1,,37313.69,ARG,Beta-lactam,blaACI 1,10,5.464785,7,0.301556,0.355223,120.347776,0.000785,0.000785,5,0.004472,0,0.644444,29,0.014628
15,blaAmpC,,695.69,ARG,Beta-lactam,blaAmpC,45,39.337093,6,0.454545,0.576452,34.207426,0.156433,0.156433,8,0.008128,0,0.915152,906,0.988995
2,a 2394 Branch,,966.65,ARG,Aminoglycoside,a 2394 Branch,7,5.656633,7,0.311871,0.365223,55.098376,0.00374,0.00374,0,0.004068,0,0.857143,18,0.026458
187,Brachyspira,,1.45,Taxa,Brachyspiraceae,Brachyspira,7,5.656633,7,0.311871,0.365223,55.098376,0.00374,0.00374,0,0.004068,0,0.857143,18,0.026458
263,Acidipropionibacterium,,18.56,Taxa,Propionibacteriaceae,Acidipropionibacterium,7,5.711803,7,0.345212,0.397266,88.049555,0.003774,0.003774,9,0.00378,0,0.857143,18,0.027945
191,Cardiobacterium,,3.85,Taxa,Cardiobacteriaceae,Cardiobacterium,45,31.372265,6,0.437853,0.561398,1122.199641,0.14173,0.14173,8,0.009627,0,0.753535,746,0.897762
219,Cetobacterium,,1.46,Taxa,Fusobacteriaceae,Cetobacterium,45,39.337093,6,0.454545,0.576452,34.207426,0.156433,0.156433,8,0.008128,0,0.915152,906,0.988995
97,cfxA 32395282,,94468.2,ARG,Beta-lactam,cfxA 32395282,3,2.006192,8,0.186522,0.209094,1,0,0,3,0.005365,0,0.666667,2,0.001052
6,cfxA 2367,,122312.27,ARG,Beta-lactam,cfxA 2367,2,1.363398,8,0.186074,0.204793,0,0,0,3,0.00368,0,1,1,0.000745
74,cfxA 33413459,,178079.42,ARG,Beta-lactam,cfxA 33413459,5,2.958126,7,0.227941,0.259478,605,0.000008,0.000008,3,0.007776,0,0.3,3,0.001738
238,Clavibacter,,4.64,Taxa,Microbacteriaceae,Clavibacter,14,11.47721,7,0.354691,0.42447,57.763915,0.003914,0.003914,5,0.005643,0,0.846154,77,0.038423
4,bacA,,1631.07,ARG,Bacitracin,bacA,4,2.536939,7,0.284404,0.316513,6.642603,0.000514,0.000514,1,0.002583,0,0.666667,4,0.004888
196,Clostridiales Family XIII. Incertae Sedis_u_g,,5234.04,Taxa,Clostridiales Family XIII. Incertae Sedis,Clostridiales Family XIII. Incertae Sedis_u_g,5,3.00762,8,0.300971,0.342604,40.790152,0.001052,0.001052,1,0.002879,0,0.4,4,0.00903
199,Collinsella,,277.44,Taxa,Coriobacteriaceae,Collinsella,45,39.245159,6,0.454545,0.576452,34.207426,0.156433,0.156433,8,0.008128,0,0.915152,906,0.988995
226,Coprococcus,,7.44,Taxa,Lachnospiraceae,Coprococcus,45,39.337093,6,0.454545,0.576452,34.207426,0.156433,0.156433,8,0.008128,0,0.915152,906,0.988995
194,Butyricicoccus,,301.41,Taxa,Clostridiaceae,Butyricicoccus,9,5.03008,5,0.329087,0.371613,284.811463,0.000794,0.000794,9,0.004732,0,0.583333,21,0.011474
59,cpxA,,507.14,ARG,MDR,cpxA,11,8.979985,6,0.324268,0.372043,76.405091,0.000528,0.000528,9,0.005757,0,0.8,44,0.011536
195,Caloramator,,17.78,Taxa,Clostridiaceae,Caloramator,8,5.614095,7,0.257475,0.298449,1.633184,0.000086,0.000086,9,0.004438,0,0.964286,27,0.006744
55,crp,,1812.16,ARG,MDR,crp,43,30.181356,6,0.424658,0.548495,798.858881,0.138515,0.138515,8,0.009283,0,0.787375,711,0.876752
201,Cytophaga,,1.08,Taxa,Cytophagaceae,Cytophaga,45,39.337093,6,0.454545,0.576452,34.207426,0.156433,0.156433,8,0.008128,0,0.915152,906,0.988995
203,Deinococcus-Thermus_u_g,,2.83,Taxa,Deinococcus-Thermus_u_f,Deinococcus-Thermus_u_g,45,39.337093,6,0.454545,0.576452,34.207426,0.156433,0.156433,8,0.008128,0,0.915152,906,0.988995
204,Desulfobulbus,,2.82,Taxa,Desulfobulbaceae,Desulfobulbus,43,29.917483,6,0.425824,0.549032,380.398876,0.144114,0.144114,8,0.008797,0,0.851606,769,0.910709
200,Corynebacterium,,1635.92,Taxa,Corynebacteriaceae,Corynebacterium,4,2.76234,7,0.305118,0.351244,6.005628,0.003831,0.003831,6,0.002666,0,0.5,3,0.025069
5,cfxA 2366,,59609.87,ARG,Beta-lactam,cfxA 2366,6,4.161009,6,0.289179,0.339355,0,0.003124,0.003124,3,0.003187,0,1,15,0.022493
205,Desulfomicrobium,,8.2,Taxa,Desulfomicrobiaceae,Desulfomicrobium,6,4.047682,6,0.289179,0.339355,0,0.003124,0.003124,3,0.003187,0,1,15,0.022493
51,emrA,,423.6,ARG,MDR,emrA,14,11.47721,7,0.354691,0.42447,57.763915,0.003914,0.003914,5,0.005643,0,0.846154,77,0.038423
52,emrK,,986.91,ARG,Tetracycline,emrK,7,5.656633,7,0.311871,0.365223,55.098376,0.00374,0.00374,0,0.004068,0,0.857143,18,0.026458
193,Alkaliphilus,,17.55,Taxa,Clostridiaceae,Alkaliphilus,9,5.334037,6,0.285978,0.333333,146.790913,0.001264,0.001264,4,0.004448,0,0.777778,28,0.014527
104,Enterobacteria phage BP-4795,,66.54,Phage,Siphoviridae,Enterobacteria phage BP-4795,12,9.71377,5,0.339912,0.402903,45.260691,0.007365,0.007365,4,0.004733,0,0.863636,57,0.054772
123,Enterobacteria phage mEp460,,32.16,Phage,Siphoviridae,Enterobacteria phage mEp460,38,23.591439,6,0.393401,0.510968,480.301853,0.105239,0.105239,4,0.008641,0,0.603129,424,0.671119
112,Enterobacteria phage P4,,104.29,Phage,Caudovirales_u_f,Enterobacteria phage P4,7,4.883226,7,0.339168,0.391782,173.583003,0.006575,0.006575,0,0.003733,0,0.666667,14,0.044592
113,Enterobacteria phage Sf101,,2.69,Phage,Podoviridae,Enterobacteria phage Sf101,11,8.979985,6,0.324268,0.372043,76.405091,0.000528,0.000528,9,0.005757,0,0.8,44,0.011536
114,Enterobacteria phage SfI,,11.04,Phage,Myoviridae,Enterobacteria phage SfI,18,12.198756,7,0.359629,0.437803,265.443916,0.004462,0.004462,5,0.007234,0,0.48366,74,0.043791
106,Enterobacteria phage HK140,,10.01,Phage,Siphoviridae,Enterobacteria phage HK140,10,7.966326,7,0.339168,0.402857,40.40123,0.004171,0.004171,1,0.004472,0,0.822222,37,0.033231
115,Enterobacteria phage SfV,,8.63,Phage,Myoviridae,Enterobacteria phage SfV,10,7.966326,7,0.339168,0.402857,40.40123,0.004171,0.004171,1,0.004472,0,0.822222,37,0.033231
117,Enterobacteria phage YYZ-2008,,39.76,Phage,Siphoviridae,Enterobacteria phage YYZ-2008,14,11.47721,7,0.354691,0.42447,57.763915,0.003914,0.003914,5,0.005643,0,0.846154,77,0.038423
208,Escherichia,,586.25,Taxa,Enterobacteriaceae,Escherichia,15,8.679065,6,0.413333,0.473226,1385.192675,0.018172,0.018172,9,0.006077,0,0.32381,34,0.122741
192,Catabacter,,3219.59,Taxa,Catabacteriaceae,Catabacter,10,5.579131,8,0.281307,0.332066,0,0.000317,0.000317,2,0.005024,0,1,45,0.010146
134,Escherichia phage TL-2011b,,58.25,Phage,Podoviridae,Escherichia phage TL-2011b,10,7.961786,8,0.281307,0.332066,0,0.000317,0.000317,2,0.005024,0,1,45,0.010146
119,Escherichia virus fiAA91ss,,154.04,Phage,Myoviridae,Escherichia virus fiAA91ss,44,37.072564,6,0.453216,0.573226,30.548924,0.154196,0.154196,8,0.007963,0,0.93129,881,0.974858
107,Escherichia virus HK544,,3.96,Phage,Siphoviridae,Escherichia virus HK544,12,9.802923,5,0.339912,0.402903,45.260691,0.007365,0.007365,4,0.004733,0,0.863636,57,0.054772
145,Escherichia virus P2,,147.46,Phage,Myoviridae,Escherichia virus P2,11,8.985782,6,0.324268,0.372043,76.405091,0.000528,0.000528,9,0.005757,0,0.8,44,0.011536
9,cfxA6,,36558.22,ARG,Beta-lactam,cfxA6,1,0.602776,8,0.226608,0.249931,0,0.000022,0.000022,1,0.001286,0,0,0,0.000857
136,Escherichia virus pro147,,4.73,Phage,Myoviridae,Escherichia virus pro147,10,6.957552,7,0.292453,0.348341,161.143214,0.000943,0.000943,1,0.005316,0,0.711111,32,0.012868
137,Escherichia virus pro483,,21.03,Phage,Myoviridae,Escherichia virus pro483,46,29.05052,6,0.451895,0.574516,1581.016161,0.122389,0.122389,5,0.010529,0,0.55942,579,0.784387
146,Escherichia virus Wphi,,24.95,Phage,Myoviridae,Escherichia virus Wphi,12,9.055504,7,0.355505,0.421352,126.204515,0.008197,0.008197,1,0.004947,0,0.636364,42,0.05914
250,Desulfotomaculum,,6.98,Taxa,Peptococcaceae,Desulfotomaculum,3,1.906626,1,1,1,0,0,0,7,0.005557,1,1,3,0.001015
92,exc1,,1259.45,MGE,Plasmid,exc1,3,2.635542,1,1,1,0,0,0,7,0.005557,1,1,3,0.001015
216,Firmicutes_u_g,,884.03,Taxa,Firmicutes_u_f,Firmicutes_u_g,8,4.57526,7,0.351474,0.40619,132.488101,0.010645,0.010645,1,0.00363,0,0.321429,9,0.069677
212,Erysipelotrichaceae_u_g,,2396.94,Taxa,Erysipelotrichaceae,Erysipelotrichaceae_u_g,4,2.364937,7,0.33049,0.377373,16.411089,0.003868,0.003868,2,0.002165,0,0.5,3,0.026614
185,Gemella,,1.23,Taxa,Bacillales_u_f,Gemella,11,9.320215,8,0.285978,0.340453,16.717362,0.000319,0.000319,2,0.005511,0,0.909091,50,0.010766
184,Geobacillus,,9.54,Taxa,Bacillaceae,Geobacillus,45,39.337093,6,0.454545,0.576452,34.207426,0.156433,0.156433,8,0.008128,0,0.915152,906,0.988995
221,Gordonia,,29.55,Taxa,Gordoniaceae,Gordonia,34,21.19163,6,0.381773,0.490323,51.365347,0.117838,0.117838,8,0.006575,0,0.891266,500,0.743651
269,Halocynthiibacter,,3.3,Taxa,Rhodobacteraceae,Halocynthiibacter,5,2.799945,8,0.239567,0.273786,0,0.000368,0.000368,0,0.003355,0,1,10,0.004663
253,Helcococcus,,40.49,Taxa,Peptoniphilaceae,Helcococcus,48,40.197808,6,0.478395,0.599032,258.450924,0.157952,0.157952,8,0.00902,0,0.817376,922,1
223,Holophagaceae_u_g,,8.96,Taxa,Holophagaceae,Holophagaceae_u_g,11,8.349138,7,0.342163,0.409309,89.402067,0.004196,0.004196,1,0.004958,0,0.672727,37,0.033777
224,Holospora,,50.22,Taxa,Holosporaceae,Holospora,5,2.710313,6,0.294118,0.332688,121.238928,0.000302,0.000302,3,0.002919,0,0.3,3,0.005083
217,Imtechella,,221.27,Taxa,Flavobacteriaceae,Imtechella,11,6.71155,8,0.283883,0.340991,3.03961,0.000948,0.000948,5,0.004705,0,0.963636,53,0.017164
68,int,,2148.81,MGE,Plasmid,int,12,9.802923,5,0.339912,0.402903,45.260691,0.007365,0.007365,4,0.004733,0,0.863636,57,0.054772
255,Intestinibacter,,8.1,Taxa,Peptostreptococcaceae,Intestinibacter,9,6.717821,6,0.3125,0.367849,47.309677,0.003707,0.003707,3,0.004437,0,0.638889,23,0.027425
213,Kandleria,,2.07,Taxa,Erysipelotrichaceae,Kandleria,45,39.337093,6,0.454545,0.576452,34.207426,0.156433,0.156433,8,0.008128,0,0.915152,906,0.988995
240,Kocuria,,162.46,Taxa,Micrococcaceae,Kocuria,36,22.80554,6,0.403646,0.514086,147.758097,0.127092,0.127092,8,0.006975,0,0.936508,590,0.80226
286,Laceyella,,6.38,Taxa,Thermoactinomycetaceae,Laceyella,45,39.337093,6,0.454545,0.576452,34.207426,0.156433,0.156433,8,0.008128,0,0.915152,906,0.988995
228,Lachnobacterium,,28.96,Taxa,Lachnospiraceae,Lachnobacterium,47,37.558624,6,0.472561,0.591505,304.903537,0.155048,0.155048,8,0.008874,0,0.822387,889,0.981829
229,Lachnoclostridium,,1138.58,Taxa,Lachnospiraceae,Lachnoclostridium,40,28.229726,6,0.418919,0.536667,48.393295,0.140224,0.140224,8,0.007416,0,0.929487,725,0.885498
230,Lachnospira,,1700.47,Taxa,Lachnospiraceae,Lachnospira,6,3.2997,7,0.32563,0.37447,147.991685,0.010128,0.010128,6,0.002952,0,0.333333,5,0.064776
150,Lactobacillus phage phiAT3,,65.86,Phage,Siphoviridae,Lactobacillus phage phiAT3,10,7.569319,8,0.281307,0.332066,0,0.000317,0.000317,2,0.005024,0,1,45,0.010146
32,marA,,1081.73,ARG,MDR,marA,9,6.81714,7,0.353881,0.41232,176.168644,0.00379,0.00379,9,0.004805,0,0.638889,23,0.029117
33,mdtA,,679.37,ARG,MDR,mdtA,12,9.802923,5,0.339912,0.402903,45.260691,0.007365,0.007365,4,0.004733,0,0.863636,57,0.054772
37,mdtE,,1712.73,ARG,MDR,mdtE,12,9.295709,6,0.33049,0.395161,163.8549,0.004006,0.004006,4,0.004941,0,0.757576,50,0.03392
66,mdtF,,959.47,ARG,MDR,mdtF,11,8.979985,6,0.324268,0.372043,76.405091,0.000528,0.000528,9,0.005757,0,0.8,44,0.011536
38,mdtG,,2777.85,ARG,MDR,mdtG,8,4.870387,8,0.258333,0.310991,127.490121,0.00006,0.00006,2,0.004567,0,0.571429,16,0.00658
43,mdtL,,449.9,ARG,MDR,mdtL,14,11.47721,7,0.354691,0.42447,57.763915,0.003914,0.003914,5,0.005643,0,0.846154,77,0.038423
41,mdtP,,1063.23,ARG,MDR,mdtP,11,8.979985,6,0.324268,0.372043,76.405091,0.000528,0.000528,9,0.005757,0,0.8,44,0.011536
275,Megamonas,,15.69,Taxa,Selenomonadaceae,Megamonas,6,4.324009,8,0.256198,0.292819,4.300837,0.000521,0.000521,0,0.003835,0,0.933333,14,0.006047
289,Megasphaera,,35.02,Taxa,Veillonellaceae,Megasphaera,12,8.389278,6,0.353881,0.416022,68.09658,0.010938,0.010938,4,0.00449,0,0.787879,52,0.07677
235,Methanosarcina,,14.98,Taxa,Methanosarcinaceae,Methanosarcina,6,4.740775,6,0.289179,0.339355,0,0.003124,0.003124,3,0.003187,0,1,15,0.022493
236,Methylobacterium,,3.19,Taxa,Methylobacteriaceae,Methylobacterium,15,10.015271,8,0.300388,0.36798,201.489942,0.001298,0.001298,5,0.006609,0,0.52381,55,0.021202
239,Microbacterium,,49.7,Taxa,Microbacteriaceae,Microbacterium,9,6.81714,7,0.353881,0.41232,176.168644,0.00379,0.00379,9,0.004805,0,0.638889,23,0.029117
241,Micrococcaceae_u_g,,23.77,Taxa,Micrococcaceae,Micrococcaceae_u_g,46,38.974785,6,0.474006,0.591505,207.760268,0.156856,0.156856,8,0.00847,0,0.879227,910,0.992344
242,Micromonospora,,9.42,Taxa,Micromonosporaceae,Micromonospora,45,39.337093,6,0.454545,0.576452,34.207426,0.156433,0.156433,8,0.008128,0,0.915152,906,0.988995
237,Microvirga,,6.54,Taxa,Methylobacteriaceae,Microvirga,45,39.337093,6,0.454545,0.576452,34.207426,0.156433,0.156433,8,0.008128,0,0.915152,906,0.988995
96,MobA 32395281,,35732.27,MGE,Insertional sequence,MobA 32395281,4,2.380679,6,0.28972,0.325161,915.091015,0.00031,0.00031,3,0.004268,0,0.166667,1,0.003837
197,Mogibacterium,,42.45,Taxa,Clostridiales Family XIII. Incertae Sedis,Mogibacterium,43,29.211027,6,0.444126,0.563011,338.903312,0.141164,0.141164,8,0.008511,0,0.812846,734,0.893159
245,Nitrospiraceae_u_g,,2.22,Taxa,Nitrospiraceae,Nitrospiraceae_u_g,7,4.507666,7,0.273369,0.315115,0,0.000819,0.000819,1,0.003507,0,1,21,0.010039
188,Ochrobactrum,,5.58,Taxa,Brucellaceae,Ochrobactrum,45,39.337093,6,0.454545,0.576452,34.207426,0.156433,0.156433,8,0.008128,0,0.915152,906,0.988995
182,Olsenella,,393.95,Taxa,Atopobiaceae,Olsenella,5,2.689707,7,0.339168,0.385223,8.20579,0.013893,0.013893,6,0.001915,0,0.6,6,0.088157
86,ompA,,1049.12,Virulence,Peptidoglycan,ompA,9,6.736801,7,0.264505,0.309846,63.026162,0.00009,0.00009,9,0.005066,0,0.75,27,0.007116
256,Paeniclostridium,,62.95,Taxa,Peptostreptococcaceae,Paeniclostridium,33,18.294448,6,0.4047,0.509892,214.829558,0.109877,0.109877,8,0.006678,0,0.827652,437,0.695626
254,Parvimonas,,28.02,Taxa,Peptoniphilaceae,Parvimonas,10,5.633878,5,0.367299,0.420215,1025.761055,0.011733,0.011733,3,0.004534,0,0.266667,12,0.077576
10,pbp2,,1313.71,ARG,Beta-lactam,pbp2,13,9.357681,7,0.316973,0.376943,297.82862,0.000831,0.000831,2,0.006328,0,0.653846,51,0.01503
282,Pelosinus,,113.56,Taxa,Sporomusaceae,Pelosinus,44,37.366705,6,0.451895,0.572151,42.040061,0.152153,0.152153,8,0.008061,0,0.90592,857,0.96218
251,Peptococcaceae_u_g,,22.64,Taxa,Peptococcaceae,Peptococcaceae_u_g,5,3.176237,6,0.322917,0.373226,59.919847,0.006251,0.006251,1,0.002527,0,0.4,4,0.041782
258,Peptostreptococcus,,13.86,Taxa,Peptostreptococcaceae,Peptostreptococcus,8,4.479432,5,0.348315,0.397742,28.033979,0.013045,0.013045,3,0.003162,0,0.607143,17,0.084828
149,Lactobacillus phage iA2,,23.63,Phage,Siphoviridae,Lactobacillus phage iA2,3,2.158615,7,0.255354,0.288771,20.034566,0.000054,0.000054,5,0.002303,0,0.666667,2,0.002378
91,Plasmid 38606113,,484.02,MGE,Plasmid,Plasmid 38606113,3,2.158615,7,0.255354,0.288771,20.034566,0.000054,0.000054,5,0.002303,0,0.666667,2,0.002378
25,pmrB,,472.92,ARG,Polymyxin,pmrB,10,7.966326,7,0.339168,0.402857,40.40123,0.004171,0.004171,1,0.004472,0,0.822222,37,0.033231
262,Porphyromonas,,344.35,Taxa,Porphyromonadaceae,Porphyromonas,12,7.92592,7,0.344444,0.408879,136.972215,0.003853,0.003853,5,0.005195,0,0.80303,53,0.035737
231,Pseudobutyrivibrio,,249.33,Taxa,Lachnospiraceae,Pseudobutyrivibrio,12,6.625495,7,0.390428,0.451029,242.523067,0.025229,0.025229,1,0.003991,0,0.454545,30,0.163359
266,Pseudonocardia,,1.05,Taxa,Pseudonocardiaceae,Pseudonocardia,11,9.320215,8,0.285978,0.340453,16.717362,0.000319,0.000319,2,0.005511,0,0.909091,50,0.010766
291,Pseudoxanthomonas,,3.94,Taxa,Xanthomonadaceae,Pseudoxanthomonas,8,4.850978,8,0.278777,0.324002,321.310521,0.000451,0.000451,9,0.005322,0,0.464286,13,0.006983
118,Enterobacteria phage cdtI,,66.5,Phage,Siphoviridae,Enterobacteria phage cdtI,4,2.598744,8,0.239567,0.276429,14.305236,0.000013,0.000013,9,0.003385,0,0.666667,4,0.002217
172,Punavirus_u_s,,16.84,Phage,Myoviridae,Punavirus_u_s,14,11.47721,7,0.354691,0.42447,57.763915,0.003914,0.003914,5,0.005643,0,0.846154,77,0.038423
77,repB,,1947.78,MGE,Plasmid,repB,8,5.658259,7,0.345982,0.400492,122.629027,0.003782,0.003782,9,0.004343,0,0.75,21,0.028377
271,Rickettsiales_u_g,,3.98,Taxa,Rickettsiales_u_f,Rickettsiales_u_g,11,8.132423,6,0.315682,0.376344,17.642677,0.003987,0.003987,4,0.00454,0,0.909091,50,0.033141
93,Rom,,263.15,MGE,Plasmid,Rom,3,2.635542,1,1,1,0,0,0,7,0.005557,1,1,3,0.001015
232,Roseburia,,27.63,Taxa,Lachnospiraceae,Roseburia,10,5.401804,7,0.289179,0.339094,99.595989,0.000348,0.000348,9,0.005339,0,0.533333,24,0.00944
69,rteC,,3822.24,Virulence,Two-component system response regulator,rteC,10,8.193024,8,0.281307,0.332066,0,0.000317,0.000317,2,0.005024,0,1,45,0.010146
248,Saccharibacillus,,2.63,Taxa,Paenibacillaceae,Saccharibacillus,10,6.727919,7,0.266781,0.320169,175.101885,0.00008,0.00008,9,0.005878,0,0.511111,23,0.007511
267,Saccharomonospora,,527.74,Taxa,Pseudonocardiaceae,Saccharomonospora,38,22.810869,6,0.3875,0.506344,715.98106,0.113947,0.113947,8,0.008613,0,0.687055,483,0.722049
268,Saccharopolyspora,,475.7,Taxa,Pseudonocardiaceae,Saccharopolyspora,45,35.701259,5,0.462687,0.57871,331.310905,0.152326,0.152326,8,0.008485,0,0.868687,860,0.96346
157,Salmonella phage RE-2010,,41.1,Phage,Myoviridae,Salmonella phage RE-2010,9,5.804296,6,0.308765,0.363978,157.534214,0.000835,0.000835,1,0.004233,0,0.611111,22,0.012332
162,Salmonella phage vB_SemP_Emek,,8.32,Phage,Podoviridae,Salmonella phage vB_SemP_Emek,14,11.47721,7,0.354691,0.42447,57.763915,0.003914,0.003914,5,0.005643,0,0.846154,77,0.038423
155,Salmonella virus FSLSP004,,2.06,Phage,Myoviridae,Salmonella virus FSLSP004,11,8.979985,6,0.324268,0.372043,76.405091,0.000528,0.000528,9,0.005757,0,0.8,44,0.011536
163,Salmonella virus HK620,,27.07,Phage,Podoviridae,Salmonella virus HK620,3,1.823777,8,0.284404,0.316905,148.060871,0.000333,0.000333,6,0.002578,0,0,0,0.003631
159,Salmonella virus SJ46,,38.68,Phage,Myoviridae,Salmonella virus SJ46,11,6.759669,6,0.302144,0.351828,264.203868,0.00134,0.00134,4,0.005424,0,0.527273,29,0.015701
156,Salmonella virus SP31,,4.13,Phage,Siphoviridae,Salmonella virus SP31,45,39.337093,6,0.454545,0.576452,34.207426,0.156433,0.156433,8,0.008128,0,0.915152,906,0.988995
211,Shigella,,59.85,Taxa,Enterobacteriaceae,Shigella,3,1.798137,7,0.313765,0.345008,136.581162,0.000466,0.000466,9,0.002076,0,0,0,0.005104
166,Shigella phage SfIV,,3.07,Phage,Myoviridae,Shigella phage SfIV,11,9.320215,8,0.285978,0.340453,16.717362,0.000319,0.000319,2,0.005511,0,0.909091,50,0.010766
168,Shigella virus Sf6,,8.1,Phage,Podoviridae,Shigella virus Sf6,2,1.367954,9,0.245253,0.271109,37.36285,0.000008,0.000008,6,0.002253,0,0,0,0.00089
167,Shigella virus SfMu,,2.28,Phage,Myoviridae,Shigella virus SfMu,12,9.802923,5,0.339912,0.402903,45.260691,0.007365,0.007365,4,0.004733,0,0.863636,57,0.054772
233,Shuttleworthia,,14.13,Taxa,Lachnospiraceae,Shuttleworthia,45,39.337093,6,0.454545,0.576452,34.207426,0.156433,0.156433,8,0.008128,0,0.915152,906,0.988995
207,Slackia,,34.76,Taxa,Eggerthellaceae,Slackia,15,9.088832,7,0.360465,0.431029,1088.729215,0.009956,0.009956,2,0.00642,0,0.47619,50,0.071837
278,Sphaerobacteraceae_u_g,,2.66,Taxa,Sphaerobacteraceae,Sphaerobacteraceae_u_g,45,39.337093,6,0.454545,0.576452,34.207426,0.156433,0.156433,8,0.008128,0,0.915152,906,0.988995
281,Sporolactobacillus,,1.74,Taxa,Sporolactobacillaceae,Sporolactobacillus,3,2.635542,1,1,1,0,0,0,7,0.005557,1,1,3,0.001015
283,Staphylococcus,,10.02,Taxa,Staphylococcaceae,Staphylococcus,44,34.643941,5,0.459941,0.574409,309.727144,0.149373,0.149373,8,0.00832,0,0.87315,826,0.944869
170,Stx2-converting phage 1717,,119.74,Phage,Siphoviridae,Stx2-converting phage 1717,12,7.389385,8,0.289179,0.348625,157.88226,0.000861,0.000861,5,0.005609,0,0.69697,46,0.016455
285,Succinivibrio,,78.82,Taxa,Succinivibrionaceae,Succinivibrio,3,1.963365,9,0.228614,0.25945,0,0.000011,0.000011,9,0.002808,0,1,3,0.001525
87,sugE,,767.5,ARG,MDR,sugE,9,6.717821,6,0.3125,0.367849,47.309677,0.003707,0.003707,3,0.004437,0,0.638889,23,0.027425
62,tetBP,,3681.22,ARG,Tetracycline,tetBP,13,8.119643,5,0.342163,0.408387,70.480419,0.007989,0.007989,4,0.005022,0,0.679487,53,0.058689
78,tetL-Ef,,1888.25,ARG,Tetracycline,tetL-Ef,9,6.81714,7,0.353881,0.41232,176.168644,0.00379,0.00379,9,0.004805,0,0.638889,23,0.029117
64,tetQ,,265409.87,ARG,Tetracycline,tetQ,11,7.028198,6,0.348315,0.407849,137.290079,0.008584,0.008584,1,0.004481,0,0.581818,32,0.060111
270,Thalassospira,,1.84,Taxa,Rhodospirillaceae,Thalassospira,11,9.320215,8,0.285978,0.340453,16.717362,0.000319,0.000319,2,0.005511,0,0.909091,50,0.010766
198,Thermaerobacter,,6.24,Taxa,Clostridiales Family XVII. Incertae Sedis,Thermaerobacter,7,5.656633,7,0.311871,0.365223,55.098376,0.00374,0.00374,0,0.004068,0,0.857143,18,0.026458
287,Thermoactinomyces,,5149.77,Taxa,Thermoactinomycetaceae,Thermoactinomyces,47,40.133541,6,0.45858,0.583978,102.307574,0.157342,0.157342,8,0.008732,0,0.846438,915,0.995374
288,Thermoanaerobacterales_u_g,,37.61,Taxa,Thermoanaerobacterales_u_f,Thermoanaerobacterales_u_g,3,1.723792,7,0.291902,0.333287,1,0.0032,0.0032,6,0.002186,0,0.333333,1,0.02076
246,Thermobifida,,1134.12,Taxa,Nocardiopsaceae,Thermobifida,42,31.299527,5,0.455882,0.566882,260.507365,0.144289,0.144289,8,0.00792,0,0.893148,769,0.912655
