Id,Label,timeset,abundance,type,class,gene,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,pageranks,componentnumber,clustering,triangles,eigencentrality
113,Enterobacteria phage Sf101,,19.32,Phage,Podoviridae,Enterobacteria phage Sf101,18,13.436493,6,0.321918,0.416785,1.096682,0.133665,0.133665,0,0.006131,0,0.986928,151,0.539187
114,Enterobacteria phage SfI,,39.1,Phage,Myoviridae,Enterobacteria phage SfI,21,16.36612,6,0.363402,0.452837,271.395585,0.151307,0.151307,6,0.007244,0,0.819048,172,0.620168
115,Enterobacteria phage SfV,,18.51,Phage,Myoviridae,Enterobacteria phage SfV,23,18.174406,6,0.365285,0.46052,80.857769,0.16781,0.16781,6,0.00775,0,0.735178,186,0.685798
58,baeS,,869.51,ARG,MDR,baeS,5,3.739886,7,0.277559,0.330328,36.476014,0.007788,0.007788,2,0.003492,0,0.6,6,0.037549
117,Enterobacteria phage YYZ-2008,,85.61,Phage,Siphoviridae,Enterobacteria phage YYZ-2008,8,5.365149,6,0.291925,0.353191,113.379436,0.02728,0.02728,2,0.004505,0,0.464286,13,0.116169
212,Erysipelotrichaceae_u_g,,1823.34,Taxa,Erysipelotrichaceae,Erysipelotrichaceae_u_g,5,2.879833,6,0.292531,0.332742,19.911651,0.000885,0.000885,4,0.003485,0,0.6,6,0.021241
208,Escherichia,,389.04,Taxa,Enterobacteriaceae,Escherichia,16,12.538695,5,0.400568,0.464775,322.510143,0.027205,0.027205,8,0.007153,0,0.733333,88,0.192127
130,Escherichia phage D108,,28.75,Phage,Myoviridae,Escherichia phage D108,4,2.46226,6,0.310573,0.360638,55.13902,0.005412,0.005412,4,0.002553,0,0.166667,1,0.036428
134,Escherichia phage TL-2011b,,77.29,Phage,Podoviridae,Escherichia phage TL-2011b,20,14.151705,5,0.391667,0.475414,278.522652,0.136668,0.136668,6,0.00696,0,0.736842,140,0.575721
119,Escherichia virus fiAA91ss,,46.37,Phage,Myoviridae,Escherichia virus fiAA91ss,15,12.330972,5,0.380054,0.446099,133.902867,0.021198,0.021198,8,0.006849,0,0.819048,86,0.166679
111,Escherichia virus If1,,5.95,Phage,Inoviridae,Escherichia virus If1,15,12.341612,5,0.380054,0.446099,133.902867,0.021198,0.021198,8,0.006849,0,0.819048,86,0.166679
145,Escherichia virus P2,,99.6,Phage,Myoviridae,Escherichia virus P2,5,3.769712,7,0.277559,0.330328,36.476014,0.007788,0.007788,2,0.003492,0,0.6,6,0.037549
135,Escherichia virus phiV10,,6.53,Phage,Podoviridae,Escherichia virus phiV10,22,17.973585,6,0.378016,0.473522,97.998729,0.15676,0.15676,6,0.007466,0,0.809524,187,0.648989
136,Escherichia virus pro147,,20.28,Phage,Myoviridae,Escherichia virus pro147,9,7.203529,6,0.311947,0.371158,60.976881,0.008262,0.008262,2,0.005182,0,0.805556,29,0.056397
137,Escherichia virus pro483,,71.59,Phage,Myoviridae,Escherichia virus pro483,21,17.940185,6,0.329439,0.433097,35.422886,0.153928,0.153928,0,0.007157,0,0.852381,179,0.621626
263,Acidipropionibacterium,,29.62,Taxa,Propionibacteriaceae,Acidipropionibacterium,6,3.825908,7,0.243103,0.287487,126.708081,0.000033,0.000033,3,0.006406,0,0.4,6,0.008205
146,Escherichia virus Wphi,,37.01,Phage,Myoviridae,Escherichia virus Wphi,5,3.037043,6,0.27593,0.314894,254.116051,0.000452,0.000452,3,0.005101,0,0.3,3,0.011396
21,evgA,,1401.75,ARG,MDR,evgA,23,19.115726,6,0.330986,0.440189,28.821641,0.175793,0.175793,0,0.007536,0,0.778656,197,0.70922
216,Firmicutes_u_g,,666.93,Taxa,Firmicutes_u_f,Firmicutes_u_g,10,6.18542,5,0.36911,0.422104,628.260534,0.00691,0.00691,7,0.006493,0,0.266667,12,0.062598
184,Geobacillus,,27.58,Taxa,Bacillaceae,Geobacillus,11,7.139056,6,0.303879,0.368203,152.019377,0.001084,0.001084,4,0.006281,0,0.545455,30,0.043251
221,Gordonia,,6.84,Taxa,Gordoniaceae,Gordonia,15,11.710931,6,0.341404,0.415721,77.776622,0.005596,0.005596,7,0.007374,0,0.752381,79,0.11672
222,Halorubrum,,1.46,Taxa,Halorubraceae,Halorubrum,10,6.55303,6,0.30989,0.368676,436.891453,0.000553,0.000553,3,0.008601,0,0.377778,17,0.02385
253,Helcococcus,,28.41,Taxa,Peptoniphilaceae,Helcococcus,4,2.447231,6,0.283702,0.321158,105.053149,0.000707,0.000707,7,0.003273,0,0.333333,2,0.01309
224,Holospora,,78.19,Taxa,Holosporaceae,Holospora,11,8.276723,6,0.295597,0.359456,299.454982,0.00072,0.00072,4,0.006296,0,0.745455,41,0.042489
217,Imtechella,,27.79,Taxa,Flavobacteriaceae,Imtechella,6,4.337735,8,0.219626,0.265181,44.848566,0.000006,0.000006,3,0.006629,0,0.533333,8,0.007876
68,int,,579.41,MGE,Plasmid,int,8,5.401796,6,0.311258,0.363121,281.154627,0.00095,0.00095,4,0.0057,0,0.392857,11,0.026409
240,Kocuria,,81.81,Taxa,Micrococcaceae,Kocuria,2,1.075385,6,0.239796,0.260757,6.958601,0.000025,0.000025,3,0.002498,0,0,0,0.003214
229,Lachnoclostridium,,1098.65,Taxa,Lachnospiraceae,Lachnoclostridium,10,6.102886,5,0.342233,0.393381,281.93979,0.004457,0.004457,7,0.006207,0,0.355556,16,0.050923
230,Lachnospira,,1360.72,Taxa,Lachnospiraceae,Lachnospira,2,1.083157,6,0.279208,0.305083,0,0.000339,0.000339,4,0.002265,0,1,1,0.006279
1,2024 Branch,,616.81,ARG,Aminoglycoside,2024 Branch,1,1,1,1,1,0,0,0,5,0.006011,1,0,0,0.000556
150,Lactobacillus phage phiAT3,,6.83,Phage,Siphoviridae,Lactobacillus phage phiAT3,1,1,1,1,1,0,0,0,5,0.006011,1,0,0,0.000556
32,marA,,1427.46,ARG,MDR,marA,19,16.605073,6,0.322654,0.420331,1.847108,0.143456,0.143456,0,0.006405,0,0.97076,166,0.578354
42,mdtH,,426.29,ARG,MDR,mdtH,22,17.973585,6,0.378016,0.473522,97.998729,0.15676,0.15676,6,0.007466,0,0.809524,187,0.648989
40,mdtO,,494.48,ARG,MDR,mdtO,15,12.341612,5,0.380054,0.446099,133.902867,0.021198,0.021198,8,0.006849,0,0.819048,86,0.166679
41,mdtP,,796.6,ARG,MDR,mdtP,5,3.989102,7,0.286004,0.337065,59.108294,0.006906,0.006906,1,0.003735,0,0.7,7,0.036862
275,Megamonas,,13.87,Taxa,Selenomonadaceae,Megamonas,2,1.306726,6,0.256364,0.283452,0,0.000441,0.000441,3,0.002272,0,1,1,0.007941
289,Megasphaera,,17.23,Taxa,Veillonellaceae,Megasphaera,30,18.851007,6,0.365285,0.48026,187.157818,0.222755,0.222755,0,0.009576,0,0.565517,246,0.903177
235,Methanosarcina,,10.45,Taxa,Methanosarcinaceae,Methanosarcina,16,9.772753,6,0.34058,0.418558,217.059482,0.098963,0.098963,6,0.006061,0,0.666667,80,0.41381
236,Methylobacterium,,3.49,Taxa,Methylobacteriaceae,Methylobacterium,15,11.710931,6,0.341404,0.415721,77.776622,0.005596,0.005596,7,0.007374,0,0.752381,79,0.11672
239,Microbacterium,,175.34,Taxa,Microbacteriaceae,Microbacterium,6,3.648697,7,0.244367,0.289379,267.495251,0.000058,0.000058,3,0.006043,0,0.4,6,0.011268
241,Micrococcaceae_u_g,,16.88,Taxa,Micrococcaceae,Micrococcaceae_u_g,15,10.133276,6,0.319728,0.393026,305.924653,0.002817,0.002817,7,0.008047,0,0.580952,61,0.095047
242,Micromonospora,,16.91,Taxa,Micromonosporaceae,Micromonospora,15,11.710931,6,0.341404,0.415721,77.776622,0.005596,0.005596,7,0.007374,0,0.752381,79,0.11672
237,Microvirga,,5.6,Taxa,Methylobacteriaceae,Microvirga,23,15.200194,6,0.348148,0.446927,534.753412,0.128221,0.128221,6,0.008765,0,0.581028,147,0.538486
96,MobA 32395281,,50496.93,MGE,Insertional sequence,MobA 32395281,4,2.10684,7,0.249117,0.281628,4.965871,0.000069,0.000069,3,0.004148,0,0.833333,5,0.008245
197,Mogibacterium,,27.54,Taxa,Clostridiales Family XIII. Incertae Sedis,Mogibacterium,25,13.933928,5,0.384196,0.477305,1311.494609,0.061211,0.061211,8,0.01037,0,0.266667,80,0.359566
244,Myxococcaceae_u_g,,1.12,Taxa,Myxococcaceae,Myxococcaceae_u_g,15,11.710931,6,0.341404,0.415721,77.776622,0.005596,0.005596,7,0.007374,0,0.752381,79,0.11672
182,Olsenella,,252.81,Taxa,Atopobiaceae,Olsenella,11,9.15939,6,0.305195,0.358629,1.221848,0.009978,0.009978,8,0.005235,0,0.981818,54,0.102741
256,Paeniclostridium,,10.01,Taxa,Peptostreptococcaceae,Paeniclostridium,10,8.171425,7,0.272201,0.329855,5.404891,0.000259,0.000259,4,0.005849,0,0.911111,41,0.035904
254,Parvimonas,,22.8,Taxa,Peptoniphilaceae,Parvimonas,4,2.139825,7,0.271154,0.315079,180.046032,0.000198,0.000198,3,0.003749,0,0.333333,2,0.012504
11,pbp4,,720.16,ARG,Beta-lactam,pbp4,15,12.341612,5,0.380054,0.446099,133.902867,0.021198,0.021198,8,0.006849,0,0.819048,86,0.166679
282,Pelosinus,,28.92,Taxa,Sporomusaceae,Pelosinus,3,1.877265,8,0.200284,0.232033,0,0.000003,0.000003,3,0.00364,0,1,3,0.004488
251,Peptococcaceae_u_g,,19.83,Taxa,Peptococcaceae,Peptococcaceae_u_g,4,2.491468,6,0.294979,0.338416,285.14803,0.00722,0.00722,2,0.003061,0,0.333333,2,0.034389
258,Peptostreptococcus,,3.81,Taxa,Peptostreptococcaceae,Peptostreptococcus,14,7.910317,6,0.320455,0.386288,561.494584,0.010491,0.010491,8,0.007183,0,0.527473,48,0.107494
91,Plasmid 38606113,,1100.17,MGE,Plasmid,Plasmid 38606113,22,17.973585,6,0.378016,0.473522,97.998729,0.15676,0.15676,6,0.007466,0,0.809524,187,0.648989
24,pmrA,,1084.7,ARG,Polymyxin,pmrA,21,14.702733,6,0.328671,0.430378,291.501212,0.124962,0.124962,0,0.008202,0,0.67619,142,0.50865
25,pmrB,,658.1,ARG,Polymyxin,pmrB,19,16.605073,6,0.322654,0.420331,1.847108,0.143456,0.143456,0,0.006405,0,0.97076,166,0.578354
28,pmrF,,535.55,ARG,Polymyxin,pmrF,9,7.203529,6,0.311947,0.371158,60.976881,0.008262,0.008262,2,0.005182,0,0.805556,29,0.056397
262,Porphyromonas,,379.59,Taxa,Porphyromonadaceae,Porphyromonas,5,3.114486,6,0.282,0.316548,276.940337,0.000391,0.000391,3,0.004843,0,0.3,3,0.010604
265,Propionibacteriaceae_u_g,,8.54,Taxa,Propionibacteriaceae,Propionibacteriaceae_u_g,9,7.203529,6,0.311947,0.371158,60.976881,0.008262,0.008262,2,0.005182,0,0.805556,29,0.056397
231,Pseudobutyrivibrio,,173.28,Taxa,Lachnospiraceae,Pseudobutyrivibrio,6,3.706033,7,0.242685,0.2872,248.145939,0.000025,0.000025,3,0.006581,0,0.4,6,0.008057
291,Pseudoxanthomonas,,5.5,Taxa,Xanthomonadaceae,Pseudoxanthomonas,13,7.108178,5,0.330986,0.389243,923.854854,0.009139,0.009139,8,0.007685,0,0.487179,38,0.097301
271,Rickettsiales_u_g,,3.53,Taxa,Rickettsiales_u_f,Rickettsiales_u_g,5,3.215301,7,0.267045,0.316059,64.573117,0.004962,0.004962,2,0.003893,0,0.4,4,0.025954
232,Roseburia,,14.9,Taxa,Lachnospiraceae,Roseburia,4,2.378794,7,0.25777,0.311685,151.348085,0.007829,0.007829,2,0.004142,0,0.333333,2,0.03472
267,Saccharomonospora,,965.46,Taxa,Pseudonocardiaceae,Saccharomonospora,10,6.753263,6,0.299363,0.361466,176.170059,0.000677,0.000677,4,0.005772,0,0.644444,29,0.039523
268,Saccharopolyspora,,414.4,Taxa,Pseudonocardiaceae,Saccharopolyspora,12,7.968844,7,0.288344,0.357633,139.472035,0.000515,0.000515,4,0.006733,0,0.666667,44,0.048573
157,Salmonella phage RE-2010,,52.59,Phage,Myoviridae,Salmonella phage RE-2010,34,24.515739,6,0.381081,0.505437,407.132822,0.245997,0.245997,0,0.01081,0,0.541889,304,1
163,Salmonella virus HK620,,17.61,Phage,Podoviridae,Salmonella virus HK620,29,21.10261,6,0.379032,0.490662,250.969492,0.210981,0.210981,6,0.009427,0,0.586207,238,0.861395
159,Salmonella virus SJ46,,256.79,Phage,Myoviridae,Salmonella virus SJ46,19,16.59697,6,0.322654,0.420331,1.847108,0.143456,0.143456,0,0.006405,0,0.97076,166,0.578354
153,Seunavirus_u_s,,1.32,Phage,Myoviridae,Seunavirus_u_s,15,12.341612,5,0.380054,0.446099,133.902867,0.021198,0.021198,8,0.006849,0,0.819048,86,0.166679
211,Shigella,,67.71,Taxa,Enterobacteriaceae,Shigella,22,18.527098,6,0.330211,0.436643,47.309078,0.162312,0.162312,0,0.007438,0,0.809524,187,0.655599
165,Shigella phage SfII,,5.06,Phage,Myoviridae,Shigella phage SfII,22,17.973585,6,0.378016,0.473522,97.998729,0.15676,0.15676,6,0.007466,0,0.809524,187,0.648989
166,Shigella phage SfIV,,29.91,Phage,Myoviridae,Shigella phage SfIV,21,14.873332,6,0.332547,0.432388,348.234935,0.125053,0.125053,0,0.008138,0,0.680952,143,0.508485
168,Shigella virus Sf6,,101.9,Phage,Podoviridae,Shigella virus Sf6,20,17.535954,6,0.327146,0.427778,5.412032,0.152729,0.152729,0,0.006684,0,0.926316,176,0.615833
207,Slackia,,6.36,Taxa,Eggerthellaceae,Slackia,15,12.341612,5,0.380054,0.446099,133.902867,0.021198,0.021198,8,0.006849,0,0.819048,86,0.166679
281,Sporolactobacillus,,1.57,Taxa,Sporolactobacillaceae,Sporolactobacillus,22,17.973585,6,0.378016,0.473522,97.998729,0.15676,0.15676,6,0.007466,0,0.809524,187,0.648989
283,Staphylococcus,,11.19,Taxa,Staphylococcaceae,Staphylococcus,9,7.087258,6,0.311947,0.371158,60.976881,0.008262,0.008262,2,0.005182,0,0.805556,29,0.056397
170,Stx2-converting phage 1717,,215.56,Phage,Siphoviridae,Stx2-converting phage 1717,22,17.021439,6,0.344743,0.442199,30.178392,0.166182,0.166182,6,0.007282,0,0.796537,184,0.678001
171,Stx2-converting phage 86,,3.28,Phage,Podoviridae,Stx2-converting phage 86,19,16.605073,6,0.322654,0.420331,1.847108,0.143456,0.143456,0,0.006405,0,0.97076,166,0.578354
284,Succinatimonas,,14.54,Taxa,Succinivibrionaceae,Succinatimonas,21,16.309165,6,0.34901,0.444563,23.418444,0.15407,0.15407,6,0.007114,0,0.861905,181,0.630817
285,Succinivibrio,,122.38,Taxa,Succinivibrionaceae,Succinivibrio,10,6.81029,7,0.272201,0.329855,5.404891,0.000259,0.000259,4,0.005849,0,0.911111,41,0.035904
87,sugE,,3956.26,ARG,MDR,sugE,3,1.951477,8,0.2,0.230184,0,0.000002,0.000002,3,0.003716,0,1,3,0.00427
62,tetBP,,1259.55,ARG,Tetracycline,tetBP,12,8.01125,7,0.288934,0.355978,81.047827,0.00216,0.00216,7,0.006611,0,0.621212,41,0.07503
78,tetL-Ef,,4524.1,ARG,Tetracycline,tetL-Ef,3,2.033157,7,0.228896,0.258646,12.044541,0.000023,0.000023,3,0.003612,0,0.666667,2,0.004341
64,tetQ,,227806.23,ARG,Tetracycline,tetQ,10,5.640565,6,0.318284,0.37565,407.636415,0.001129,0.001129,7,0.006837,0,0.311111,14,0.04007
287,Thermoactinomyces,,3502.81,Taxa,Thermoactinomycetaceae,Thermoactinomyces,17,12.744243,6,0.34901,0.427541,192.976015,0.005722,0.005722,7,0.008643,0,0.588235,80,0.120562
288,Thermoanaerobacterales_u_g,,60.82,Taxa,Thermoanaerobacterales_u_f,Thermoanaerobacterales_u_g,8,5.454741,6,0.294363,0.343144,168.452819,0.000148,0.000148,3,0.007183,0,0.464286,13,0.016644
246,Thermobifida,,1217.13,Taxa,Nocardiopsaceae,Thermobifida,15,10.292646,6,0.321918,0.396809,191.940535,0.003211,0.003211,7,0.007527,0,0.542857,57,0.098641
177,Thermobispora,,16.06,Taxa,Actinobacteria_u_f,Thermobispora,15,11.710931,6,0.341404,0.415721,77.776622,0.005596,0.005596,7,0.007374,0,0.752381,79,0.11672
95,tnp,,3485.82,MGE,Transposon,tnp,15,12.341612,5,0.380054,0.446099,133.902867,0.021198,0.021198,8,0.006849,0,0.819048,86,0.166679
30,tolC,,1645.81,ARG,MDR,tolC,10,6.249239,6,0.284848,0.339125,270.262937,0.004315,0.004315,2,0.006198,0,0.422222,19,0.036056
72,transposon 46242809,,2927.8,MGE,Transposon,transposon 46242809,10,7.148337,6,0.293139,0.347281,100.6639,0.000807,0.000807,4,0.005887,0,0.777778,35,0.036403
73,transposon 46242811,,4452.61,MGE,Transposon,transposon 46242811,1,0.654609,8,0.193151,0.211229,0,0.000003,0.000003,3,0.001853,0,0,0,0.001432
280,Treponema,,125.64,Taxa,Spirochaetaceae,Treponema,1,0.534139,8,0.20524,0.231349,0,0.00036,0.00036,2,0.001782,0,0,0,0.002301
214,Turicibacter,,297.12,Taxa,Erysipelotrichaceae,Turicibacter,11,8.408093,6,0.303226,0.356738,39.608685,0.009755,0.009755,8,0.005334,0,0.818182,45,0.098497
234,Tyzzerella,,21.95,Taxa,Lachnospiraceae,Tyzzerella,20,14.571459,5,0.365285,0.450118,506.892358,0.130239,0.130239,6,0.00762,0,0.752632,143,0.53643
243,Ureaplasma,,3.66,Taxa,Mycoplasmataceae,Ureaplasma,11,7.513177,6,0.303879,0.358865,249.527082,0.00084,0.00084,4,0.006591,0,0.581818,32,0.037083
261,Ureibacillus,,64.83,Taxa,Planococcaceae,Ureibacillus,13,8.52143,6,0.313333,0.383924,160.509589,0.002624,0.002624,7,0.006683,0,0.692308,54,0.089904
293,Yersinia,,1.77,Taxa,Yersiniaceae,Yersinia,6,4.337735,8,0.219626,0.265181,44.848566,0.000006,0.000006,3,0.006629,0,0.533333,8,0.007876
2,a 2394 Branch,,0,ARG,Aminoglycoside,a 2394 Branch,0,0,0,0,0,0,0,0,9,0.000902,2,0,0,0
3,ant6 Ib,,0,ARG,Aminoglycoside,ant6 Ib,0,0,0,0,0,0,0,0,10,0.000902,3,0,0,0
4,bacA,,0,ARG,Bacitracin,bacA,0,0,0,0,0,0,0,0,11,0.000902,4,0,0,0
7,cfxA2,,0,ARG,Beta-lactam,cfxA2,0,0,0,0,0,0,0,0,12,0.000902,5,0,0,0
8,cfxA3,,0,ARG,Beta-lactam,cfxA3,0,0,0,0,0,0,0,0,13,0.000902,6,0,0,0
10,pbp2,,0,ARG,Beta-lactam,pbp2,0,0,0,0,0,0,0,0,14,0.000902,7,0,0,0
12,bla 1029 Branch,,0,ARG,Beta-lactam,bla 1029 Branch,0,0,0,0,0,0,0,0,15,0.000902,8,0,0,0
