Id,Label,timeset,abundance,type,class,gene,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,pageranks,componentnumber,clustering,triangles,eigencentrality
54,cpxR,,2295.49,ARG,MDR,cpxR,14,10.632945,6,0.346304,0.414794,31.987772,0.006566,0.006566,3,0.003911,1,0.846154,77,0.057673
101,Cronobacter phage vB_CsaP_GAP52,,18.97,Phage,Podoviridae,Cronobacter phage vB_CsaP_GAP52,13,10.626458,6,0.306368,0.364045,20.221676,0.001154,0.001154,7,0.004329,1,0.858974,67,0.022318
55,crp,,1012.69,ARG,MDR,crp,46,38.861025,4,0.445,0.552434,69.222899,0.157079,0.157079,5,0.007312,1,0.882126,913,0.987962
250,Desulfotomaculum,,8.6,Taxa,Peptococcaceae,Desulfotomaculum,5,3.091363,6,0.274268,0.306367,0,0.000513,0.000513,4,0.002514,1,1,10,0.006166
227,Dorea,,434.7,Taxa,Lachnospiraceae,Dorea,46,33.476466,5,0.416862,0.534831,234.398985,0.149569,0.149569,5,0.007774,1,0.803865,832,0.941129
51,emrA,,1598.03,ARG,MDR,emrA,15,11.6431,6,0.333333,0.396067,147.144427,0.002472,0.002472,7,0.004887,1,0.790476,83,0.031743
65,emrB,,1081.35,ARG,MDR,emrB,4,3.382825,6,0.231169,0.25618,4.882146,0.000041,0.000041,2,0.003493,1,0.833333,5,0.001975
52,emrK,,2950.42,ARG,Tetracycline,emrK,44,29.607294,5,0.413953,0.527622,375.297032,0.129912,0.129912,5,0.007622,1,0.684989,648,0.82554
48,emrY,,1649.25,ARG,MDR,emrY,43,33.794664,5,0.411085,0.529026,269.720436,0.146672,0.146672,5,0.006965,1,0.881506,796,0.923928
104,Enterobacteria phage BP-4795,,229.18,Phage,Siphoviridae,Enterobacteria phage BP-4795,23,12.002206,5,0.396437,0.465075,1097.566393,0.070513,0.070513,5,0.00494,1,0.6917,175,0.445297
118,Enterobacteria phage cdtI,,165.64,Phage,Siphoviridae,Enterobacteria phage cdtI,21,14.048742,6,0.343629,0.424157,392.709883,0.006129,0.006129,3,0.006041,1,0.485714,102,0.061472
181,Atopobium,,4265.94,Taxa,Atopobiaceae,Atopobium,2,1.386405,6,0.242507,0.263109,0,0.000012,0.000012,9,0.001661,1,1,1,0.001474
110,Enterobacteria phage IME10,,7.97,Phage,Podoviridae,Enterobacteria phage IME10,9,5.876456,5,0.318996,0.363577,291.027107,0.000255,0.000255,9,0.004808,1,0.5,18,0.008761
121,Enterobacteria phage mEp235,,8.46,Phage,Siphoviridae,Enterobacteria phage mEp235,46,38.861025,4,0.445,0.552434,69.222899,0.157079,0.157079,5,0.007312,1,0.882126,913,0.987962
123,Enterobacteria phage mEp460,,236.04,Phage,Siphoviridae,Enterobacteria phage mEp460,18,13.715115,6,0.380342,0.446536,643.264425,0.012816,0.012816,7,0.00534,1,0.542484,83,0.096358
3,ant6 Ib,,1058.78,ARG,Aminoglycoside,ant6 Ib,15,12.130573,6,0.312281,0.374438,17.891339,0.001023,0.001023,3,0.004764,1,0.866667,91,0.025509
112,Enterobacteria phage P4,,241.12,Phage,Caudovirales_u_f,Enterobacteria phage P4,14,8.789032,6,0.323049,0.38118,33.766765,0.001173,0.001173,3,0.004416,1,0.769231,70,0.025687
113,Enterobacteria phage Sf101,,60.83,Phage,Podoviridae,Enterobacteria phage Sf101,16,10.020492,6,0.340344,0.403652,498.868451,0.002595,0.002595,3,0.005078,1,0.5,60,0.035288
114,Enterobacteria phage SfI,,104.57,Phage,Myoviridae,Enterobacteria phage SfI,49,31.951049,5,0.435208,0.556086,611.830042,0.151222,0.151222,5,0.008421,1,0.720238,847,0.954217
115,Enterobacteria phage SfV,,279.47,Phage,Myoviridae,Enterobacteria phage SfV,46,38.815996,5,0.43309,0.546255,53.05691,0.156404,0.156404,5,0.007345,1,0.875362,906,0.983945
117,Enterobacteria phage YYZ-2008,,349.48,Phage,Siphoviridae,Enterobacteria phage YYZ-2008,45,35.737548,5,0.43309,0.542322,142.398125,0.152989,0.152989,5,0.007378,1,0.874747,866,0.962274
212,Erysipelotrichaceae_u_g,,5225.04,Taxa,Erysipelotrichaceae,Erysipelotrichaceae_u_g,10,5.640002,6,0.330855,0.379307,312.72848,0.000978,0.000978,4,0.004144,1,0.311111,14,0.013308
208,Escherichia,,840.57,Taxa,Enterobacteriaceae,Escherichia,23,16.126591,5,0.39821,0.47603,329.538072,0.037273,0.037273,3,0.005223,1,0.541502,137,0.251765
130,Escherichia phage D108,,377.3,Phage,Myoviridae,Escherichia phage D108,42,35.385323,5,0.405467,0.519288,49.972267,0.141893,0.141893,5,0.006781,1,0.867596,747,0.894363
138,Escherichia phage slur01,,462.84,Phage,Siphoviridae,Escherichia phage slur01,14,12.121605,6,0.305317,0.364888,13.309048,0.000834,0.000834,7,0.004696,1,0.901099,82,0.021256
134,Escherichia phage TL-2011b,,154.47,Phage,Podoviridae,Escherichia phage TL-2011b,15,11.783105,6,0.354582,0.423127,40.89695,0.009584,0.009584,3,0.004065,1,0.809524,85,0.077028
129,Escherichia virus Cajan,,585.26,Phage,Siphoviridae,Escherichia virus Cajan,14,12.121605,6,0.305317,0.364888,13.309048,0.000834,0.000834,7,0.004696,1,0.901099,82,0.021256
103,Escherichia virus CC31,,6.45,Phage,Myoviridae,Escherichia virus CC31,14,12.121605,6,0.305317,0.364888,13.309048,0.000834,0.000834,7,0.004696,1,0.901099,82,0.021256
119,Escherichia virus fiAA91ss,,399.13,Phage,Myoviridae,Escherichia virus fiAA91ss,47,39.418832,5,0.437346,0.551873,92.891345,0.15727,0.15727,5,0.007537,1,0.846438,915,0.990403
105,Escherichia virus HK106,,17.96,Phage,Siphoviridae,Escherichia virus HK106,10,8.62892,6,0.296667,0.354026,38.647412,0.002885,0.002885,6,0.004402,1,0.911111,41,0.024898
142,Escherichia virus HK97,,13.86,Phage,Siphoviridae,Escherichia virus HK97,46,38.861025,4,0.445,0.552434,69.222899,0.157079,0.157079,5,0.007312,1,0.882126,913,0.987962
111,Escherichia virus If1,,113.62,Phage,Inoviridae,Escherichia virus If1,14,12.136046,6,0.305317,0.364888,13.309048,0.000834,0.000834,7,0.004696,1,0.901099,82,0.021256
124,Escherichia virus mEpX1,,11.32,Phage,Siphoviridae,Escherichia virus mEpX1,8,5.189856,6,0.337761,0.393727,117.203528,0.004389,0.004389,7,0.003066,1,0.464286,13,0.032571
186,Bacteroidales_u_g,,49136.39,Taxa,Bacteroidales_u_f,Bacteroidales_u_g,5,3.172662,6,0.281201,0.318914,13.74903,0.000437,0.000437,7,0.002319,1,0.6,6,0.006436
145,Escherichia virus P2,,352.19,Phage,Myoviridae,Escherichia virus P2,48,39.905123,4,0.467192,0.572566,361.998869,0.15833,0.15833,5,0.007794,1,0.820922,926,0.997063
135,Escherichia virus phiV10,,205.46,Phage,Podoviridae,Escherichia virus phiV10,48,39.700538,4,0.450633,0.560861,152.544374,0.158716,0.158716,5,0.007697,1,0.825355,931,1
136,Escherichia virus pro147,,13.65,Phage,Myoviridae,Escherichia virus pro147,43,36.528184,5,0.416862,0.530712,76.588042,0.149183,0.149183,5,0.006918,1,0.912514,824,0.938079
137,Escherichia virus pro483,,425.08,Phage,Myoviridae,Escherichia virus pro483,45,38.324512,4,0.44389,0.549625,65.562793,0.154908,0.154908,5,0.007169,1,0.89697,888,0.974362
133,Escherichia virus Seurat,,348.76,Phage,Siphoviridae,Escherichia virus Seurat,14,12.121605,6,0.305317,0.364888,13.309048,0.000834,0.000834,7,0.004696,1,0.901099,82,0.021256
146,Escherichia virus Wphi,,215.27,Phage,Myoviridae,Escherichia virus Wphi,47,39.210504,4,0.454082,0.560393,263.625842,0.155828,0.155828,5,0.007808,1,0.829787,897,0.980675
274,Ethanoligenens,,5,Taxa,Ruminococcaceae,Ethanoligenens,12,9.424971,6,0.361789,0.415449,223.984356,0.002621,0.002621,2,0.004662,1,0.727273,48,0.026817
21,evgA,,1203.68,ARG,MDR,evgA,9,5.876456,5,0.318996,0.363577,291.027107,0.000255,0.000255,9,0.004808,1,0.5,18,0.008761
199,Collinsella,,864.86,Taxa,Coriobacteriaceae,Collinsella,3,1.847922,6,0.225032,0.249625,0,0.00001,0.00001,2,0.002568,1,1,3,0.001707
216,Firmicutes_u_g,,1111.17,Taxa,Firmicutes_u_f,Firmicutes_u_g,4,2.528342,6,0.234828,0.264888,7.605601,0.000011,0.000011,2,0.003233,1,0.833333,5,0.002273
45,gadX,,2545.54,ARG,MDR,gadX,8,5.379916,5,0.315044,0.35618,539.417643,0.001751,0.001751,2,0.00513,1,0.428571,12,0.01479
205,Desulfomicrobium,,2.44,Taxa,Desulfomicrobiaceae,Desulfomicrobium,4,2.782112,6,0.26215,0.293727,126.651136,0.00006,0.00006,6,0.003361,1,0.5,3,0.002403
221,Gordonia,,18.37,Taxa,Gordoniaceae,Gordonia,5,3.539496,6,0.239247,0.272472,12.346319,0.000011,0.000011,2,0.003925,1,0.7,7,0.00265
22,H NS,,1627.72,ARG,MDR,H NS,18,13.258776,5,0.383621,0.447659,293.130926,0.015227,0.015227,9,0.00564,1,0.601307,92,0.111544
222,Halorubrum,,6.69,Taxa,Halorubraceae,Halorubrum,11,8.869318,6,0.321881,0.381367,115.221409,0.002926,0.002926,6,0.004727,1,0.781818,43,0.026312
253,Helcococcus,,17.76,Taxa,Peptoniphilaceae,Helcococcus,15,11.999427,6,0.32963,0.403371,120.893175,0.004412,0.004412,3,0.004629,1,0.780952,82,0.045457
223,Holophagaceae_u_g,,1.03,Taxa,Holophagaceae,Holophagaceae_u_g,46,38.861025,4,0.445,0.552434,69.222899,0.157079,0.157079,5,0.007312,1,0.882126,913,0.987962
225,Hungateiclostridiaceae_u_g,,17.02,Taxa,Hungateiclostridiaceae,Hungateiclostridiaceae_u_g,12,7.042617,5,0.288961,0.337921,675.258967,0.000387,0.000387,2,0.006491,1,0.424242,28,0.01048
68,int,,25654.78,MGE,Plasmid,int,4,2.894439,6,0.273425,0.301311,189.629798,0.000768,0.000768,2,0.003239,1,0.5,3,0.006255
255,Intestinibacter,,280.43,Taxa,Peptostreptococcaceae,Intestinibacter,17,11.927951,5,0.377919,0.44176,165.691306,0.00549,0.00549,9,0.005863,1,0.654412,89,0.051343
213,Kandleria,,2156.34,Taxa,Erysipelotrichaceae,Kandleria,11,7.739767,5,0.342308,0.392228,115.307339,0.00356,0.00356,2,0.004184,1,0.654545,36,0.030598
240,Kocuria,,70.41,Taxa,Micrococcaceae,Kocuria,4,2.381773,6,0.247222,0.280618,83.959823,0.000012,0.000012,2,0.003157,1,0.5,3,0.002309
228,Lachnobacterium,,261.24,Taxa,Lachnospiraceae,Lachnobacterium,10,5.968013,6,0.335217,0.394663,244.788492,0.011988,0.011988,4,0.003902,1,0.333333,15,0.078907
106,Enterobacteria phage HK140,,29.04,Phage,Siphoviridae,Enterobacteria phage HK140,1,0.617297,7,0.251412,0.275147,0,0.000285,0.000285,4,0.001084,1,0,0,0.002276
229,Lachnoclostridium,,1218.56,Taxa,Lachnospiraceae,Lachnoclostridium,36,20.10996,5,0.375527,0.481929,1270.861193,0.101962,0.101962,5,0.007785,1,0.622222,392,0.644179
230,Lachnospira,,750.65,Taxa,Lachnospiraceae,Lachnospira,26,13.789323,5,0.370833,0.454869,4.839752,0.09344,0.09344,5,0.004389,1,0.975385,317,0.586194
150,Lactobacillus phage phiAT3,,23.44,Phage,Siphoviridae,Lactobacillus phage phiAT3,15,11.354732,5,0.365503,0.425749,61.986223,0.005379,0.005379,9,0.005181,1,0.790476,83,0.049065
32,marA,,1524.22,ARG,MDR,marA,9,6.590589,5,0.335849,0.389139,151.237743,0.004966,0.004966,4,0.003891,1,0.583333,21,0.035658
33,mdtA,,792.08,ARG,MDR,mdtA,4,3.382825,6,0.231169,0.25618,4.882146,0.000041,0.000041,2,0.003493,1,0.833333,5,0.001975
34,mdtB,,806.86,ARG,MDR,mdtB,46,38.861025,4,0.445,0.552434,69.222899,0.157079,0.157079,5,0.007312,1,0.882126,913,0.987962
35,mdtC,,1535.8,ARG,MDR,mdtC,15,12.130573,6,0.312281,0.374438,17.891339,0.001023,0.001023,3,0.004764,1,0.866667,91,0.025509
36,mdtD,,1205.56,ARG,MDR,mdtD,23,15.716426,6,0.339048,0.418446,205.638405,0.003352,0.003352,3,0.006597,1,0.521739,132,0.048888
37,mdtE,,3697.7,ARG,MDR,mdtE,12,8.84586,6,0.307427,0.361798,7.045807,0.000966,0.000966,3,0.003915,1,0.954545,63,0.021923
66,mdtF,,1443.33,ARG,MDR,mdtF,46,38.861025,4,0.445,0.552434,69.222899,0.157079,0.157079,5,0.007312,1,0.882126,913,0.987962
38,mdtG,,3269.4,ARG,MDR,mdtG,42,32.707567,5,0.409195,0.521442,53.298944,0.141369,0.141369,5,0.006785,1,0.861789,742,0.89108
42,mdtH,,1943.51,ARG,MDR,mdtH,53,36.702059,5,0.441687,0.568352,1122.392004,0.14983,0.14983,5,0.009667,1,0.619739,854,0.953106
49,mdtK,,679.16,ARG,MDR,mdtK,46,38.861025,4,0.445,0.552434,69.222899,0.157079,0.157079,5,0.007312,1,0.882126,913,0.987962
43,mdtL,,3104.62,ARG,MDR,mdtL,47,37.308075,5,0.436275,0.550936,151.640057,0.156735,0.156735,5,0.007736,1,0.840888,909,0.986301
44,mdtM,,463.25,ARG,MDR,mdtM,4,2.782112,6,0.26215,0.293727,126.651136,0.00006,0.00006,6,0.003361,1,0.5,3,0.002403
39,mdtN,,3866.77,ARG,MDR,mdtN,44,34.211501,5,0.424821,0.536798,159.140835,0.150173,0.150173,5,0.007055,1,0.882664,835,0.945013
40,mdtO,,1819.49,ARG,MDR,mdtO,46,38.861025,4,0.445,0.552434,69.222899,0.157079,0.157079,5,0.007312,1,0.882126,913,0.987962
41,mdtP,,2412.65,ARG,MDR,mdtP,13,8.202965,7,0.298157,0.358574,26.663971,0.000535,0.000535,3,0.004238,1,0.858974,67,0.020637
275,Megamonas,,15.92,Taxa,Selenomonadaceae,Megamonas,11,6.220999,5,0.310105,0.355899,517.478329,0.000243,0.000243,9,0.006347,1,0.381818,21,0.00918
5,cfxA 2366,,22269.78,ARG,Beta-lactam,cfxA 2366,1,0.541918,6,0.237017,0.25515,0,0.000006,0.000006,9,0.001243,1,0,0,0.000799
289,Megasphaera,,509.48,Taxa,Veillonellaceae,Megasphaera,11,8.869353,6,0.348337,0.398596,132.231968,0.002602,0.002602,2,0.004345,1,0.818182,45,0.025571
239,Microbacterium,,508.05,Taxa,Microbacteriaceae,Microbacterium,5,2.780466,6,0.278125,0.310955,157.480692,0.000239,0.000239,4,0.003519,1,0.2,2,0.003719
224,Holospora,,6.74,Taxa,Holosporaceae,Holospora,3,2.204047,6,0.25,0.275375,15.165943,0.000042,0.000042,9,0.002375,1,0.666667,2,0.001891
241,Micrococcaceae_u_g,,8.19,Taxa,Micrococcaceae,Micrococcaceae_u_g,4,2.264688,5,0.328413,0.369101,78.428759,0.007436,0.007436,6,0.001823,1,0.333333,2,0.048098
237,Microvirga,,8.07,Taxa,Methylobacteriaceae,Microvirga,14,11.732752,6,0.309028,0.369663,26.587447,0.001264,0.001264,7,0.004612,1,0.835165,76,0.023997
96,MobA 32395281,,22834.42,MGE,Insertional sequence,MobA 32395281,7,3.692603,5,0.335217,0.379775,335.926298,0.014283,0.014283,1,0.003258,1,0.428571,9,0.090693
197,Mogibacterium,,48.31,Taxa,Clostridiales Family XIII. Incertae Sedis,Mogibacterium,10,6.001909,6,0.314488,0.365637,175.384782,0.001215,0.001215,9,0.003869,1,0.644444,29,0.018138
152,Mycobacterium phage Enkosi,,2.75,Phage,Siphoviridae,Mycobacterium phage Enkosi,12,9.424971,6,0.361789,0.415449,223.984356,0.002621,0.002621,2,0.004662,1,0.727273,48,0.026817
244,Myxococcaceae_u_g,,2.91,Taxa,Myxococcaceae,Myxococcaceae_u_g,16,12.359556,6,0.363265,0.433708,103.280605,0.009617,0.009617,3,0.004393,1,0.733333,88,0.07793
245,Nitrospiraceae_u_g,,1.11,Taxa,Nitrospiraceae,Nitrospiraceae_u_g,15,12.130573,6,0.312281,0.374438,17.891339,0.001023,0.001023,3,0.004764,1,0.866667,91,0.025509
188,Ochrobactrum,,8.7,Taxa,Brucellaceae,Ochrobactrum,12,7.866474,6,0.289431,0.34382,262.611669,0.000707,0.000707,6,0.00593,1,0.454545,30,0.012123
182,Olsenella,,1031.36,Taxa,Atopobiaceae,Olsenella,9,7.043143,6,0.301695,0.341573,18.803769,0.000492,0.000492,2,0.00386,1,0.944444,34,0.010656
86,ompA,,1326.51,Virulence,Peptidoglycan,ompA,42,27.753655,5,0.396437,0.51133,439.797492,0.116498,0.116498,3,0.007486,1,0.629501,542,0.74302
247,Opitutales_u_g,,343.35,Taxa,Opitutales_u_f,Opitutales_u_g,16,11.154319,5,0.318996,0.378464,491.273517,0.00081,0.00081,7,0.00587,1,0.508333,61,0.021399
256,Paeniclostridium,,407.15,Taxa,Peptostreptococcaceae,Paeniclostridium,4,2.180319,6,0.305842,0.348034,0.991104,0.00684,0.00684,7,0.001616,1,0.833333,5,0.043966
254,Parvimonas,,10.54,Taxa,Peptoniphilaceae,Parvimonas,12,6.550092,5,0.370833,0.422097,822.16056,0.032174,0.032174,5,0.00364,1,0.545455,36,0.203437
10,pbp2,,591.21,ARG,Beta-lactam,pbp2,14,12.121605,6,0.305317,0.364888,13.309048,0.000834,0.000834,7,0.004696,1,0.901099,82,0.021256
11,pbp4,,1519.36,ARG,Beta-lactam,pbp4,16,10.712431,5,0.333333,0.390169,164.321822,0.00182,0.00182,9,0.006163,1,0.608333,73,0.02725
282,Pelosinus,,102.47,Taxa,Sporomusaceae,Pelosinus,12,6.62514,6,0.29916,0.349251,71.206881,0.000706,0.000706,7,0.004291,1,0.621212,41,0.016245
257,Peptostreptococcaceae_u_g,,566.76,Taxa,Peptostreptococcaceae,Peptostreptococcaceae_u_g,12,7.041419,5,0.340996,0.388951,411.248985,0.001031,0.001031,2,0.004664,1,0.5,33,0.017341
258,Peptostreptococcus,,166.68,Taxa,Peptostreptococcaceae,Peptostreptococcus,10,6.110244,6,0.342967,0.397753,38.716651,0.005347,0.005347,9,0.003535,1,0.8,36,0.043523
57,phoP,,499.49,ARG,MDR,phoP,7,5.576238,6,0.286634,0.325843,79.739286,0.000117,0.000117,2,0.004618,1,0.761905,16,0.004868
61,phoQ,,514.15,ARG,MDR,phoQ,15,11.554274,5,0.365503,0.425749,61.986223,0.005379,0.005379,9,0.005181,1,0.790476,83,0.049065
91,Plasmid 38606113,,969.74,MGE,Plasmid,Plasmid 38606113,15,12.130573,6,0.312281,0.374438,17.891339,0.001023,0.001023,3,0.004764,1,0.866667,91,0.025509
24,pmrA,,1451.24,ARG,Polymyxin,pmrA,10,6.441735,6,0.316726,0.362453,237.246346,0.00143,0.00143,4,0.003896,1,0.444444,20,0.016979
25,pmrB,,859.77,ARG,Polymyxin,pmrB,16,12.359556,6,0.363265,0.433708,103.280605,0.009617,0.009617,3,0.004393,1,0.733333,88,0.07793
26,pmrC,,732.06,ARG,Polymyxin,pmrC,46,38.861025,4,0.445,0.552434,69.222899,0.157079,0.157079,5,0.007312,1,0.882126,913,0.987962
28,pmrF,,2761.45,ARG,Polymyxin,pmrF,18,12.559581,5,0.377119,0.446255,891.235345,0.021664,0.021664,3,0.004806,1,0.522876,80,0.152452
262,Porphyromonas,,141.3,Taxa,Porphyromonadaceae,Porphyromonas,6,4.126689,6,0.305842,0.347191,103.668957,0.001178,0.001178,7,0.002619,1,0.533333,8,0.011232
231,Pseudobutyrivibrio,,580,Taxa,Lachnospiraceae,Pseudobutyrivibrio,6,3.303674,5,0.358149,0.402528,139.003086,0.007951,0.007951,7,0.002163,1,0.4,6,0.053495
291,Pseudoxanthomonas,,4.22,Taxa,Xanthomonadaceae,Pseudoxanthomonas,10,6.526406,5,0.300676,0.344663,276.730051,0.0015,0.0015,9,0.004374,1,0.644444,29,0.019103
172,Punavirus_u_s,,35.98,Phage,Myoviridae,Punavirus_u_s,12,8.151319,6,0.301184,0.35618,30.887019,0.000957,0.000957,3,0.004021,1,0.833333,55,0.020974
179,Alphaproteobacteria_u_g,,5.47,Taxa,Alphaproteobacteria_u_f,Alphaproteobacteria_u_g,1,0.888777,1,1,1,0,0,0,8,0.005013,2,0,0,0.000267
77,repB,,1037.29,MGE,Plasmid,repB,1,0.888777,1,1,1,0,0,0,8,0.005013,2,0,0,0.000267
272,Rikenellaceae_u_g,,4.41,Taxa,Rikenellaceae,Rikenellaceae_u_g,14,9.75739,6,0.344294,0.412921,49.633143,0.006518,0.006518,3,0.003932,1,0.78022,71,0.05687
232,Roseburia,,1127.41,Taxa,Lachnospiraceae,Roseburia,41,26.955158,5,0.409195,0.516386,186.693912,0.132473,0.132473,5,0.007154,1,0.792683,650,0.834227
69,rteC,,1303.26,Virulence,Two-component system response regulator,rteC,23,15.748511,6,0.342967,0.422659,241.168765,0.003218,0.003218,3,0.006653,1,0.517787,131,0.047997
267,Saccharomonospora,,360.37,Taxa,Pseudonocardiaceae,Saccharomonospora,10,8.582748,6,0.296667,0.354026,38.647412,0.002885,0.002885,6,0.004402,1,0.911111,41,0.024898
268,Saccharopolyspora,,92.87,Taxa,Pseudonocardiaceae,Saccharopolyspora,11,8.784607,6,0.297162,0.356835,47.185701,0.003058,0.003058,6,0.004793,1,0.763636,42,0.026269
157,Salmonella phage RE-2010,,86.3,Phage,Myoviridae,Salmonella phage RE-2010,17,12.625187,6,0.345631,0.419007,132.25206,0.019205,0.019205,3,0.004296,1,0.588235,80,0.135137
155,Salmonella virus FSLSP004,,156.54,Phage,Myoviridae,Salmonella virus FSLSP004,46,38.965534,5,0.442786,0.551873,111.35998,0.156188,0.156188,5,0.007386,1,0.872464,903,0.982416
159,Salmonella virus SJ46,,121.34,Phage,Myoviridae,Salmonella virus SJ46,46,38.484652,5,0.435208,0.548127,147.455693,0.154564,0.154564,5,0.007593,1,0.854106,884,0.972701
276,Selenomonadaceae_u_g,,269.79,Taxa,Selenomonadaceae,Selenomonadaceae_u_g,11,8.907642,6,0.348337,0.398596,132.231968,0.002602,0.002602,2,0.004345,1,0.818182,45,0.025571
153,Seunavirus_u_s,,0.74,Phage,Myoviridae,Seunavirus_u_s,16,12.359556,6,0.363265,0.433708,103.280605,0.009617,0.009617,3,0.004393,1,0.733333,88,0.07793
277,Shewanella,,2.68,Taxa,Shewanellaceae,Shewanella,9,5.996892,6,0.334586,0.388858,70.826196,0.005252,0.005252,4,0.00364,1,0.583333,21,0.037477
