"Label","id","Abundance","Type","Class","Gene"
"cpxR",36,5020.49,"ARG","MDR","cpxR"
"crp",37,7720.44,"ARG","MDR","crp"
"emrA",38,736.43,"ARG","MDR","emrA"
"emrB",39,629.6,"ARG","MDR","emrB"
"emrE",40,0,"ARG","MDR","emrE"
"emrK",41,1995.33,"ARG","Tetracycline","emrK"
"emrR",42,3229.63,"ARG","MDR","emrR"
"emrY",43,0,"ARG","MDR","emrY"
"ermC",44,627.49,"ARG","Macrolide","ermC"
"ermG",45,0,"ARG","Macrolide","ermG"
"ermQ",46,0,"ARG","Macrolide","ermQ"
"evgA",47,3263.43,"ARG","MDR","evgA"
"evgS",48,1787.11,"ARG","MDR","evgS"
"gadX",49,1221.66,"ARG","MDR","gadX"
"H NS",50,0,"ARG","MDR","H NS"
"l 2009 Branch",51,0,"ARG","Macrolide","l 2009 Branch"
"lnuC",52,173137.13,"ARG","Macrolide","lnuC"
"m 2021 Branch",53,0,"ARG","Macrolide","m 2021 Branch"
"marA",54,960.01,"ARG","MDR","marA"
"mdfA",55,668.14,"ARG","MDR","mdfA"
"mdtA",56,1589.02,"ARG","MDR","mdtA"
"mdtB",57,856.51,"ARG","MDR","mdtB"
"mdtC",58,660.15,"ARG","MDR","mdtC"
"mdtD",59,1462.21,"ARG","MDR","mdtD"
"mdtE",60,5950.96,"ARG","MDR","mdtE"
"mdtF",61,0,"ARG","MDR","mdtF"
"mdtG",62,923.86,"ARG","MDR","mdtG"
"mdtH",63,1700.47,"ARG","MDR","mdtH"
"mdtK",64,2228.93,"ARG","MDR","mdtK"
"mdtL",65,1368.24,"ARG","MDR","mdtL"
"mdtM",66,0,"ARG","MDR","mdtM"
"mdtN",67,470.66,"ARG","MDR","mdtN"
"mdtO",68,1698.85,"ARG","MDR","mdtO"
"mdtP",69,3481.58,"ARG","MDR","mdtP"
"mefA",70,174716.7,"ARG","Macrolide","mefA"
"mel",71,0,"ARG","Macrolide","mel"
"msrD",72,0,"ARG","Macrolide","msrD"
"nimJ",73,0,"ARG","Nitroimidazole","nimJ"
"pbp2",74,2447.91,"ARG","Beta-lactam","pbp2"
"pbp4",75,0,"ARG","Beta-lactam","pbp4"
"phoP",76,453.91,"ARG","MDR","phoP"
"phoQ",77,1215.04,"ARG","MDR","phoQ"
"pmrA",78,1074.54,"ARG","Polymyxin","pmrA"
"pmrB",79,1475.61,"ARG","Polymyxin","pmrB"
"pmrC",80,2827.06,"ARG","Polymyxin","pmrC"
"pmrE",81,0,"ARG","Polymyxin","pmrE"
"pmrF",82,1392.11,"ARG","Polymyxin","pmrF"
"sat 2182 Branch",83,2873.6,"ARG","Aminoglycoside","sat 2182 Branch"
"tet 2027 Branch",84,0,"ARG","Tetracycline","tet 2027 Branch"
"tet 2105 Branch",85,0,"ARG","Tetracycline","tet 2105 Branch"
"tet 32",86,63434.64,"ARG","Tetracycline","tet 32"
"tet32",87,20891.88,"ARG","Tetracycline","tet32"
"tet40",88,153936.74,"ARG","Tetracycline","tet40"
"tet44",89,49011,"ARG","Tetracycline","tet44"
"tetAP",90,15221.2,"ARG","Tetracycline","tetAP"
"tetBP",91,9868.28,"ARG","Tetracycline","tetBP"
"tetD",92,0,"ARG","Tetracycline","tetD"
"tetL",93,1118.98,"ARG","Tetracycline","tetL"
"tetO",94,201383.07,"ARG","Tetracycline","tetO"
"tetQ",95,153223.67,"ARG","Tetracycline","tetQ"
"tetW",96,536449.54,"ARG","Tetracycline","tetW"
"tetX",97,3148.25,"ARG","Tetracycline","tetX"
"tolC",98,5343.24,"ARG","MDR","tolC"
"cfxA 33413459",99,130295.54,"ARG","Beta-lactam","cfxA 33413459"
"tetL-Ef",100,5168.13,"ARG","Tetracycline","tetL-Ef"
"aadE",101,0,"ARG","Aminoglycoside","aadE"
"blc",102,0,"ARG","Beta-lactam","blc"
"cmy-13",103,0,"ARG","Beta-lactam","cmy-13"
"sugE",104,3206.02,"ARG","MDR","sugE"
"blc 3334641",105,0,"ARG","Beta-lactam","blc 3334641"
"cfxA 32395282",106,49612.76,"ARG","Beta-lactam","cfxA 32395282"
"tetA",107,436.49,"ARG","Tetracycline","tetA"
"88 Branch",108,1254.28,"Virulence","Unknown","88 Branch"
"int",109,29421.51,"MGE","Plasmid","int"
"rteC",110,1851.45,"Virulence","Two-component system response regulator","rteC"
"traE",111,437.12,"MGE","Plasmid","traE"
"traF",112,0,"MGE","Plasmid","traF"
"transposon 46242809",113,28423.93,"MGE","Transposon","transposon 46242809"
"transposon 46242811",114,33139.11,"MGE","Transposon","transposon 46242811"
"colA",115,0,"Virulence","Collagenase","colA"
"pfoA",116,0,"Virulence","Citolysis","pfoA"
"repB",117,2389.42,"MGE","Plasmid","repB"
"Transposon 807609",118,0,"MGE","Transposon","Transposon 807609"
"astA",119,1641.86,"Virulence","N-succinyltransferase","astA"
"lacY",120,544.61,"Virulence","Beta-galactosides","lacY"
"lpfA",121,0,"Virulence","Fimbrial major protein","lpfA"
"ompA",122,4319.79,"Virulence","Peptidoglycan","ompA"
"traA",123,1873.09,"MGE","Plasmid","traA"
"yddA",124,865.65,"Virulence","Inner membrane ABC transporter","yddA"
"Plasmid 38606113",125,532.35,"MGE","Plasmid","Plasmid 38606113"
"exc1",126,1995.53,"MGE","Plasmid","exc1"
"Rom",127,1526.9,"MGE","Plasmid","Rom"
"Plasmid 4775492",128,808.47,"MGE","Plasmid","Plasmid 4775492"
"tnp",129,2303.56,"MGE","Transposon","tnp"
"MobA 32395281",130,16808.12,"MGE","Insertional sequence","MobA 32395281"
"fyuA",131,0,"Virulence","Biofilm","fyuA"
"ybtP",132,0,"Virulence","Siderophore","ybtP"
"Cronobacter phage vB_CsaP_GAP52",133,73.01,"Phage","Podoviridae","Cronobacter phage vB_CsaP_GAP52"
"Karamvirus_u_s",134,3.17,"Phage","Myoviridae","Karamvirus_u_s"
"Escherichia virus CC31",135,0,"Phage","Myoviridae","Escherichia virus CC31"
"Enterobacteria phage BP-4795",136,367.6,"Phage","Siphoviridae","Enterobacteria phage BP-4795"
"Escherichia virus HK106",137,0,"Phage","Siphoviridae","Escherichia virus HK106"
"Enterobacteria phage HK140",138,24.69,"Phage","Siphoviridae","Enterobacteria phage HK140"
"Escherichia virus HK544",139,0,"Phage","Siphoviridae","Escherichia virus HK544"
"Escherichia virus HK629",140,7.61,"Phage","Siphoviridae","Escherichia virus HK629"
"Escherichia virus HK633",141,6.51,"Phage","Siphoviridae","Escherichia virus HK633"
"Enterobacteria phage IME10",142,110.61,"Phage","Podoviridae","Enterobacteria phage IME10"
"Escherichia virus If1",143,103.04,"Phage","Inoviridae","Escherichia virus If1"
"Enterobacteria phage P4",144,1419.51,"Phage","Caudovirales_u_f","Enterobacteria phage P4"
"Enterobacteria phage Sf101",145,226.07,"Phage","Podoviridae","Enterobacteria phage Sf101"
"Enterobacteria phage SfI",146,79.77,"Phage","Myoviridae","Enterobacteria phage SfI"
"Enterobacteria phage SfV",147,98.34,"Phage","Myoviridae","Enterobacteria phage SfV"
"Enterobacteria phage VT2phi_272",148,0,"Phage","Podoviridae","Enterobacteria phage VT2phi_272"
"Enterobacteria phage YYZ-2008",149,147.37,"Phage","Siphoviridae","Enterobacteria phage YYZ-2008"
"Enterobacteria phage cdtI",150,86.13,"Phage","Siphoviridae","Enterobacteria phage cdtI"
"Escherichia virus fiAA91ss",151,568.26,"Phage","Myoviridae","Escherichia virus fiAA91ss"
"Enterobacteria phage mEp043 c-1",152,0,"Phage","Siphoviridae","Enterobacteria phage mEp043 c-1"
"Enterobacteria phage mEp235",153,0,"Phage","Siphoviridae","Enterobacteria phage mEp235"
"Enterobacteria phage mEp237",154,4.83,"Phage","Siphoviridae","Enterobacteria phage mEp237"
"Enterobacteria phage mEp460",155,439.61,"Phage","Siphoviridae","Enterobacteria phage mEp460"
"Escherichia virus mEpX1",156,0,"Phage","Siphoviridae","Escherichia virus mEpX1"
"Escherichia virus mEpX2",157,5.09,"Phage","Siphoviridae","Escherichia virus mEpX2"
"Enterobacteria phage vB_EcoP_ACG-C91",158,8.57,"Phage","Autographiviridae","Enterobacteria phage vB_EcoP_ACG-C91"
"Enterobacterial phage mEp213",159,0,"Phage","Siphoviridae","Enterobacterial phage mEp213"
"Vequintavirus_u_s",160,0,"Phage","Myoviridae","Vequintavirus_u_s"
"Escherichia virus Cajan",161,0,"Phage","Siphoviridae","Escherichia virus Cajan"
"Escherichia phage D108",162,34.58,"Phage","Myoviridae","Escherichia phage D108"
"Escherichia virus FFH2",163,0,"Phage","Myoviridae","Escherichia virus FFH2"
"Escherichia virus Min27",164,0,"Phage","Podoviridae","Escherichia virus Min27"
"Escherichia virus Seurat",165,0,"Phage","Siphoviridae","Escherichia virus Seurat"
"Escherichia phage TL-2011b",166,116.78,"Phage","Podoviridae","Escherichia phage TL-2011b"
"Escherichia virus phiV10",167,156.73,"Phage","Podoviridae","Escherichia virus phiV10"
"Escherichia virus pro147",168,228.45,"Phage","Myoviridae","Escherichia virus pro147"
"Escherichia virus pro483",169,121.82,"Phage","Myoviridae","Escherichia virus pro483"
"Escherichia phage slur01",170,0,"Phage","Siphoviridae","Escherichia phage slur01"
"Escherichia virus 24B",171,0,"Phage","Podoviridae","Escherichia virus 24B"
"Escherichia virus 186",172,0,"Phage","Myoviridae","Escherichia virus 186"
"Escherichia virus HK022",173,0,"Phage","Siphoviridae","Escherichia virus HK022"
"Escherichia virus HK97",174,16.02,"Phage","Siphoviridae","Escherichia virus HK97"
"Escherichia virus K1-5",175,28.45,"Phage","Autographiviridae","Escherichia virus K1-5"
"Escherichia virus K1E",176,5.48,"Phage","Autographiviridae","Escherichia virus K1E"
"Escherichia virus P2",177,463.85,"Phage","Myoviridae","Escherichia virus P2"
"Escherichia virus Wphi",178,35.05,"Phage","Myoviridae","Escherichia virus Wphi"
"Lactobacillus phage LfeSau",179,4.93,"Phage","Siphoviridae","Lactobacillus phage LfeSau"
"Lactobacillus phage Lrm1",180,4.66,"Phage","Siphoviridae","Lactobacillus phage Lrm1"
"Lactobacillus phage iA2",181,30.95,"Phage","Siphoviridae","Lactobacillus phage iA2"
"Lactobacillus phage phiAT3",182,99.27,"Phage","Siphoviridae","Lactobacillus phage phiAT3"
"Lactococcus phage Tuc2009",183,0,"Phage","Siphoviridae","Lactococcus phage Tuc2009"
"Mycobacterium phage Enkosi",184,0,"Phage","Siphoviridae","Mycobacterium phage Enkosi"
"Seunavirus_u_s",185,5.3,"Phage","Myoviridae","Seunavirus_u_s"
"Salmonella phage BP12B",186,4.34,"Phage","Autographiviridae","Salmonella phage BP12B"
"Salmonella virus FSLSP004",187,86.2,"Phage","Myoviridae","Salmonella virus FSLSP004"
"Salmonella virus SP31",188,0,"Phage","Siphoviridae","Salmonella virus SP31"
"Salmonella phage RE-2010",189,120.17,"Phage","Myoviridae","Salmonella phage RE-2010"
"Salmonella phage SEN1",190,0,"Phage","Myoviridae","Salmonella phage SEN1"
"Salmonella virus SJ46",191,45.44,"Phage","Myoviridae","Salmonella virus SJ46"
"Salmonella virus SPN3US",192,4.43,"Phage","Myoviridae","Salmonella virus SPN3US"
"Salmonella phage g341c",193,0,"Phage","Podoviridae","Salmonella phage g341c"
"Salmonella phage vB_SemP_Emek",194,10.55,"Phage","Podoviridae","Salmonella phage vB_SemP_Emek"
"Salmonella virus HK620",195,12.29,"Phage","Podoviridae","Salmonella virus HK620"
"Salmonella virus PsP3",196,0,"Phage","Myoviridae","Salmonella virus PsP3"
"Shigella phage SfII",197,30,"Phage","Myoviridae","Shigella phage SfII"
"Shigella phage SfIV",198,262.32,"Phage","Myoviridae","Shigella phage SfIV"
"Shigella virus SfMu",199,21.12,"Phage","Myoviridae","Shigella virus SfMu"
"Shigella virus Sf6",200,114.75,"Phage","Podoviridae","Shigella virus Sf6"
"Streptococcus phage 20617",201,6.35,"Phage","Siphoviridae","Streptococcus phage 20617"
"Stx2-converting phage 1717",202,407.52,"Phage","Siphoviridae","Stx2-converting phage 1717"
"Stx2-converting phage 86",203,7.15,"Phage","Podoviridae","Stx2-converting phage 86"
"Punavirus_u_s",204,0,"Phage","Myoviridae","Punavirus_u_s"
"Candidatus Phytoplasma",205,0,"Taxa","Acholeplasmataceae","Candidatus Phytoplasma"
"Succiniclasticum",206,6.42,"Taxa","Acidaminococcaceae","Succiniclasticum"
"Acidithiobacillus",207,6.1,"Taxa","Acidithiobacillaceae","Acidithiobacillus"
"Actinobacteria_u_g",208,18.64,"Taxa","Actinobacteria_u_f","Actinobacteria_u_g"
"Thermobispora",209,0,"Taxa","Actinobacteria_u_f","Thermobispora"
"Taylorella",210,3.84,"Taxa","Alcaligenaceae","Taylorella"
"Alphaproteobacteria_u_g",211,6.84,"Taxa","Alphaproteobacteria_u_f","Alphaproteobacteria_u_g"
"Anaeromyxobacter",212,1.18,"Taxa","Anaeromyxobacteraceae","Anaeromyxobacter"
"Atopobium",213,7564.5,"Taxa","Atopobiaceae","Atopobium"
"Olsenella",214,2591.24,"Taxa","Atopobiaceae","Olsenella"
"Bacillus",215,617.94,"Taxa","Bacillaceae","Bacillus"
"Geobacillus",216,0,"Taxa","Bacillaceae","Geobacillus"
"Gemella",217,9.89,"Taxa","Bacillales_u_f","Gemella"
"Bacteroidales_u_g",218,55574.82,"Taxa","Bacteroidales_u_f","Bacteroidales_u_g"
"Brachyspira",219,0,"Taxa","Brachyspiraceae","Brachyspira"
"Ochrobactrum",220,33.9,"Taxa","Brucellaceae","Ochrobactrum"
"Campylobacter",221,9.77,"Taxa","Campylobacteraceae","Campylobacter"
"Candidatus Paracaedibacteraceae_u_g",222,3.14,"Taxa","Candidatus Paracaedibacteraceae","Candidatus Paracaedibacteraceae_u_g"
"Cardiobacterium",223,0,"Taxa","Cardiobacteriaceae","Cardiobacterium"
"Catabacter",224,1972.71,"Taxa","Catabacteriaceae","Catabacter"
"Alkaliphilus",225,5.88,"Taxa","Clostridiaceae","Alkaliphilus"
"Butyricicoccus",226,254.16,"Taxa","Clostridiaceae","Butyricicoccus"
"Caloramator",227,22.19,"Taxa","Clostridiaceae","Caloramator"
"Clostridiales Family XIII. Incertae Sedis_u_g",228,12552.4,"Taxa","Clostridiales Family XIII. Incertae Sedis","Clostridiales Family XIII. Incertae Sedis_u_g"
"Mogibacterium",229,57.62,"Taxa","Clostridiales Family XIII. Incertae Sedis","Mogibacterium"
"Thermaerobacter",230,7.04,"Taxa","Clostridiales Family XVII. Incertae Sedis","Thermaerobacter"
"Collinsella",231,922.43,"Taxa","Coriobacteriaceae","Collinsella"
"Corynebacterium",232,685.83,"Taxa","Corynebacteriaceae","Corynebacterium"
"Cytophaga",233,0,"Taxa","Cytophagaceae","Cytophaga"
"Runella",234,0,"Taxa","Cytophagaceae","Runella"
"Deinococcus-Thermus_u_g",235,0,"Taxa","Deinococcus-Thermus_u_f","Deinococcus-Thermus_u_g"
"Desulfobulbus",236,1.85,"Taxa","Desulfobulbaceae","Desulfobulbus"
"Desulfomicrobium",237,2.78,"Taxa","Desulfomicrobiaceae","Desulfomicrobium"
"Hippea",238,1.57,"Taxa","Desulfurellaceae","Hippea"
"Slackia",239,191.22,"Taxa","Eggerthellaceae","Slackia"
"Escherichia",240,1967.53,"Taxa","Enterobacteriaceae","Escherichia"
"Leclercia",241,0,"Taxa","Enterobacteriaceae","Leclercia"
"Salmonella",242,1.92,"Taxa","Enterobacteriaceae","Salmonella"
"Shigella",243,184.5,"Taxa","Enterobacteriaceae","Shigella"
"Erysipelotrichaceae_u_g",244,8165.81,"Taxa","Erysipelotrichaceae","Erysipelotrichaceae_u_g"
"Kandleria",245,3344.56,"Taxa","Erysipelotrichaceae","Kandleria"
"Turicibacter",246,3690.56,"Taxa","Erysipelotrichaceae","Turicibacter"
"Ferrimonas",247,0,"Taxa","Ferrimonadaceae","Ferrimonas"
"Firmicutes_u_g",248,1249.66,"Taxa","Firmicutes_u_f","Firmicutes_u_g"
"Imtechella",249,117.48,"Taxa","Flavobacteriaceae","Imtechella"
"Flavobacteriales_u_g",250,0,"Taxa","Flavobacteriales_u_f","Flavobacteriales_u_g"
"Cetobacterium",251,7.36,"Taxa","Fusobacteriaceae","Cetobacterium"
"Glycomyces",252,6.49,"Taxa","Glycomycetaceae","Glycomyces"
"Gordonia",253,39.57,"Taxa","Gordoniaceae","Gordonia"
"Halorubrum",254,5.84,"Taxa","Halorubraceae","Halorubrum"
"Holophagaceae_u_g",255,12.86,"Taxa","Holophagaceae","Holophagaceae_u_g"
"Holospora",256,26.19,"Taxa","Holosporaceae","Holospora"
"Hungateiclostridiaceae_u_g",257,0,"Taxa","Hungateiclostridiaceae","Hungateiclostridiaceae_u_g"
"Coprococcus",258,438.47,"Taxa","Lachnospiraceae","Coprococcus"
"Dorea",259,292.37,"Taxa","Lachnospiraceae","Dorea"
"Lachnobacterium",260,274.38,"Taxa","Lachnospiraceae","Lachnobacterium"
"Lachnoclostridium",261,1163.09,"Taxa","Lachnospiraceae","Lachnoclostridium"
"Lachnospira",262,807.46,"Taxa","Lachnospiraceae","Lachnospira"
"Pseudobutyrivibrio",263,512.06,"Taxa","Lachnospiraceae","Pseudobutyrivibrio"
"Roseburia",264,730.99,"Taxa","Lachnospiraceae","Roseburia"
"Shuttleworthia",265,0,"Taxa","Lachnospiraceae","Shuttleworthia"
"Tyzzerella",266,189.34,"Taxa","Lachnospiraceae","Tyzzerella"
"Methanosarcina",267,0,"Taxa","Methanosarcinaceae","Methanosarcina"
"Methylobacterium",268,10.53,"Taxa","Methylobacteriaceae","Methylobacterium"
"Microvirga",269,8.66,"Taxa","Methylobacteriaceae","Microvirga"
"Clavibacter",270,0,"Taxa","Microbacteriaceae","Clavibacter"
"Microbacterium",271,196.06,"Taxa","Microbacteriaceae","Microbacterium"
"Kocuria",272,66.6,"Taxa","Micrococcaceae","Kocuria"
"Micrococcaceae_u_g",273,1.88,"Taxa","Micrococcaceae","Micrococcaceae_u_g"
"Micromonospora",274,18.81,"Taxa","Micromonosporaceae","Micromonospora"
"Ureaplasma",275,3.28,"Taxa","Mycoplasmataceae","Ureaplasma"
"Myxococcaceae_u_g",276,12.79,"Taxa","Myxococcaceae","Myxococcaceae_u_g"
"Nitrospiraceae_u_g",277,0,"Taxa","Nitrospiraceae","Nitrospiraceae_u_g"
"Thermobifida",278,563.47,"Taxa","Nocardiopsaceae","Thermobifida"
"Opitutales_u_g",279,9.64,"Taxa","Opitutales_u_f","Opitutales_u_g"
"Saccharibacillus",280,0,"Taxa","Paenibacillaceae","Saccharibacillus"
"Gallibacterium",281,0,"Taxa","Pasteurellaceae","Gallibacterium"
"Desulfotomaculum",282,13.78,"Taxa","Peptococcaceae","Desulfotomaculum"
"Peptococcaceae_u_g",283,4.9,"Taxa","Peptococcaceae","Peptococcaceae_u_g"
"Anaerococcus",284,0,"Taxa","Peptoniphilaceae","Anaerococcus"
"Helcococcus",285,4.32,"Taxa","Peptoniphilaceae","Helcococcus"
"Parvimonas",286,13.98,"Taxa","Peptoniphilaceae","Parvimonas"
"Intestinibacter",287,250.2,"Taxa","Peptostreptococcaceae","Intestinibacter"
"Paeniclostridium",288,279.32,"Taxa","Peptostreptococcaceae","Paeniclostridium"
"Peptostreptococcaceae_u_g",289,441.93,"Taxa","Peptostreptococcaceae","Peptostreptococcaceae_u_g"
"Peptostreptococcus",290,115.76,"Taxa","Peptostreptococcaceae","Peptostreptococcus"
"Aminobacter",291,0,"Taxa","Phyllobacteriaceae","Aminobacter"
"Phyllobacteriaceae_u_g",292,1.76,"Taxa","Phyllobacteriaceae","Phyllobacteriaceae_u_g"
"Ureibacillus",293,25.4,"Taxa","Planococcaceae","Ureibacillus"
"Porphyromonas",294,264.79,"Taxa","Porphyromonadaceae","Porphyromonas"
"Acidipropionibacterium",295,0,"Taxa","Propionibacteriaceae","Acidipropionibacterium"
"Cutibacterium",296,0,"Taxa","Propionibacteriaceae","Cutibacterium"
"Propionibacteriaceae_u_g",297,0,"Taxa","Propionibacteriaceae","Propionibacteriaceae_u_g"
"Pseudonocardia",298,0,"Taxa","Pseudonocardiaceae","Pseudonocardia"
"Saccharomonospora",299,457.15,"Taxa","Pseudonocardiaceae","Saccharomonospora"
"Saccharopolyspora",300,180.2,"Taxa","Pseudonocardiaceae","Saccharopolyspora"
"Halocynthiibacter",301,0,"Taxa","Rhodobacteraceae","Halocynthiibacter"
"Thalassospira",302,0,"Taxa","Rhodospirillaceae","Thalassospira"
"Rickettsiales_u_g",303,0,"Taxa","Rickettsiales_u_f","Rickettsiales_u_g"
"Rikenellaceae_u_g",304,5.86,"Taxa","Rikenellaceae","Rikenellaceae_u_g"
"Anaerotruncus",305,0,"Taxa","Ruminococcaceae","Anaerotruncus"
"Ethanoligenens",306,6.94,"Taxa","Ruminococcaceae","Ethanoligenens"
"Megamonas",307,9.61,"Taxa","Selenomonadaceae","Megamonas"
"Selenomonadaceae_u_g",308,26.52,"Taxa","Selenomonadaceae","Selenomonadaceae_u_g"
"Shewanella",309,2.48,"Taxa","Shewanellaceae","Shewanella"
"Sphaerobacteraceae_u_g",310,0,"Taxa","Sphaerobacteraceae","Sphaerobacteraceae_u_g"
"Sphingobacteriaceae_u_g",311,0,"Taxa","Sphingobacteriaceae","Sphingobacteriaceae_u_g"
"Treponema",312,535.63,"Taxa","Spirochaetaceae","Treponema"
"Sporolactobacillus",313,3.47,"Taxa","Sporolactobacillaceae","Sporolactobacillus"
"Pelosinus",314,104.94,"Taxa","Sporomusaceae","Pelosinus"
"Staphylococcus",315,0,"Taxa","Staphylococcaceae","Staphylococcus"
"Succinatimonas",316,449.91,"Taxa","Succinivibrionaceae","Succinatimonas"
"Succinivibrio",317,78886.56,"Taxa","Succinivibrionaceae","Succinivibrio"
"Laceyella",318,0,"Taxa","Thermoactinomycetaceae","Laceyella"
"Thermoactinomyces",319,978.79,"Taxa","Thermoactinomycetaceae","Thermoactinomyces"
"Thermoanaerobacterales_u_g",320,87.78,"Taxa","Thermoanaerobacterales_u_f","Thermoanaerobacterales_u_g"
"Megasphaera",321,212.28,"Taxa","Veillonellaceae","Megasphaera"
"Veillonellaceae_u_g",322,246.59,"Taxa","Veillonellaceae","Veillonellaceae_u_g"
"Pseudoxanthomonas",323,3.54,"Taxa","Xanthomonadaceae","Pseudoxanthomonas"
"Xylella",324,2.97,"Taxa","Xanthomonadaceae","Xylella"
"Yersinia",325,0,"Taxa","Yersiniaceae","Yersinia"
