"Source","Target","Correlation","Type"
142,169,0.902833593095096,"undirected"
144,169,0.986301418529976,"undirected"
156,169,0.980683662802494,"undirected"
78,174,1,"undirected"
142,174,0.883547522092447,"undirected"
144,174,0.943073293103553,"undirected"
156,174,1,"undirected"
169,174,0.980683662802494,"undirected"
37,177,0.993917141380366,"undirected"
59,177,0.993917141380366,"undirected"
28,178,1,"undirected"
41,178,1,"undirected"
42,178,0.822986574685745,"undirected"
67,178,0.762917890972827,"undirected"
69,178,1,"undirected"
91,178,1,"undirected"
168,178,1,"undirected"
125,182,1,"undirected"
19,182,0.830976093972362,"undirected"
103,182,0.814687160703665,"undirected"
136,182,0.95464009405993,"undirected"
114,185,0.829578197635594,"undirected"
167,185,0.829578197635594,"undirected"
28,187,1,"undirected"
41,187,1,"undirected"
42,187,0.822986574685745,"undirected"
67,187,0.762917890972827,"undirected"
69,187,1,"undirected"
91,187,1,"undirected"
168,187,1,"undirected"
178,187,1,"undirected"
36,189,0.763634039140548,"undirected"
54,189,0.968108338425575,"undirected"
60,189,0.783628585694421,"undirected"
90,189,0.769644440071945,"undirected"
143,189,0.837979611412026,"undirected"
145,189,0.971380764978101,"undirected"
16,191,0.959346216424721,"undirected"
17,191,0.959346216424721,"undirected"
102,191,0.786173692839643,"undirected"
104,191,0.756329560452101,"undirected"
138,191,0.959346216424721,"undirected"
149,191,0.959346216424721,"undirected"
151,191,0.959346216424721,"undirected"
155,191,0.854631245358319,"undirected"
28,194,1,"undirected"
41,194,1,"undirected"
42,194,0.822986574685744,"undirected"
67,194,0.762917890972827,"undirected"
69,194,1,"undirected"
91,194,1,"undirected"
168,194,1,"undirected"
178,194,1,"undirected"
187,194,1,"undirected"
155,198,0.85454348916542,"undirected"
191,198,0.766918857078888,"undirected"
125,199,0.949124676059209,"undirected"
19,199,0.77453731265469,"undirected"
103,199,0.763094629431195,"undirected"
136,199,0.900863277935313,"undirected"
182,199,0.949124676059209,"undirected"
36,200,0.796208138649628,"undirected"
54,200,0.967818499486867,"undirected"
90,200,0.802238495957801,"undirected"
143,200,0.795467633915727,"undirected"
145,200,0.999281305382669,"undirected"
189,200,0.972761977741598,"undirected"
36,202,0.796208138649628,"undirected"
54,202,0.967818499486867,"undirected"
90,202,0.802238495957801,"undirected"
143,202,0.795467633915727,"undirected"
145,202,0.999281305382669,"undirected"
189,202,0.972761977741598,"undirected"
200,202,1,"undirected"
16,203,1,"undirected"
17,203,1,"undirected"
102,203,0.818994324113455,"undirected"
104,203,0.812092208697266,"undirected"
138,203,1,"undirected"
149,203,1,"undirected"
151,203,1,"undirected"
155,203,0.83478376940715,"undirected"
191,203,0.959346216424721,"undirected"
16,284,1,"undirected"
17,284,1,"undirected"
102,284,0.818994324113456,"undirected"
104,284,0.812092208697266,"undirected"
138,284,1,"undirected"
149,284,1,"undirected"
151,284,1,"undirected"
155,284,0.83478376940715,"undirected"
191,284,0.959346216424721,"undirected"
203,284,1,"undirected"
24,213,0.840753798555681,"undirected"
26,213,0.840753798555681,"undirected"
141,213,0.840753798555681,"undirected"
54,218,0.778227418730063,"undirected"
145,218,0.797276852701373,"undirected"
189,218,0.757496689630769,"undirected"
200,218,0.802522502429687,"undirected"
202,218,0.802522502429687,"undirected"
117,219,0.806323273022018,"undirected"
24,219,1,"undirected"
26,219,1,"undirected"
141,219,1,"undirected"
213,219,0.840753798555681,"undirected"
42,227,0.799732432890437,"undirected"
80,227,0.752219882203771,"undirected"
37,223,1,"undirected"
59,223,1,"undirected"
177,223,0.993917141380366,"undirected"
211,224,0.935530270289738,"undirected"
125,251,1,"undirected"
19,251,0.830976093972362,"undirected"
103,251,0.814687160703665,"undirected"
136,251,0.95464009405993,"undirected"
182,251,1,"undirected"
199,251,0.949124676059209,"undirected"
93,228,0.866083802111603,"undirected"
100,228,0.77617610998341,"undirected"
16,231,0.911763730164861,"undirected"
17,231,0.911763730164861,"undirected"
102,231,0.765246140052343,"undirected"
138,231,0.911763730164861,"undirected"
149,231,0.911763730164861,"undirected"
151,231,0.911763730164861,"undirected"
155,231,0.794600232795381,"undirected"
191,231,0.896207851773812,"undirected"
203,231,0.911763730164861,"undirected"
284,231,0.911763730164861,"undirected"
162,258,0.79217610758586,"undirected"
55,232,0.768490196257734,"undirected"
78,233,1,"undirected"
142,233,0.883547522092447,"undirected"
144,233,0.943073293103553,"undirected"
156,233,1,"undirected"
169,233,0.980683662802494,"undirected"
174,233,1,"undirected"
16,237,0.763465896142406,"undirected"
17,237,0.763465896142406,"undirected"
138,237,0.763465896142406,"undirected"
149,237,0.763465896142406,"undirected"
151,237,0.763465896142406,"undirected"
191,237,0.845820888173864,"undirected"
203,237,0.763465896142406,"undirected"
284,237,0.763465896142406,"undirected"
231,237,0.795650521614525,"undirected"
37,244,0.855350020052334,"undirected"
59,244,0.855350020052334,"undirected"
177,244,0.853858840921461,"undirected"
223,244,0.855350020052334,"undirected"
142,240,0.754365441379173,"undirected"
144,240,0.763985665665765,"undirected"
5,216,1,"undirected"
55,301,0.759643667855888,"undirected"
103,301,0.776292541548959,"undirected"
117,238,0.806323273022018,"undirected"
24,238,1,"undirected"
26,238,1,"undirected"
141,238,1,"undirected"
213,238,0.840753798555681,"undirected"
219,238,1,"undirected"
55,255,1,"undirected"
232,255,0.768490196257734,"undirected"
301,255,0.759643667855888,"undirected"
110,249,1,"undirected"
7,249,1,"undirected"
8,249,1,"undirected"
38,249,1,"undirected"
146,249,0.978647595037,"undirected"
147,249,0.888698259834148,"undirected"
32,245,1,"undirected"
81,245,1,"undirected"
117,272,0.767953854802878,"undirected"
125,262,0.794755650216765,"undirected"
19,262,0.794240890690357,"undirected"
182,262,0.794755650216765,"undirected"
199,262,0.752002372219767,"undirected"
251,262,0.794755650216765,"undirected"
162,307,0.841609836225575,"undirected"
258,307,0.929664857600471,"undirected"
37,267,0.980230862901491,"undirected"
59,267,0.980230862901491,"undirected"
177,267,0.973057696146894,"undirected"
223,267,0.980230862901491,"undirected"
244,267,0.815027914285293,"undirected"
125,268,1,"undirected"
19,268,0.830976093972362,"undirected"
103,268,0.814687160703665,"undirected"
136,268,0.95464009405993,"undirected"
182,268,1,"undirected"
199,268,0.949124676059209,"undirected"
251,268,1,"undirected"
262,268,0.794755650216765,"undirected"
55,273,0.758643171809204,"undirected"
255,273,0.758643171809204,"undirected"
72,274,0.923702647560007,"undirected"
228,229,0.875365590661945,"undirected"
244,229,0.764307253047753,"undirected"
72,220,0.969776515202517,"undirected"
274,220,0.890591971725116,"undirected"
113,279,0.978388429120028,"undirected"
120,279,0.820244046538307,"undirected"
15,279,1,"undirected"
43,279,1,"undirected"
271,288,0.767254523502108,"undirected"
32,286,0.871844364010454,"undirected"
81,286,0.871844364010455,"undirected"
245,286,0.871844364010455,"undirected"
72,292,1,"undirected"
274,292,0.923702647560007,"undirected"
220,292,0.969776515202517,"undirected"
197,294,0.816696308435705,"undirected"
34,263,0.876675362050186,"undirected"
72,304,1,"undirected"
274,304,0.923702647560007,"undirected"
220,304,0.969776515202517,"undirected"
292,304,1,"undirected"
215,299,0.754033556562459,"undirected"
155,243,0.771393572016642,"undirected"
37,265,1,"undirected"
59,265,1,"undirected"
177,265,0.993917141380366,"undirected"
223,265,1,"undirected"
244,265,0.855350020052334,"undirected"
267,265,0.980230862901491,"undirected"
37,239,0.794569121126322,"undirected"
59,239,0.794569121126322,"undirected"
177,239,0.78101759763575,"undirected"
223,239,0.794569121126322,"undirected"
244,239,0.886754679189434,"undirected"
267,239,0.763198181945136,"undirected"
265,239,0.794569121126322,"undirected"
125,313,1,"undirected"
19,313,0.830976093972363,"undirected"
103,313,0.814687160703665,"undirected"
136,313,0.95464009405993,"undirected"
182,313,1,"undirected"
199,313,0.949124676059209,"undirected"
251,313,1,"undirected"
262,313,0.794755650216765,"undirected"
268,313,1,"undirected"
211,206,0.984998416621664,"undirected"
224,206,0.958522608322583,"undirected"
16,302,1,"undirected"
17,302,1,"undirected"
102,302,0.818994324113455,"undirected"
104,302,0.812092208697266,"undirected"
138,302,1,"undirected"
149,302,1,"undirected"
151,302,1,"undirected"
155,302,0.83478376940715,"undirected"
191,302,0.959346216424721,"undirected"
203,302,1,"undirected"
284,302,1,"undirected"
231,302,0.911763730164861,"undirected"
237,302,0.763465896142406,"undirected"
5,319,0.902155294334266,"undirected"
216,319,0.902155294334266,"undirected"
117,320,0.789429778010909,"undirected"
93,320,0.869500693660986,"undirected"
100,320,0.838034128020683,"undirected"
228,320,0.789268816232745,"undirected"
253,320,0.756022412873337,"undirected"
278,209,0.870115621738659,"undirected"
16,266,0.750516705313333,"undirected"
17,266,0.750516705313333,"undirected"
138,266,0.750516705313333,"undirected"
149,266,0.750516705313333,"undirected"
151,266,0.750516705313333,"undirected"
203,266,0.750516705313333,"undirected"
284,266,0.750516705313333,"undirected"
231,266,0.777297116609675,"undirected"
243,266,0.778897481666204,"undirected"
302,266,0.750516705313333,"undirected"
256,275,0.782445964645873,"undirected"
125,293,0.891219265432311,"undirected"
136,293,0.843290488621621,"undirected"
182,293,0.891219265432311,"undirected"
199,293,0.837943180108572,"undirected"
251,293,0.891219265432311,"undirected"
268,293,0.891219265432311,"undirected"
313,293,0.891219265432311,"undirected"
278,293,0.7831073529514,"undirected"
209,293,0.904473117811067,"undirected"
117,322,0.806323273022018,"undirected"
24,322,1,"undirected"
26,322,1,"undirected"
141,322,1,"undirected"
213,322,0.840753798555681,"undirected"
219,322,1,"undirected"
238,322,1,"undirected"
