"Label","id","Abundance","Type","Class","Gene"
"evgA",47,2560.35,"ARG","MDR","evgA"
"evgS",48,0,"ARG","MDR","evgS"
"gadX",49,2546.29,"ARG","MDR","gadX"
"H NS",50,1151.65,"ARG","MDR","H NS"
"l 2009 Branch",51,0,"ARG","Macrolide","l 2009 Branch"
"lnuC",52,214254.71,"ARG","Macrolide","lnuC"
"m 2021 Branch",53,0,"ARG","Macrolide","m 2021 Branch"
"marA",54,990.22,"ARG","MDR","marA"
"mdfA",55,459.3,"ARG","MDR","mdfA"
"mdtA",56,695.31,"ARG","MDR","mdtA"
"mdtB",57,608.38,"ARG","MDR","mdtB"
"mdtC",58,751.92,"ARG","MDR","mdtC"
"mdtD",59,948.52,"ARG","MDR","mdtD"
"mdtE",60,531.01,"ARG","MDR","mdtE"
"mdtF",61,791.17,"ARG","MDR","mdtF"
"mdtG",62,873.53,"ARG","MDR","mdtG"
"mdtH",63,1450.08,"ARG","MDR","mdtH"
"mdtK",64,639.05,"ARG","MDR","mdtK"
"mdtL",65,3778.53,"ARG","MDR","mdtL"
"mdtM",66,0,"ARG","MDR","mdtM"
"mdtN",67,0,"ARG","MDR","mdtN"
"mdtO",68,1356.16,"ARG","MDR","mdtO"
"mdtP",69,2414.31,"ARG","MDR","mdtP"
"mefA",70,170964.38,"ARG","Macrolide","mefA"
"mel",71,1046.38,"ARG","Macrolide","mel"
"msrD",72,0,"ARG","Macrolide","msrD"
"nimJ",73,0,"ARG","Nitroimidazole","nimJ"
"pbp2",74,664.7,"ARG","Beta-lactam","pbp2"
"pbp4",75,0,"ARG","Beta-lactam","pbp4"
"phoP",76,0,"ARG","MDR","phoP"
"phoQ",77,804.52,"ARG","MDR","phoQ"
"pmrA",78,988.93,"ARG","Polymyxin","pmrA"
"pmrB",79,0,"ARG","Polymyxin","pmrB"
"pmrC",80,1653.32,"ARG","Polymyxin","pmrC"
"pmrE",81,0,"ARG","Polymyxin","pmrE"
"pmrF",82,866.17,"ARG","Polymyxin","pmrF"
"sat 2182 Branch",83,946.79,"ARG","Aminoglycoside","sat 2182 Branch"
"tet 2027 Branch",84,0,"ARG","Tetracycline","tet 2027 Branch"
"tet 2105 Branch",85,0,"ARG","Tetracycline","tet 2105 Branch"
"tet 32",86,88733.77,"ARG","Tetracycline","tet 32"
"tet32",87,47579.91,"ARG","Tetracycline","tet32"
"tet40",88,164904.67,"ARG","Tetracycline","tet40"
"tet44",89,46754.85,"ARG","Tetracycline","tet44"
"tetAP",90,1878.4,"ARG","Tetracycline","tetAP"
"tetBP",91,4373.08,"ARG","Tetracycline","tetBP"
"tetD",92,743.62,"ARG","Tetracycline","tetD"
"tetL",93,0,"ARG","Tetracycline","tetL"
"tetO",94,171504.67,"ARG","Tetracycline","tetO"
"tetQ",95,189736,"ARG","Tetracycline","tetQ"
"tetW",96,582486.52,"ARG","Tetracycline","tetW"
"tetX",97,9105.86,"ARG","Tetracycline","tetX"
"tolC",98,469.46,"ARG","MDR","tolC"
"cfxA 33413459",99,144860.56,"ARG","Beta-lactam","cfxA 33413459"
"tetL-Ef",100,1869.86,"ARG","Tetracycline","tetL-Ef"
"aadE",101,825.06,"ARG","Aminoglycoside","aadE"
"blc",102,2956.08,"ARG","Beta-lactam","blc"
"cmy-13",103,0,"ARG","Beta-lactam","cmy-13"
"sugE",104,1493.27,"ARG","MDR","sugE"
"blc 3334641",105,2760.06,"ARG","Beta-lactam","blc 3334641"
"cfxA 32395282",106,64024.38,"ARG","Beta-lactam","cfxA 32395282"
"tetA",107,0,"ARG","Tetracycline","tetA"
"88 Branch",108,0,"Virulence","Unknown","88 Branch"
"int",109,931,"MGE","Plasmid","int"
"rteC",110,0,"Virulence","Two-component system response regulator","rteC"
"traE",111,0,"MGE","Plasmid","traE"
"traF",112,0,"MGE","Plasmid","traF"
"transposon 46242809",113,0,"MGE","Transposon","transposon 46242809"
"transposon 46242811",114,2835.72,"MGE","Transposon","transposon 46242811"
"colA",115,0,"Virulence","Collagenase","colA"
"pfoA",116,0,"Virulence","Citolysis","pfoA"
"repB",117,870.2,"MGE","Plasmid","repB"
"Transposon 807609",118,0,"MGE","Transposon","Transposon 807609"
"astA",119,708.32,"Virulence","N-succinyltransferase","astA"
"lacY",120,862.94,"Virulence","Beta-galactosides","lacY"
"lpfA",121,0,"Virulence","Fimbrial major protein","lpfA"
"ompA",122,0,"Virulence","Peptidoglycan","ompA"
"traA",123,0,"MGE","Plasmid","traA"
"yddA",124,0,"Virulence","Inner membrane ABC transporter","yddA"
"Plasmid 38606113",125,0,"MGE","Plasmid","Plasmid 38606113"
"exc1",126,0,"MGE","Plasmid","exc1"
"Rom",127,0,"MGE","Plasmid","Rom"
"Plasmid 4775492",128,0,"MGE","Plasmid","Plasmid 4775492"
"tnp",129,939.59,"MGE","Transposon","tnp"
"MobA 32395281",130,39361.1,"MGE","Insertional sequence","MobA 32395281"
"fyuA",131,822.96,"Virulence","Biofilm","fyuA"
"ybtP",132,1339.35,"Virulence","Siderophore","ybtP"
"Cronobacter phage vB_CsaP_GAP52",133,0,"Phage","Podoviridae","Cronobacter phage vB_CsaP_GAP52"
"Karamvirus_u_s",134,0,"Phage","Myoviridae","Karamvirus_u_s"
"Escherichia virus CC31",135,0,"Phage","Myoviridae","Escherichia virus CC31"
"Enterobacteria phage BP-4795",136,67.26,"Phage","Siphoviridae","Enterobacteria phage BP-4795"
"Escherichia virus HK106",137,0,"Phage","Siphoviridae","Escherichia virus HK106"
"Enterobacteria phage HK140",138,0,"Phage","Siphoviridae","Enterobacteria phage HK140"
"Escherichia virus HK544",139,0,"Phage","Siphoviridae","Escherichia virus HK544"
"Escherichia virus HK629",140,32.19,"Phage","Siphoviridae","Escherichia virus HK629"
"Escherichia virus HK633",141,24.97,"Phage","Siphoviridae","Escherichia virus HK633"
"Enterobacteria phage IME10",142,38.5,"Phage","Podoviridae","Enterobacteria phage IME10"
"Escherichia virus If1",143,0,"Phage","Inoviridae","Escherichia virus If1"
"Enterobacteria phage P4",144,360.42,"Phage","Caudovirales_u_f","Enterobacteria phage P4"
"Enterobacteria phage Sf101",145,0,"Phage","Podoviridae","Enterobacteria phage Sf101"
"Enterobacteria phage SfI",146,63.3,"Phage","Myoviridae","Enterobacteria phage SfI"
"Enterobacteria phage SfV",147,232.26,"Phage","Myoviridae","Enterobacteria phage SfV"
"Enterobacteria phage VT2phi_272",148,0,"Phage","Podoviridae","Enterobacteria phage VT2phi_272"
"Enterobacteria phage YYZ-2008",149,81.63,"Phage","Siphoviridae","Enterobacteria phage YYZ-2008"
"Enterobacteria phage cdtI",150,97.89,"Phage","Siphoviridae","Enterobacteria phage cdtI"
"Escherichia virus fiAA91ss",151,145.52,"Phage","Myoviridae","Escherichia virus fiAA91ss"
"Enterobacteria phage mEp043 c-1",152,58.89,"Phage","Siphoviridae","Enterobacteria phage mEp043 c-1"
"Enterobacteria phage mEp235",153,0,"Phage","Siphoviridae","Enterobacteria phage mEp235"
"Enterobacteria phage mEp237",154,0,"Phage","Siphoviridae","Enterobacteria phage mEp237"
"Enterobacteria phage mEp460",155,308.85,"Phage","Siphoviridae","Enterobacteria phage mEp460"
"Escherichia virus mEpX1",156,0,"Phage","Siphoviridae","Escherichia virus mEpX1"
"Escherichia virus mEpX2",157,289.56,"Phage","Siphoviridae","Escherichia virus mEpX2"
"Enterobacteria phage vB_EcoP_ACG-C91",158,0,"Phage","Autographiviridae","Enterobacteria phage vB_EcoP_ACG-C91"
"Enterobacterial phage mEp213",159,0,"Phage","Siphoviridae","Enterobacterial phage mEp213"
"Vequintavirus_u_s",160,6.75,"Phage","Myoviridae","Vequintavirus_u_s"
"Escherichia virus Cajan",161,0,"Phage","Siphoviridae","Escherichia virus Cajan"
"Escherichia phage D108",162,3.91,"Phage","Myoviridae","Escherichia phage D108"
"Escherichia virus FFH2",163,0,"Phage","Myoviridae","Escherichia virus FFH2"
"Escherichia virus Min27",164,0,"Phage","Podoviridae","Escherichia virus Min27"
"Escherichia virus Seurat",165,0,"Phage","Siphoviridae","Escherichia virus Seurat"
"Escherichia phage TL-2011b",166,102.46,"Phage","Podoviridae","Escherichia phage TL-2011b"
"Escherichia virus phiV10",167,7.89,"Phage","Podoviridae","Escherichia virus phiV10"
"Escherichia virus pro147",168,24.74,"Phage","Myoviridae","Escherichia virus pro147"
"Escherichia virus pro483",169,26.94,"Phage","Myoviridae","Escherichia virus pro483"
"Escherichia phage slur01",170,0,"Phage","Siphoviridae","Escherichia phage slur01"
"Escherichia virus 24B",171,0,"Phage","Podoviridae","Escherichia virus 24B"
"Escherichia virus 186",172,0,"Phage","Myoviridae","Escherichia virus 186"
"Escherichia virus HK022",173,116.85,"Phage","Siphoviridae","Escherichia virus HK022"
"Escherichia virus HK97",174,16.57,"Phage","Siphoviridae","Escherichia virus HK97"
"Escherichia virus K1-5",175,0,"Phage","Autographiviridae","Escherichia virus K1-5"
"Escherichia virus K1E",176,0,"Phage","Autographiviridae","Escherichia virus K1E"
"Escherichia virus P2",177,122.76,"Phage","Myoviridae","Escherichia virus P2"
"Escherichia virus Wphi",178,2.16,"Phage","Myoviridae","Escherichia virus Wphi"
"Lactobacillus phage LfeSau",179,0,"Phage","Siphoviridae","Lactobacillus phage LfeSau"
"Lactobacillus phage Lrm1",180,0,"Phage","Siphoviridae","Lactobacillus phage Lrm1"
"Lactobacillus phage iA2",181,0,"Phage","Siphoviridae","Lactobacillus phage iA2"
"Lactobacillus phage phiAT3",182,24.58,"Phage","Siphoviridae","Lactobacillus phage phiAT3"
"Lactococcus phage Tuc2009",183,3.95,"Phage","Siphoviridae","Lactococcus phage Tuc2009"
"Mycobacterium phage Enkosi",184,13.43,"Phage","Siphoviridae","Mycobacterium phage Enkosi"
"Seunavirus_u_s",185,10.52,"Phage","Myoviridae","Seunavirus_u_s"
"Salmonella phage BP12B",186,0,"Phage","Autographiviridae","Salmonella phage BP12B"
"Salmonella virus FSLSP004",187,31.32,"Phage","Myoviridae","Salmonella virus FSLSP004"
"Salmonella virus SP31",188,0,"Phage","Siphoviridae","Salmonella virus SP31"
"Salmonella phage RE-2010",189,51.1,"Phage","Myoviridae","Salmonella phage RE-2010"
"Salmonella phage SEN1",190,0,"Phage","Myoviridae","Salmonella phage SEN1"
"Salmonella virus SJ46",191,62.48,"Phage","Myoviridae","Salmonella virus SJ46"
"Salmonella virus SPN3US",192,18.74,"Phage","Myoviridae","Salmonella virus SPN3US"
"Salmonella phage g341c",193,0,"Phage","Podoviridae","Salmonella phage g341c"
"Salmonella phage vB_SemP_Emek",194,3.45,"Phage","Podoviridae","Salmonella phage vB_SemP_Emek"
"Salmonella virus HK620",195,11.02,"Phage","Podoviridae","Salmonella virus HK620"
"Salmonella virus PsP3",196,0,"Phage","Myoviridae","Salmonella virus PsP3"
"Shigella phage SfII",197,6.46,"Phage","Myoviridae","Shigella phage SfII"
"Shigella phage SfIV",198,55.54,"Phage","Myoviridae","Shigella phage SfIV"
"Shigella virus SfMu",199,1.64,"Phage","Myoviridae","Shigella virus SfMu"
"Shigella virus Sf6",200,62.14,"Phage","Podoviridae","Shigella virus Sf6"
"Streptococcus phage 20617",201,0,"Phage","Siphoviridae","Streptococcus phage 20617"
"Stx2-converting phage 1717",202,130.36,"Phage","Siphoviridae","Stx2-converting phage 1717"
"Stx2-converting phage 86",203,0,"Phage","Podoviridae","Stx2-converting phage 86"
"Punavirus_u_s",204,0,"Phage","Myoviridae","Punavirus_u_s"
"Candidatus Phytoplasma",205,3.38,"Taxa","Acholeplasmataceae","Candidatus Phytoplasma"
"Succiniclasticum",206,0,"Taxa","Acidaminococcaceae","Succiniclasticum"
"Acidithiobacillus",207,0,"Taxa","Acidithiobacillaceae","Acidithiobacillus"
"Actinobacteria_u_g",208,9.53,"Taxa","Actinobacteria_u_f","Actinobacteria_u_g"
"Thermobispora",209,86.19,"Taxa","Actinobacteria_u_f","Thermobispora"
"Taylorella",210,0,"Taxa","Alcaligenaceae","Taylorella"
"Alphaproteobacteria_u_g",211,34.3,"Taxa","Alphaproteobacteria_u_f","Alphaproteobacteria_u_g"
"Anaeromyxobacter",212,2.4,"Taxa","Anaeromyxobacteraceae","Anaeromyxobacter"
"Atopobium",213,124.59,"Taxa","Atopobiaceae","Atopobium"
"Olsenella",214,289.29,"Taxa","Atopobiaceae","Olsenella"
"Bacillus",215,1150.8,"Taxa","Bacillaceae","Bacillus"
"Geobacillus",216,36.4,"Taxa","Bacillaceae","Geobacillus"
"Gemella",217,0,"Taxa","Bacillales_u_f","Gemella"
"Bacteroidales_u_g",218,23218.19,"Taxa","Bacteroidales_u_f","Bacteroidales_u_g"
"Brachyspira",219,0,"Taxa","Brachyspiraceae","Brachyspira"
"Ochrobactrum",220,14,"Taxa","Brucellaceae","Ochrobactrum"
"Campylobacter",221,8.2,"Taxa","Campylobacteraceae","Campylobacter"
"Candidatus Paracaedibacteraceae_u_g",222,2.33,"Taxa","Candidatus Paracaedibacteraceae","Candidatus Paracaedibacteraceae_u_g"
"Cardiobacterium",223,0,"Taxa","Cardiobacteriaceae","Cardiobacterium"
"Catabacter",224,3027.91,"Taxa","Catabacteriaceae","Catabacter"
"Alkaliphilus",225,4.78,"Taxa","Clostridiaceae","Alkaliphilus"
"Butyricicoccus",226,280.45,"Taxa","Clostridiaceae","Butyricicoccus"
"Caloramator",227,13.59,"Taxa","Clostridiaceae","Caloramator"
"Clostridiales Family XIII. Incertae Sedis_u_g",228,8176.91,"Taxa","Clostridiales Family XIII. Incertae Sedis","Clostridiales Family XIII. Incertae Sedis_u_g"
"Mogibacterium",229,17.94,"Taxa","Clostridiales Family XIII. Incertae Sedis","Mogibacterium"
"Thermaerobacter",230,11.62,"Taxa","Clostridiales Family XVII. Incertae Sedis","Thermaerobacter"
"Collinsella",231,260.84,"Taxa","Coriobacteriaceae","Collinsella"
"Corynebacterium",232,1127.79,"Taxa","Corynebacteriaceae","Corynebacterium"
"Cytophaga",233,3.37,"Taxa","Cytophagaceae","Cytophaga"
"Runella",234,1.58,"Taxa","Cytophagaceae","Runella"
"Deinococcus-Thermus_u_g",235,13.58,"Taxa","Deinococcus-Thermus_u_f","Deinococcus-Thermus_u_g"
"Desulfobulbus",236,1.3,"Taxa","Desulfobulbaceae","Desulfobulbus"
"Desulfomicrobium",237,8.63,"Taxa","Desulfomicrobiaceae","Desulfomicrobium"
"Hippea",238,1.24,"Taxa","Desulfurellaceae","Hippea"
"Slackia",239,50.82,"Taxa","Eggerthellaceae","Slackia"
"Escherichia",240,1474.18,"Taxa","Enterobacteriaceae","Escherichia"
"Leclercia",241,0,"Taxa","Enterobacteriaceae","Leclercia"
"Salmonella",242,0,"Taxa","Enterobacteriaceae","Salmonella"
"Shigella",243,98.03,"Taxa","Enterobacteriaceae","Shigella"
"Erysipelotrichaceae_u_g",244,5653.4,"Taxa","Erysipelotrichaceae","Erysipelotrichaceae_u_g"
"Kandleria",245,0,"Taxa","Erysipelotrichaceae","Kandleria"
"Turicibacter",246,768.2,"Taxa","Erysipelotrichaceae","Turicibacter"
"Ferrimonas",247,1.17,"Taxa","Ferrimonadaceae","Ferrimonas"
"Firmicutes_u_g",248,981.85,"Taxa","Firmicutes_u_f","Firmicutes_u_g"
"Imtechella",249,133.61,"Taxa","Flavobacteriaceae","Imtechella"
"Flavobacteriales_u_g",250,3.98,"Taxa","Flavobacteriales_u_f","Flavobacteriales_u_g"
"Cetobacterium",251,3.92,"Taxa","Fusobacteriaceae","Cetobacterium"
"Glycomyces",252,0,"Taxa","Glycomycetaceae","Glycomyces"
"Gordonia",253,18.23,"Taxa","Gordoniaceae","Gordonia"
"Halorubrum",254,5.84,"Taxa","Halorubraceae","Halorubrum"
"Holophagaceae_u_g",255,4.56,"Taxa","Holophagaceae","Holophagaceae_u_g"
"Holospora",256,13.48,"Taxa","Holosporaceae","Holospora"
"Hungateiclostridiaceae_u_g",257,0,"Taxa","Hungateiclostridiaceae","Hungateiclostridiaceae_u_g"
"Coprococcus",258,43.33,"Taxa","Lachnospiraceae","Coprococcus"
"Dorea",259,14.52,"Taxa","Lachnospiraceae","Dorea"
"Lachnobacterium",260,32.02,"Taxa","Lachnospiraceae","Lachnobacterium"
"Lachnoclostridium",261,958.23,"Taxa","Lachnospiraceae","Lachnoclostridium"
"Lachnospira",262,934.26,"Taxa","Lachnospiraceae","Lachnospira"
"Pseudobutyrivibrio",263,210.64,"Taxa","Lachnospiraceae","Pseudobutyrivibrio"
"Roseburia",264,76.34,"Taxa","Lachnospiraceae","Roseburia"
"Shuttleworthia",265,0,"Taxa","Lachnospiraceae","Shuttleworthia"
"Tyzzerella",266,24.81,"Taxa","Lachnospiraceae","Tyzzerella"
"Methanosarcina",267,25.53,"Taxa","Methanosarcinaceae","Methanosarcina"
"Methylobacterium",268,13.25,"Taxa","Methylobacteriaceae","Methylobacterium"
"Microvirga",269,7.1,"Taxa","Methylobacteriaceae","Microvirga"
"Clavibacter",270,2.1,"Taxa","Microbacteriaceae","Clavibacter"
"Microbacterium",271,14.27,"Taxa","Microbacteriaceae","Microbacterium"
"Kocuria",272,209.24,"Taxa","Micrococcaceae","Kocuria"
"Micrococcaceae_u_g",273,1.36,"Taxa","Micrococcaceae","Micrococcaceae_u_g"
"Micromonospora",274,42.19,"Taxa","Micromonosporaceae","Micromonospora"
"Ureaplasma",275,10.35,"Taxa","Mycoplasmataceae","Ureaplasma"
"Myxococcaceae_u_g",276,6.11,"Taxa","Myxococcaceae","Myxococcaceae_u_g"
"Nitrospiraceae_u_g",277,0,"Taxa","Nitrospiraceae","Nitrospiraceae_u_g"
"Thermobifida",278,1466.98,"Taxa","Nocardiopsaceae","Thermobifida"
"Opitutales_u_g",279,0,"Taxa","Opitutales_u_f","Opitutales_u_g"
"Saccharibacillus",280,1.32,"Taxa","Paenibacillaceae","Saccharibacillus"
"Gallibacterium",281,0,"Taxa","Pasteurellaceae","Gallibacterium"
"Desulfotomaculum",282,3.51,"Taxa","Peptococcaceae","Desulfotomaculum"
"Peptococcaceae_u_g",283,16.77,"Taxa","Peptococcaceae","Peptococcaceae_u_g"
"Anaerococcus",284,0,"Taxa","Peptoniphilaceae","Anaerococcus"
"Helcococcus",285,17.03,"Taxa","Peptoniphilaceae","Helcococcus"
"Parvimonas",286,31.05,"Taxa","Peptoniphilaceae","Parvimonas"
"Intestinibacter",287,24.89,"Taxa","Peptostreptococcaceae","Intestinibacter"
"Paeniclostridium",288,139.1,"Taxa","Peptostreptococcaceae","Paeniclostridium"
"Peptostreptococcaceae_u_g",289,233.27,"Taxa","Peptostreptococcaceae","Peptostreptococcaceae_u_g"
"Peptostreptococcus",290,7,"Taxa","Peptostreptococcaceae","Peptostreptococcus"
"Aminobacter",291,0,"Taxa","Phyllobacteriaceae","Aminobacter"
"Phyllobacteriaceae_u_g",292,0,"Taxa","Phyllobacteriaceae","Phyllobacteriaceae_u_g"
"Ureibacillus",293,76.26,"Taxa","Planococcaceae","Ureibacillus"
"Porphyromonas",294,269.47,"Taxa","Porphyromonadaceae","Porphyromonas"
"Acidipropionibacterium",295,13.08,"Taxa","Propionibacteriaceae","Acidipropionibacterium"
"Cutibacterium",296,9.05,"Taxa","Propionibacteriaceae","Cutibacterium"
"Propionibacteriaceae_u_g",297,13.48,"Taxa","Propionibacteriaceae","Propionibacteriaceae_u_g"
"Pseudonocardia",298,0,"Taxa","Pseudonocardiaceae","Pseudonocardia"
"Saccharomonospora",299,456.56,"Taxa","Pseudonocardiaceae","Saccharomonospora"
"Saccharopolyspora",300,54.61,"Taxa","Pseudonocardiaceae","Saccharopolyspora"
"Halocynthiibacter",301,1.25,"Taxa","Rhodobacteraceae","Halocynthiibacter"
"Thalassospira",302,0,"Taxa","Rhodospirillaceae","Thalassospira"
"Rickettsiales_u_g",303,0,"Taxa","Rickettsiales_u_f","Rickettsiales_u_g"
"Rikenellaceae_u_g",304,11.91,"Taxa","Rikenellaceae","Rikenellaceae_u_g"
"Anaerotruncus",305,1.81,"Taxa","Ruminococcaceae","Anaerotruncus"
"Ethanoligenens",306,0,"Taxa","Ruminococcaceae","Ethanoligenens"
"Megamonas",307,8.81,"Taxa","Selenomonadaceae","Megamonas"
"Selenomonadaceae_u_g",308,0,"Taxa","Selenomonadaceae","Selenomonadaceae_u_g"
"Shewanella",309,2.43,"Taxa","Shewanellaceae","Shewanella"
"Sphaerobacteraceae_u_g",310,0,"Taxa","Sphaerobacteraceae","Sphaerobacteraceae_u_g"
"Sphingobacteriaceae_u_g",311,0,"Taxa","Sphingobacteriaceae","Sphingobacteriaceae_u_g"
"Treponema",312,180.37,"Taxa","Spirochaetaceae","Treponema"
"Sporolactobacillus",313,7.22,"Taxa","Sporolactobacillaceae","Sporolactobacillus"
"Pelosinus",314,38.84,"Taxa","Sporomusaceae","Pelosinus"
"Staphylococcus",315,1.44,"Taxa","Staphylococcaceae","Staphylococcus"
"Succinatimonas",316,4.36,"Taxa","Succinivibrionaceae","Succinatimonas"
"Succinivibrio",317,115.74,"Taxa","Succinivibrionaceae","Succinivibrio"
"Laceyella",318,0,"Taxa","Thermoactinomycetaceae","Laceyella"
"Thermoactinomyces",319,5263.37,"Taxa","Thermoactinomycetaceae","Thermoactinomyces"
"Thermoanaerobacterales_u_g",320,10.77,"Taxa","Thermoanaerobacterales_u_f","Thermoanaerobacterales_u_g"
"Megasphaera",321,18.98,"Taxa","Veillonellaceae","Megasphaera"
"Veillonellaceae_u_g",322,31.64,"Taxa","Veillonellaceae","Veillonellaceae_u_g"
"Pseudoxanthomonas",323,3.92,"Taxa","Xanthomonadaceae","Pseudoxanthomonas"
"Xylella",324,0,"Taxa","Xanthomonadaceae","Xylella"
"Yersinia",325,0,"Taxa","Yersiniaceae","Yersinia"
